Status,Reason,Snapshot_Row,Entry_Key,Language_ID,Parameter_ID,Raw_Form,Gloss,Native,Phonemic,Notes,Source
ingested,,23,legacy:20220913-kundalshahi:row:23,Kund,13913,saz,sister,,,,kund
ingested,,24,legacy:20220913-kundalshahi:row:24,Kund,4889,cunu,small,,,,kund
ingested,,25,legacy:20220913-kundalshahi:row:25,Kund,4969,cʰeṭ,wind,,,Uncertain.,kund
ingested,,26,legacy:20220913-kundalshahi:row:26,Kund,5071,cʰoṭ,few,,,,kund
ingested,,27,legacy:20220913-kundalshahi:row:27,Kund,6248,dajā̂,burn,,,,kund
ingested,,28,legacy:20220913-kundalshahi:row:28,Kund,6651,dar,door,,,,kund
ingested,,29,legacy:20220913-kundalshahi:row:29,Kund,6119,daśan,right,,,,kund
ingested,,30,legacy:20220913-kundalshahi:row:30,Kund,6227,day,ten,,,,kund
ingested,,31,legacy:20220913-kundalshahi:row:31,Kund,6152,dān,tooth,,,,kund
ingested,,32,legacy:20220913-kundalshahi:row:32,Kund,6141,di,give,,,,kund
ingested,,33,legacy:20220913-kundalshahi:row:33,Kund,6481,dī̌,daughter,,,,kund
ingested,,34,legacy:20220913-kundalshahi:row:34,Kund,6333,dīz,day,,,,kund
ingested,,35,legacy:20220913-kundalshahi:row:35,Kund,6590,dōy,yesterday,,,,kund
ingested,,36,legacy:20220913-kundalshahi:row:36,Kund,6368,drī̌g,long,,,,kund
ingested,,37,legacy:20220913-kundalshahi:row:37,Kund,6368,drāl di,lie down,,,Uncertain.,kund
ingested,,38,legacy:20220913-kundalshahi:row:38,Kund,6391,dud,milk,,,Borrowed from plains?,kund
ingested,,39,legacy:20220913-kundalshahi:row:39,Kund,6648,duī,two,,,,kund
ingested,,40,legacy:20220913-kundalshahi:row:40,Kund,6849,dùmā̂,smoke,,,,kund
ingested,,41,legacy:20220913-kundalshahi:row:41,Kund,6495,dū̌r,far,,,,kund
ingested,,42,legacy:20220913-kundalshahi:row:42,Kund,135,ɛŋgil,finger,,,,kund
ingested,,43,legacy:20220913-kundalshahi:row:43,Kund,5685,tapgal,hot,,,,kund
ingested,,44,legacy:20220913-kundalshahi:row:44,Kund,4428,gàrvāl,husband,,,,kund
ingested,,45,legacy:20220913-kundalshahi:row:45,Kund,4428,gàrvēl,wife,,,,kund
ingested,,46,legacy:20220913-kundalshahi:row:46,Kund,4270,gobi,cabbage,,,Borrowed from plains?,kund
ingested,,47,legacy:20220913-kundalshahi:row:47,Kund,4270,gēb,cabbage,,,,kund
ingested,,48,legacy:20220913-kundalshahi:row:48,Kund,4270,gobi,cabbage,,,Borrowed from plains?,kund
ingested,,49,legacy:20220913-kundalshahi:row:49,Kund,4368,grā̃,village,,,,kund
ingested,,50,legacy:20220913-kundalshahi:row:50,Kund,4055,gub,heavy,?,,,kund
ingested,,51,legacy:20220913-kundalshahi:row:51,Kund,14028,hatēṛi,hammer,,,,kund
ingested,,52,legacy:20220913-kundalshahi:row:52,Kund,14028,tēṛi,hammer,,,,kund
ingested,,53,legacy:20220913-kundalshahi:row:53,Kund,13952,hiṛ,bone,,,,kund
ingested,,54,legacy:20220913-kundalshahi:row:54,Kund,434,hor,different,,,,kund
ingested,,55,legacy:20220913-kundalshahi:row:55,Kund,5334,jē̌ṭ,goat,,,,kund
ingested,,56,legacy:20220913-kundalshahi:row:56,Kund,5334,gʸē̌ṭ,goat,,,,kund
ingested,,57,legacy:20220913-kundalshahi:row:57,Kund,5228,jib,tongue,,,,kund
ingested,,58,legacy:20220913-kundalshahi:row:58,Kund,2668,kaṇḍ,thorn,,,,kund
ingested,,59,legacy:20220913-kundalshahi:row:59,Kund,2665,kaṇak,wheat,,,Borrowed from plains?,kund
ingested,,60,legacy:20220913-kundalshahi:row:60,Kund,2944,kapə,cut,,,,kund
ingested,,61,legacy:20220913-kundalshahi:row:61,Kund,2871,kapuṛ,cloth,,,,kund
ingested,,62,legacy:20220913-kundalshahi:row:62,Kund,2910,karɛ̄̂,when,,,,kund
ingested,,63,legacy:20220913-kundalshahi:row:63,Kund,2830,kān,ear,,,,kund
ingested,,64,legacy:20220913-kundalshahi:row:64,Kund,3120,kāṭʰō,wood; firewood,,,,kund
ingested,,65,legacy:20220913-kundalshahi:row:65,Kund,3120,kaṭśɛ̄ṛ,wood; firewood,,,,kund
ingested,,66,legacy:20220913-kundalshahi:row:66,Kund,2712,kēlá,banana,,,,kund
ingested,,67,legacy:20220913-kundalshahi:row:67,Kund,3208,kikiṛ,chicken,,,,kund
ingested,,68,legacy:20220913-kundalshahi:row:68,Kund,3451,kin,black,,,,kund
ingested,,69,legacy:20220913-kundalshahi:row:69,Kund,3245,kiṛ,woman; girl,,,,kund
ingested,,70,legacy:20220913-kundalshahi:row:70,Kund,3167,kiti,how many,,,,kund
ingested,,71,legacy:20220913-kundalshahi:row:71,Kund,2574,kō̂,who,,,,kund
ingested,,72,legacy:20220913-kundalshahi:row:72,Kund,3546,kōṭʰ,home; house,,,,kund
