Status,Reason,Snapshot_Row,Entry_Key,Language_ID,Parameter_ID,Raw_Form,Gloss,Native,Phonemic,Notes,Source
ingested,,171,legacy:20230524-sindhic:row:171,luwati,,veñjetū,Swim,,veɲdʒetu,,maimani
ingested,,172,legacy:20230524-sindhic:row:172,maimani,6419,dūmb,tail,,dumb,,maimani
ingested,,173,legacy:20230524-sindhic:row:173,luwati,8249,būc,tail,,butʃ,,maimani
ingested,,174,legacy:20230524-sindhic:row:174,maimani,,hī,that,,hi,,maimani
ingested,,175,legacy:20230524-sindhic:row:175,luwati,,hū,that,,hu,,maimani
ingested,,176,legacy:20230524-sindhic:row:176,maimani,,hī,this,,hi,,maimani
ingested,,177,legacy:20230524-sindhic:row:177,luwati,,hī,this,,hi,,maimani
ingested,,178,legacy:20230524-sindhic:row:178,maimani,,zūban,tongue,,zuban,,maimani
ingested,,179,legacy:20230524-sindhic:row:179,luwati,5228,ɠib,tongue,,ɠɪb,,maimani
ingested,,180,legacy:20230524-sindhic:row:180,maimani,6152,ɗand,tooth,,ɗand,,maimani
ingested,,181,legacy:20230524-sindhic:row:181,luwati,6152,ɗandɔ̄,tooth,,ɗandɔ:,,maimani
ingested,,182,legacy:20230524-sindhic:row:182,maimani,,naxl,tree,,naxl,,maimani
ingested,,183,legacy:20230524-sindhic:row:183,luwati,,naxil,tree,,naxɪl,,maimani
ingested,,184,legacy:20230524-sindhic:row:184,maimani,6648,ɓūh,two,,ɓuh,,maimani
ingested,,185,legacy:20230524-sindhic:row:185,luwati,6648,ɓā,two,,ɓa:,,maimani
ingested,,186,legacy:20230524-sindhic:row:186,maimani,14018,hālytūh,walk,,ha:ljtuh,,maimani
ingested,,187,legacy:20230524-sindhic:row:187,luwati,10902,langetū,walk,,langetu,,maimani
ingested,,188,legacy:20230524-sindhic:row:188,maimani,8082,pānī,water,,pa:ni,,maimani
ingested,,189,legacy:20230524-sindhic:row:189,luwati,8082,pānī,water,,pa:ni,,maimani
ingested,,190,legacy:20230524-sindhic:row:190,maimani,986,asā,we,,asa:,,maimani
ingested,,191,legacy:20230524-sindhic:row:191,luwati,986,asā,we,,asa:,,maimani
ingested,,192,legacy:20230524-sindhic:row:192,maimani,,kūrīlī,what,,kurili,,maimani
ingested,,193,legacy:20230524-sindhic:row:193,luwati,,kuru,what,,kʊrʊ,,maimani
ingested,,194,legacy:20230524-sindhic:row:194,maimani,142,aśūh,white,,aʃuh,,maimani
ingested,,195,legacy:20230524-sindhic:row:195,luwati,142,acū,white,,atʃu,,maimani
ingested,,196,legacy:20230524-sindhic:row:196,maimani,,ker,who,,ker,,maimani
ingested,,197,legacy:20230524-sindhic:row:197,luwati,,ker,who,,ker,,maimani
ingested,,198,legacy:20230524-sindhic:row:198,maimani,,ɓāyrī,woman,,ɓa:jri,,maimani
ingested,,199,legacy:20230524-sindhic:row:199,luwati,,ɓāyrī,woman,,ɓa:jri,,maimani
ingested,,200,legacy:20230524-sindhic:row:200,maimani,13990,haydah,yellow,,hajdah,,maimani
ingested,,201,legacy:20230524-sindhic:row:201,luwati,13990,haydū,yellow,,hajdu,,maimani
ingested,,202,legacy:20230524-sindhic:row:202,maimani,5889,tūh,you,,tuh,,maimani
ingested,,203,legacy:20230524-sindhic:row:203,luwati,5889,tɔ̄,you,,tɔ:,,maimani
