Printed_Page,Entry,Form,Definition,Loan_Codes,Tags,Entry_Key
722,65,saxt,a. tight; tough; extremely,F,adj loanword,ali-kobayashi2024:p722:e65
722,66,saxtī,n. difficulty; toughness,F,noun loanword,ali-kobayashi2024:p722:e66
722,67,sā,n. life; breath,,noun,ali-kobayashi2024:p722:e67
722,68,sāat,n. moment; minute (sāhat),A,noun loanword,ali-kobayashi2024:p722:e68
722,69,sābūn,n. soap,A,noun loanword,ali-kobayashi2024:p722:e69
722,70,sāda,a. simple,,adj,ali-kobayashi2024:p722:e70
722,71,sādaī,a. foolish,,adj,ali-kobayashi2024:p722:e71
723,1,sādār,n. animal,,noun,ali-kobayashi2024:p723:e1
723,2,sāf,a. clean,A,adj loanword,ali-kobayashi2024:p723:e2
723,3,sāf,n. dawn; daybreak,A,noun loanword,ali-kobayashi2024:p723:e3
723,4,sāg,n. spinach,H,noun loanword,ali-kobayashi2024:p723:e4
723,5,sāgī,a. similar; same,Si.,adj loanword,ali-kobayashi2024:p723:e5
723,6,sāh,n. life; breath,,noun,ali-kobayashi2024:p723:e6
723,7,sāhatt,a. second; moment,A,adj loanword,ali-kobayashi2024:p723:e7
723,8,sāhdār,n. animal,,noun,ali-kobayashi2024:p723:e8
723,9,sāhib,n. officer; mister,A,noun loanword,ali-kobayashi2024:p723:e9
723,10,sāl,n. year,F,noun loanword,ali-kobayashi2024:p723:e10
723,11,sālī,a. year old,,adj,ali-kobayashi2024:p723:e11
723,12,sālum,n. son-in-law,,noun,ali-kobayashi2024:p723:e12
723,13,sāmān,n. luggage,F,noun loanword,ali-kobayashi2024:p723:e13
723,14,sāmb-ing,vt. to pet; tame,,verb tr,ali-kobayashi2024:p723:e14
723,15,sāmboṛ,a. cherished,,adj,ali-kobayashi2024:p723:e15
723,16,sānda,adv. always; forever,,adv,ali-kobayashi2024:p723:e16
723,17,sāng,n. engagement,,noun,ali-kobayashi2024:p723:e17
723,18,sāng-barām,n. engagementwedding,,noun,ali-kobayashi2024:p723:e18
723,19,sāng o barām,n. engagement and marriage,,noun,ali-kobayashi2024:p723:e19
723,20,sār,n. sense,,noun,ali-kobayashi2024:p723:e20
723,21,sāṛī,a. present,,adj,ali-kobayashi2024:p723:e21
723,22,sār o sudd,n. wisdom,,noun,ali-kobayashi2024:p723:e22
723,23,sātī,n. companion,H,noun loanword,ali-kobayashi2024:p723:e23
723,24,sāz,n. tune; melody,F,noun loanword,ali-kobayashi2024:p723:e24
723,25,sā̃ī̃,n. panting,,noun,ali-kobayashi2024:p723:e25
723,26,sebo,n. relief,,noun,ali-kobayashi2024:p723:e26
723,27,sek,n. power,,noun,ali-kobayashi2024:p723:e27
723,28,sekṭirīeṭ,n. secretariat,E,noun loanword,ali-kobayashi2024:p723:e28
723,29,seɬ,n. winter,,noun,ali-kobayashi2024:p723:e29
723,30,ser,a. satisfied,,adj,ali-kobayashi2024:p723:e30
723,31,ser,n. seer,E,noun loanword,ali-kobayashi2024:p723:e31
723,32,ser-aoliād,a. full of children,,adj,ali-kobayashi2024:p723:e32
723,33,sere,n. mustard,,noun,ali-kobayashi2024:p723:e33
723,34,ser-iraɣ,a. full of meal,,adj,ali-kobayashi2024:p723:e34
723,35,ser kann-ing,vi. to be satisfied,,verb intr,ali-kobayashi2024:p723:e35
723,36,ser-piḍḍ,a. abundant; well-fed,,adj,ali-kobayashi2024:p723:e36
723,37,ser-tuɣ,a. sound asleep,,adj,ali-kobayashi2024:p723:e37
723,38,seṭ,n. merchant; Hindu,H,noun loanword,ali-kobayashi2024:p723:e38
723,39,sexā,n. shadow,,noun,ali-kobayashi2024:p723:e39
723,40,siddā,adv. straight,H,adv loanword,ali-kobayashi2024:p723:e40
723,41,sifatt,n. praise,A,noun loanword,ali-kobayashi2024:p723:e41
723,42,sifatt o sanā,n. praise and profit,A,noun loanword,ali-kobayashi2024:p723:e42
723,43,sigreṭ,n. cigarette,E,noun loanword,ali-kobayashi2024:p723:e43
723,44,sijla,n. griddling,,noun,ali-kobayashi2024:p723:e44
723,45,sikk-ing,vt. to long for; miss; wait,,verb tr,ali-kobayashi2024:p723:e45
723,46,sil,n. skin,,noun,ali-kobayashi2024:p723:e46
723,47,silā,n. weapon,,noun,ali-kobayashi2024:p723:e47
723,48,sill-ing,vt. to wash,,verb tr,ali-kobayashi2024:p723:e48
723,49,sindī,n. Sindhi,,noun,ali-kobayashi2024:p723:e49
723,50,sipāī,n. guard; soldier,,noun,ali-kobayashi2024:p723:e50
723,51,sir,n. mood,,noun,ali-kobayashi2024:p723:e51
723,52,sire,n. mustard,,noun,ali-kobayashi2024:p723:e52
723,53,sirikk-ing,vi. to fall off,,verb intr,ali-kobayashi2024:p723:e53
723,54,siṭṭ-ing,vi. to jump; hop; pop out,,verb intr,ali-kobayashi2024:p723:e54
723,55,sixt,n. faith,,noun,ali-kobayashi2024:p723:e55
723,56,siyāg,n. silhouette,B,noun loanword,ali-kobayashi2024:p723:e56
723,57,siyāl,a. equal,,adj,ali-kobayashi2024:p723:e57
723,58,siyāl,n. relative,,noun,ali-kobayashi2024:p723:e58
723,59,siyāl o siyāldārī,n. relatives,,noun,ali-kobayashi2024:p723:e59
723,60,siyā̃ṛāī,n. wiseness,,noun,ali-kobayashi2024:p723:e60
723,61,sizā,n. punishment,F,noun loanword,ali-kobayashi2024:p723:e61
723,62,sī,n. butter,,noun,ali-kobayashi2024:p723:e62
723,63,sī,num. 30,F,num loanword,ali-kobayashi2024:p723:e63
723,64,sīdā,adv. straight,H,adv loanword,ali-kobayashi2024:p723:e64
723,65,sīla,n. needle,,noun,ali-kobayashi2024:p723:e65
723,66,sīm,n. border,,noun,ali-kobayashi2024:p723:e66
723,67,sīm sīm,n. hair raising,,noun,ali-kobayashi2024:p723:e67
723,68,sīna,n. chest,F,noun loanword,ali-kobayashi2024:p723:e68
723,69,sīnd,n. hair bundle,,noun,ali-kobayashi2024:p723:e69
723,70,sīngār,n. grooming,H,noun loanword,ali-kobayashi2024:p723:e70
723,71,sī-pāɬ,n. butter and milk,,noun,ali-kobayashi2024:p723:e71
723,72,sīṛ,n. intensity,,noun,ali-kobayashi2024:p723:e72
723,73,sīsīpaṭ,n. tearing off a neck,,noun,ali-kobayashi2024:p723:e73
723,74,sīx,n. skewer,,noun,ali-kobayashi2024:p723:e74
723,75,sīzan,n. season,E,noun loanword,ali-kobayashi2024:p723:e75
723,76,sob,n. morning,,noun,ali-kobayashi2024:p723:e76
724,1,sobanā e,adv. since morning,,adv,ali-kobayashi2024:p724:e1
724,2,soc,n. thought,H,noun loanword,ali-kobayashi2024:p724:e2
724,3,soc-ing,vt. to think,,verb tr,ali-kobayashi2024:p724:e3
724,4,sodāgir,n. merchant,F,noun loanword,ali-kobayashi2024:p724:e4
724,5,sogav,a. firm,,adj,ali-kobayashi2024:p724:e5
724,6,sohav,a. familiar,,adj,ali-kobayashi2024:p724:e6
724,7,sohel,n. autumn,,noun,ali-kobayashi2024:p724:e7
724,8,soj,n. inquiry,B,noun loanword,ali-kobayashi2024:p724:e8
724,9,soj kann-ing,vt. to ask,B,verb tr loanword,ali-kobayashi2024:p724:e9
724,10,sor,n. lamp,,noun,ali-kobayashi2024:p724:e10
724,11,sorī,n. problem; difficulty,,noun,ali-kobayashi2024:p724:e11
724,12,sõṛā,a. beautiful,Si.,adj loanword,ali-kobayashi2024:p724:e12
724,13,suāl,n. question,A,noun loanword,ali-kobayashi2024:p724:e13
724,14,suār,a. mounted,,adj,ali-kobayashi2024:p724:e14
724,15,suār,n. horseman,F,noun loanword,ali-kobayashi2024:p724:e15
724,16,suāra-suāra,adv. skillfully,,adv,ali-kobayashi2024:p724:e16
724,17,suārī,a. riding,F,adj loanword,ali-kobayashi2024:p724:e17
724,18,subakk,a. light; very young,F,adj loanword,ali-kobayashi2024:p724:e18
724,19,subān allāh,phr. glory to God,A,multiword-expression loanword,ali-kobayashi2024:p724:e19
724,20,subʰān allāh,phr. glory to God,A,multiword-expression loanword,ali-kobayashi2024:p724:e20
724,21,sudd,a. aware,,adj,ali-kobayashi2024:p724:e21
724,22,sudd,n. attention; senses,,noun,ali-kobayashi2024:p724:e22
724,23,sujj-ing,vi. to occur to mind,,verb intr,ali-kobayashi2024:p724:e23
724,24,sulemānī,a. Sulaiman’s,,adj,ali-kobayashi2024:p724:e24
724,25,sum,n. bullet,,noun,ali-kobayashi2024:p724:e25
724,26,sumkārī,n. shooting,,noun,ali-kobayashi2024:p724:e26
724,27,sundūx,n. box,A,noun loanword,ali-kobayashi2024:p724:e27
724,28,sung,n. tax,,noun,ali-kobayashi2024:p724:e28
724,29,sunn,a. desolate,H,adj loanword,ali-kobayashi2024:p724:e29
724,30,sunṭ,n. beak,H,noun loanword,ali-kobayashi2024:p724:e30
724,31,suriff-ing,vt. to shake,,verb tr,ali-kobayashi2024:p724:e31
724,32,sur-ing,vi. to move,,verb intr,ali-kobayashi2024:p724:e32
724,33,surna,n. flute,F,noun loanword,ali-kobayashi2024:p724:e33
724,34,sur-sur,n. movement,,noun,ali-kobayashi2024:p724:e34
724,35,sursuruk,n. parasite,,noun,ali-kobayashi2024:p724:e35
724,36,surxī,n. headline,F,noun loanword,ali-kobayashi2024:p724:e36
724,37,sust,a. weak,F,adj loanword,ali-kobayashi2024:p724:e37
724,38,sū,n. meat,,noun,ali-kobayashi2024:p724:e38
724,39,sūdo,postp. with,Si.,postp loanword,ali-kobayashi2024:p724:e39
724,40,sūratt,n. beauty,A,noun loanword,ali-kobayashi2024:p724:e40
724,41,šabbal,n. ensemble,,noun,ali-kobayashi2024:p724:e41
724,42,šādkāmī,n. pleasure,F,noun loanword,ali-kobayashi2024:p724:e42
724,43,šaer,n. poem; song,A,noun loanword,ali-kobayashi2024:p724:e43
724,44,šaetān,prop. Satan,A,proper-noun loanword,ali-kobayashi2024:p724:e44
724,45,šaezādī,a. royal,F,adj loanword,ali-kobayashi2024:p724:e45
724,46,šaɣān,n. false accuser,,noun,ali-kobayashi2024:p724:e46
724,47,šah-ing,vi. to be dispirited,,verb intr,ali-kobayashi2024:p724:e47
724,48,šahīd,n. martyr,A,noun loanword,ali-kobayashi2024:p724:e48
724,49,šahzāda,n. prince,F,noun loanword,ali-kobayashi2024:p724:e49
724,50,šakar,n. sweet,F,noun loanword,ali-kobayashi2024:p724:e50
724,51,šakarī,n. sweetie,,noun,ali-kobayashi2024:p724:e51
724,52,šakbar,a. suspicious,A,adj loanword,ali-kobayashi2024:p724:e52
724,53,šakbīṛ,a. suspicious,A,adj loanword,ali-kobayashi2024:p724:e53
724,54,šakkī,a. ashamed,,adj,ali-kobayashi2024:p724:e54
724,55,šal-ing,vi. to flow,,verb intr,ali-kobayashi2024:p724:e55
724,56,šamb,n. branch,,noun,ali-kobayashi2024:p724:e56
724,57,šanakkī,n. candy throwing,,noun,ali-kobayashi2024:p724:e57
724,58,šanza,n. heavy rain,B,noun loanword,ali-kobayashi2024:p724:e58
724,59,šaogīr,n. all nighter,B,noun loanword,ali-kobayashi2024:p724:e59
724,60,šaok,n. desire; hobby,A,noun loanword,ali-kobayashi2024:p724:e60
724,61,šaonk,n. desire; hobby,A,noun loanword,ali-kobayashi2024:p724:e61
724,62,šapād,a. bare,,adj,ali-kobayashi2024:p724:e62
724,63,šar,a. good,B,adj loanword,ali-kobayashi2024:p724:e63
724,64,šaṛanga,onom. of jingling,,onomatopoeia,ali-kobayashi2024:p724:e64
724,65,šaṛt,n. bet; condition,A,noun loanword,ali-kobayashi2024:p724:e65
724,66,šaṛtī,a. gambling; related to bet,A,adj loanword,ali-kobayashi2024:p724:e66
724,67,šaṛtī,n. gambler,A,noun loanword,ali-kobayashi2024:p724:e67
724,68,šara,n. Islamic law,A,noun loanword,ali-kobayashi2024:p724:e68
724,69,šaraf,n. honor,A,noun loanword,ali-kobayashi2024:p724:e69
724,70,šarajara,n. meeting,A,noun loanword,ali-kobayashi2024:p724:e70
724,71,šarhālī,n. satisfaction,B,noun loanword,ali-kobayashi2024:p724:e71
724,72,šarm,n. shame,F,noun loanword,ali-kobayashi2024:p724:e72
724,73,šarminda,a. ashamed,F,adj loanword,ali-kobayashi2024:p724:e73
724,74,šaš,num. six,B,num loanword,ali-kobayashi2024:p724:e74
724,75,šašmīko,a. sixth,,adj,ali-kobayashi2024:p724:e75
724,76,šašša,n. namegiving,,noun,ali-kobayashi2024:p724:e76
724,77,šat,n. cane; horsewhip; stick,,noun,ali-kobayashi2024:p724:e77
724,78,šatk,a. slim,,adj,ali-kobayashi2024:p724:e78
725,1,šā,put in.IMP (šāɣ-ing),,verb impv,ali-kobayashi2024:p725:e1
725,2,šābā,phr. I order; well done,,multiword-expression,ali-kobayashi2024:p725:e2
725,3,šābās,phr. I order; well done,F,multiword-expression loanword,ali-kobayashi2024:p725:e3
725,4,šābāš,phr. I order; well done,F,multiword-expression loanword,ali-kobayashi2024:p725:e4
725,5,šādurī,n. beauty,,noun,ali-kobayashi2024:p725:e5
725,6,šāɣ-ing,vt. to pour; put in,,verb tr,ali-kobayashi2024:p725:e6
725,7,šāhidī,n. witness,A,noun loanword,ali-kobayashi2024:p725:e7
725,8,šāim,n. pair of scales,,noun,ali-kobayashi2024:p725:e8
725,9,šāing-ing,vi. to be put in,,verb intr,ali-kobayashi2024:p725:e9
725,10,šām,n. evening,F,noun loanword,ali-kobayashi2024:p725:e10
725,11,šāmpastīr,n. kind of grass,,noun,ali-kobayashi2024:p725:e11
725,12,šāntul,n. a bird,B,noun loanword,ali-kobayashi2024:p725:e12
725,13,šār,n. city; town,F,noun loanword,ali-kobayashi2024:p725:e13
725,14,šār-vālā,n. city resident,F,noun loanword,ali-kobayashi2024:p725:e14
725,15,šātkāmī,n. fervor,F,noun loanword,ali-kobayashi2024:p725:e15
725,16,šāzāda,n. prince,F,noun loanword,ali-kobayashi2024:p725:e16
725,17,šef,adv. below; down,,adv,ali-kobayashi2024:p725:e17
725,18,šefī,n. lowness,,noun,ali-kobayashi2024:p725:e18
725,19,šefko,a. lower,,adj,ali-kobayashi2024:p725:e19
725,20,šer,n. lion,F,noun loanword,ali-kobayashi2024:p725:e20
725,21,šer-zāl,n. brave-lady,F|B,noun loanword,ali-kobayashi2024:p725:e21
725,22,šikār,n. game; hunting,A,noun loanword,ali-kobayashi2024:p725:e22
725,23,šikāra,n. hunting,,noun,ali-kobayashi2024:p725:e23
725,24,šikārī,n. hunter,F,noun loanword,ali-kobayashi2024:p725:e24
725,25,šikk,a. pointed,,adj,ali-kobayashi2024:p725:e25
725,26,šitārk,n. patch,,noun,ali-kobayashi2024:p725:e26
725,27,šīdār,n. reaction,,noun,ali-kobayashi2024:p725:e27
725,28,šīṛ,n. grinning,,noun,ali-kobayashi2024:p725:e28
725,29,šīša,n. glass,F,noun loanword,ali-kobayashi2024:p725:e29
725,30,šohān,n. shepherd,,noun,ali-kobayashi2024:p725:e30
725,31,šohānī,n. shepherdness,,noun,ali-kobayashi2024:p725:e31
725,32,šok,n. fox,,noun,ali-kobayashi2024:p725:e32
725,33,šol-ing,vt. to shed,,verb tr,ali-kobayashi2024:p725:e33
725,34,šoling-ing,vi. to fall out,,verb intr,ali-kobayashi2024:p725:e34
725,35,šontarī,n. prosperity,,noun,ali-kobayashi2024:p725:e35
725,36,šošing,n. camel bell,,noun,ali-kobayashi2024:p725:e36
725,37,šuān,n. shepherd,,noun,ali-kobayashi2024:p725:e37
725,38,šufī,n. decoration carpet,,noun,ali-kobayashi2024:p725:e38
725,39,šugul,n. fun,,noun,ali-kobayashi2024:p725:e39
725,40,šukr,n. thanksgiving,A,noun loanword,ali-kobayashi2024:p725:e40
725,41,šukur,n. thanksgiving,A,noun loanword,ali-kobayashi2024:p725:e41
725,42,šulūnc-ing,vt. to scoop,,verb tr,ali-kobayashi2024:p725:e42
725,43,šuṛdī,n. pastry; kind of bread,,noun,ali-kobayashi2024:p725:e43
725,44,šurr-ing,vt. to scratch,,verb tr,ali-kobayashi2024:p725:e44
725,45,šurū,n. start,A,noun loanword,ali-kobayashi2024:p725:e45
725,46,šurū kann-ing,vt. to begin,A,verb tr loanword,ali-kobayashi2024:p725:e46
725,47,šurū mann-ing,vi. to start,A,verb intr loanword,ali-kobayashi2024:p725:e47
725,48,šūk,a. smooth,,adj,ali-kobayashi2024:p725:e48
725,49,šūkār,n. whistle,,noun,ali-kobayashi2024:p725:e49
725,50,šūm,a. unlucky,A,adj loanword,ali-kobayashi2024:p725:e50
725,51,ṭabbar,n. relative,H,noun loanword,ali-kobayashi2024:p725:e51
725,52,ṭaep,n. tape,E,noun loanword,ali-kobayashi2024:p725:e52
725,53,ṭagg,n. robber,H,noun loanword,ali-kobayashi2024:p725:e53
725,54,ṭah-ing,vi. to agree; settle,,verb intr,ali-kobayashi2024:p725:e54
725,55,ṭakā,a. engaged; firing,,adj,ali-kobayashi2024:p725:e55
725,56,ṭakā,n. nonsense; lie,,noun,ali-kobayashi2024:p725:e56
725,57,ṭakā tin-ing,v. to tell a lie,,verb,ali-kobayashi2024:p725:e57
725,58,ṭakk,n. thought,,noun,ali-kobayashi2024:p725:e58
725,59,ṭakkarī,n. tribesman,,noun,ali-kobayashi2024:p725:e59
725,60,ṭakkef-ing,vt. to knock,,verb tr,ali-kobayashi2024:p725:e60
725,61,ṭak-ṭak,onom. of scissors,,onomatopoeia,ali-kobayashi2024:p725:e61
725,62,ṭak xall-ing,vi. to think,,verb intr,ali-kobayashi2024:p725:e62
725,63,ṭal-ing,vi. to move away,,verb intr,ali-kobayashi2024:p725:e63
725,64,ṭang-ing,vt. to hang,,verb tr,ali-kobayashi2024:p725:e64
725,65,ṭapp,n. tap,E,noun loanword,ali-kobayashi2024:p725:e65
725,66,ṭappāra,n. thump,,noun,ali-kobayashi2024:p725:e66
725,67,ṭappī,a. wounded,,adj,ali-kobayashi2024:p725:e67
725,68,ṭaṛak,adv. immediately,,adv,ali-kobayashi2024:p725:e68
725,69,ṭaṛangāra,onom. of clashing,,onomatopoeia,ali-kobayashi2024:p725:e69
725,70,ṭarrār,onom. of frog,,onomatopoeia,ali-kobayashi2024:p725:e70
725,71,ṭasṭastāra,itj. whew; that was close!,,interj,ali-kobayashi2024:p725:e71
725,72,ṭax ṭax,onom. of gunshot,,onomatopoeia,ali-kobayashi2024:p725:e72
725,73,ṭāk,adv. exactly; totally,,adv,ali-kobayashi2024:p725:e73
725,74,ṭāk,n. laughter (ṭāko),,noun,ali-kobayashi2024:p725:e74
725,75,ṭāk,onom. smash,,onomatopoeia,ali-kobayashi2024:p725:e75
725,76,ṭāko,n. laughter,,noun,ali-kobayashi2024:p725:e76
725,77,ṭāl,n. branch,,noun,ali-kobayashi2024:p725:e77
726,1,ṭāng,n. leg,H,noun loanword,ali-kobayashi2024:p726:e1
726,2,ṭekī,n. gift,,noun,ali-kobayashi2024:p726:e2
726,3,ṭelāp,n. strut,,noun,ali-kobayashi2024:p726:e3
726,4,ṭem,n. time,E,noun loanword,ali-kobayashi2024:p726:e4
726,5,ṭʰapp,n. laundry bat,,noun,ali-kobayashi2024:p726:e5
726,6,ṭʰapp,n. wound,B,noun loanword,ali-kobayashi2024:p726:e6
726,7,ṭʰapp-ing,vt. to beat,,verb tr,ali-kobayashi2024:p726:e7
726,8,ṭʰappī,a. injured; wounded,B,adj loanword,ali-kobayashi2024:p726:e8
726,9,ṭʰappurī,a. embroided,,adj,ali-kobayashi2024:p726:e9
726,10,ṭʰāl,n. bough,,noun,ali-kobayashi2024:p726:e10
726,11,ṭʰol,n. peak,,noun,ali-kobayashi2024:p726:e11
726,12,ṭikk,n. spot; point,,noun,ali-kobayashi2024:p726:e12
726,13,ṭik ṭik,onom. of a clock,E,onomatopoeia loanword,ali-kobayashi2024:p726:e13
726,14,ṭik tin-ing,vi. to rise,,verb intr,ali-kobayashi2024:p726:e14
726,15,ṭĩṛ,n. good mood,,noun,ali-kobayashi2024:p726:e15
726,16,ṭīk,phr. okay,H,multiword-expression loanword,ali-kobayashi2024:p726:e16
726,17,ṭīn,n. square tin,E,noun loanword,ali-kobayashi2024:p726:e17
726,18,ṭīstāra,onom. of popping,,onomatopoeia,ali-kobayashi2024:p726:e18
726,19,ṭīstef-ing,vt. to snap,,verb tr,ali-kobayashi2024:p726:e19
726,20,ṭīṭ-ṭīṭ,onom. of car horn,,onomatopoeia,ali-kobayashi2024:p726:e20
726,21,ṭīvī,n. TV,E,noun loanword,ali-kobayashi2024:p726:e21
726,22,ṭoho,n. lookout; on lookout; watchman,,noun,ali-kobayashi2024:p726:e22
726,23,ṭolī,n. group,H,noun loanword,ali-kobayashi2024:p726:e23
726,24,ṭop,n. cap,H,noun loanword,ali-kobayashi2024:p726:e24
726,25,ṭukkar,n. piece,,noun,ali-kobayashi2024:p726:e25
726,26,ṭukkur,n. piece,,noun,ali-kobayashi2024:p726:e26
726,27,ṭung kann-ing,vi. to stick,,verb intr,ali-kobayashi2024:p726:e27
726,28,ṭunṭī,n. blunt sword,,noun,ali-kobayashi2024:p726:e28
726,29,ṭuṛuk,onom. of well,,onomatopoeia,ali-kobayashi2024:p726:e29
726,30,ṭūh-ing,vt. to wake up,,verb tr,ali-kobayashi2024:p726:e30
726,31,=ta,pron. 3SG,,pron 3sg,ali-kobayashi2024:p726:e31
726,32,tab,n. health; mood; personality,A,noun loanword,ali-kobayashi2024:p726:e32
726,33,tabāhī,n. destruction,F,noun loanword,ali-kobayashi2024:p726:e33
726,34,taḍḍā,n. carpet; hut,Si.,noun loanword,ali-kobayashi2024:p726:e34
726,35,tadef-ing,vt. to make someone pass,,verb tr,ali-kobayashi2024:p726:e35
726,36,tadeng-ing,vi. to pass,,verb intr,ali-kobayashi2024:p726:e36
726,37,tadenī,n. happening; incidence,,noun,ali-kobayashi2024:p726:e37
726,38,taf-ing,vt. to tie,,verb tr,ali-kobayashi2024:p726:e38
726,39,tafing-ing,vi. to be tied,,verb intr,ali-kobayashi2024:p726:e39
726,40,tag ton-ing,vt. to endure,,verb tr,ali-kobayashi2024:p726:e40
726,41,tah,n. inside,,noun,ali-kobayashi2024:p726:e41
726,42,tah tarīn,n. interior,,noun,ali-kobayashi2024:p726:e42
726,43,tahārī,n. darkness,,noun,ali-kobayashi2024:p726:e43
726,44,tahārma,n. darkness,B,noun loanword,ali-kobayashi2024:p726:e44
726,45,taho,n. wind,,noun,ali-kobayashi2024:p726:e45
726,46,tahṭī,adv. inside,,adv,ali-kobayashi2024:p726:e46
726,47,tajallī,n. light,,noun,ali-kobayashi2024:p726:e47
726,48,takasur tamm-ing,vi. to be panicked,,verb intr,ali-kobayashi2024:p726:e48
726,49,takk,n. consideration,,noun,ali-kobayashi2024:p726:e49
726,50,takking-ing,vi. to be considered,,verb intr,ali-kobayashi2024:p726:e50
726,51,taklīf,n. obligation,A,noun loanword,ali-kobayashi2024:p726:e51
726,52,talaf,n. palm,,noun,ali-kobayashi2024:p726:e52
726,53,talā,n. pond; land,F,noun loanword,ali-kobayashi2024:p726:e53
726,54,talāp,n. pond,F,noun loanword,ali-kobayashi2024:p726:e54
726,55,talār,n. rocky peak,,noun,ali-kobayashi2024:p726:e55
726,56,talval,n. hesitation,,noun,ali-kobayashi2024:p726:e56
726,57,talvasī,n. panic,,noun,ali-kobayashi2024:p726:e57
726,58,tamām,a. whole,A,adj loanword,ali-kobayashi2024:p726:e58
726,59,tamba,n. rafter,Pash.,noun loanword,ali-kobayashi2024:p726:e59
726,60,tambū,n. tent,H,noun loanword,ali-kobayashi2024:p726:e60
726,61,tamm-ing,vi. to fall; stay outdoors; be pregnant,,verb intr,ali-kobayashi2024:p726:e61
726,62,tank,a. tight,F,adj loanword,ali-kobayashi2024:p726:e62
726,63,tanxā,n. wages,F,noun loanword,ali-kobayashi2024:p726:e63
726,64,tanyā,a. alone,F,adj loanword,ali-kobayashi2024:p726:e64
726,65,taokal,n. venture; no difficulty,A,noun loanword,ali-kobayashi2024:p726:e65
726,66,taoš,n. flame; heat wave,,noun,ali-kobayashi2024:p726:e66
726,67,tappaī,n. class politics; sectionalism,A,noun loanword,ali-kobayashi2024:p726:e67
726,68,taṛ,n. bath,Si.,noun loanword,ali-kobayashi2024:p726:e68
726,69,taṛa,n. porch,H,noun loanword,ali-kobayashi2024:p726:e69
726,70,taṛ-ing,vt. to butch; cut,,verb tr,ali-kobayashi2024:p726:e70
726,71,taṛkann-ing,v. to take bath,,verb,ali-kobayashi2024:p726:e71
726,72,taṛs,n. compassion,H,noun loanword,ali-kobayashi2024:p726:e72
726,73,taṛsī kann-ing,vi. to fear,,verb intr,ali-kobayashi2024:p726:e73
727,1,tar,a. closed; wet,,adj,ali-kobayashi2024:p727:e1
727,2,tara,n. confusion,,noun,ali-kobayashi2024:p727:e2
727,3,taraḍḍ-ing,vi. to jump,,verb intr,ali-kobayashi2024:p727:e3
727,4,tarakkī,n. promotion,A,noun loanword,ali-kobayashi2024:p727:e4
727,5,tarān,n. speech,B,noun loanword,ali-kobayashi2024:p727:e5
727,6,tarāx,n. explosion,,noun,ali-kobayashi2024:p727:e6
727,7,tarḍ-ing,vi. to jump,,verb intr,ali-kobayashi2024:p727:e7
727,8,tar-ing,vt. to spin,,verb tr,ali-kobayashi2024:p727:e8
727,9,tar kann-ing,vt. to close,,verb tr,ali-kobayashi2024:p727:e9
727,10,tarx,a. blasting,,adj,ali-kobayashi2024:p727:e10
727,11,tarxas,n. crack,,noun,ali-kobayashi2024:p727:e11
727,12,tarx-ing,vi. to burst; explode,,verb intr,ali-kobayashi2024:p727:e12
727,13,tassalla,n. consolation; convincing,,noun,ali-kobayashi2024:p727:e13
727,14,tassallī,n. persuasion,A,noun loanword,ali-kobayashi2024:p727:e14
727,15,tavār,n. voice; sound; call,,noun,ali-kobayashi2024:p727:e15
727,16,taxt,n. throne; crown,F,noun loanword,ali-kobayashi2024:p727:e16
727,17,tayār,a. ready,A,adj loanword,ali-kobayashi2024:p727:e17
727,18,tayārī,n. preparation,F,noun loanword,ali-kobayashi2024:p727:e18
727,19,tāb,n. curling,,noun,ali-kobayashi2024:p727:e19
727,20,tāba,conj. until,,conj,ali-kobayashi2024:p727:e20
727,21,tāfū,n. baking stone,,noun,ali-kobayashi2024:p727:e21
727,22,tāɣatt,n. power; comfort,A,noun loanword,ali-kobayashi2024:p727:e22
727,23,tāj,n. crown; crest,A,noun loanword,ali-kobayashi2024:p727:e23
727,24,tā ki,conj. so that; whilst,,conj,ali-kobayashi2024:p727:e24
727,25,tālān,a. spread,,adj,ali-kobayashi2024:p727:e25
727,26,tālānī,n. being spread,,noun,ali-kobayashi2024:p727:e26
727,27,tālān kann-ing,vt. to spread,,verb tr,ali-kobayashi2024:p727:e27
727,28,tālukdārī,n. relationship,A,noun loanword,ali-kobayashi2024:p727:e28
727,29,tām,n. delicacy; feast,A,noun loanword,ali-kobayashi2024:p727:e29
727,30,tān ki,conj. as long as; until,,conj,ali-kobayashi2024:p727:e30
727,31,tān kin,conj. as long as; until,,conj,ali-kobayashi2024:p727:e31
727,32,tāp,n. handful; chapter; part,,noun,ali-kobayashi2024:p727:e32
727,33,tār,n. nerve,,noun,ali-kobayashi2024:p727:e33
727,34,tāṛ,n. chance of attack; tracking; watch,,noun,ali-kobayashi2024:p727:e34
727,35,tāṛ-ing,vt. to watch; have an eye on,,verb tr,ali-kobayashi2024:p727:e35
727,36,tārīk,n. date,A,noun loanword,ali-kobayashi2024:p727:e36
727,37,tārīx,n. date,A,noun loanword,ali-kobayashi2024:p727:e37
727,38,tārma,a. dark,,adj,ali-kobayashi2024:p727:e38
727,39,tārmaī,n. darkness,,noun,ali-kobayashi2024:p727:e39
727,40,tār-tār,a. threadlike,F,adj loanword,ali-kobayashi2024:p727:e40
727,41,tāta,n. aunt,,noun,ali-kobayashi2024:p727:e41
