Status,Reason,PDF_Page,Printed_Page,Entry,Raw_Form_POS,Form,POS,Definition,Mean_Confidence,Low_Confidence_Tokens,Entry_Key,Emitted_Keys,Rejected_Forms,Review_Flags
ocr_unreviewed,source transcription requires human verification,148,140,32,kata:li N.,kata:li,N.,rock.,93.45,,ghatage-kasargod1970:p140:e32,ghatage-kasargod1970:p140:e32,,
ocr_unreviewed,source transcription requires human verification,148,140,33,kate N.,kate,N.,story.,96.42,,ghatage-kasargod1970:p140:e33,ghatage-kasargod1970:p140:e33,,
ocr_unreviewed,source transcription requires human verification,148,140,34,katteri F.,katteri,F.,scissors.,90.09,,ghatage-kasargod1970:p140:e34,ghatage-kasargod1970:p140:e34,,
ocr_unreviewed,source transcription requires human verification,148,140,35,katte N.,katte,N.,donkey.,96.10,,ghatage-kasargod1970:p140:e35,ghatage-kasargod1970:p140:e35,,
ocr_unreviewed,source transcription requires human verification,148,140,36,kandi F.,kandi,F.,branch.,96.07,,ghatage-kasargod1970:p140:e36,ghatage-kasargod1970:p140:e36,,
ocr_unreviewed,source transcription requires human verification,148,140,37,kannədəka N.,kannədəka,N.,spectacles.,93.29,,ghatage-kasargod1970:p140:e37,ghatage-kasargod1970:p140:e37,,
verified,Recovered the retroflex stop and schwa from the source image.,148,140,38,kannaqdi F.,kannaḍəka,N.,mirror.,83.78,kannaqdi,ghatage-kasargod1970:p140:e38,ghatage-kasargod1970:p140:e38,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,149,141,1,kansali N.,kansali,N.,"cheek,",76.13,kansali,ghatage-kasargod1970:p141:e1,ghatage-kasargod1970:p141:e1,,low-confidence
ocr_unreviewed,source transcription requires human verification,149,141,2,kapasu N.,kapasu,N.,cotton.,94.60,,ghatage-kasargod1970:p141:e2,ghatage-kasargod1970:p141:e2,,
ocr_unreviewed,source transcription requires human verification,149,141,3,kapali N.,kapali,N.,"forehead,",95.01,,ghatage-kasargod1970:p141:e3,ghatage-kasargod1970:p141:e3,,
ocr_unreviewed,source transcription requires human verification,149,141,4,kappe N.,kappe,N.,frog.,95.39,,ghatage-kasargod1970:p141:e4,ghatage-kasargod1970:p141:e4,,
ocr_unreviewed,source transcription requires human verification,149,141,5,kapri F.,kapri,F.,tile.,94.94,,ghatage-kasargod1970:p141:e5,ghatage-kasargod1970:p141:e5,,
ocr_unreviewed,source transcription requires human verification,149,141,6,kamani N.,kamani,N.,arch.,94.96,,ghatage-kasargod1970:p141:e6,ghatage-kasargod1970:p141:e6,,
ocr_unreviewed,source transcription requires human verification,149,141,7,kampi V.,kampi,V.,to jump.,95.47,,ghatage-kasargod1970:p141:e7,ghatage-kasargod1970:p141:e7,,
ocr_unreviewed,source transcription requires human verification,149,141,8,kambəli F.,kambəli,F.,blanket.,92.80,,ghatage-kasargod1970:p141:e8,ghatage-kasargod1970:p141:e8,,
ocr_unreviewed,source transcription requires human verification,149,141,9,kayiba:lļi F.,kayiba:lļi,F.,saw.,79.28,kayiba:lļi,ghatage-kasargod1970:p141:e9,ghatage-kasargod1970:p141:e9,,low-confidence
ocr_unreviewed,source transcription requires human verification,149,141,10,karadi N.,karadi,N.,bear.,95.98,,ghatage-kasargod1970:p141:e10,ghatage-kasargod1970:p141:e10,,
ocr_unreviewed,source transcription requires human verification,149,141,11,kare N.,kare,N.,"shore, edge.",95.69,,ghatage-kasargod1970:p141:e11,ghatage-kasargod1970:p141:e11,,
ocr_unreviewed,source transcription requires human verification,149,141,12,kargəli N.,kargəli,N.,"marble (ball),",91.23,,ghatage-kasargod1970:p141:e12,ghatage-kasargod1970:p141:e12,,
ocr_unreviewed,source transcription requires human verification,149,141,13,karpeți N.,karpeți,N.,carpet.,88.77,,ghatage-kasargod1970:p141:e13,ghatage-kasargod1970:p141:e13,,
ocr_unreviewed,source transcription requires human verification,149,141,14,kali Adj.,kali,Adj.,empty.,96.16,,ghatage-kasargod1970:p141:e14,ghatage-kasargod1970:p141:e14,,
ocr_unreviewed,source transcription requires human verification,149,141,15,kali:di N.,kali:di,N.,liver:,90.35,,ghatage-kasargod1970:p141:e15,ghatage-kasargod1970:p141:e15,,
ocr_unreviewed,source transcription requires human verification,149,141,16,kaļlukku M.,kaļlukku,M.,darkness.,82.16,kaļlukku,ghatage-kasargod1970:p141:e16,ghatage-kasargod1970:p141:e16,,low-confidence
ocr_unreviewed,source transcription requires human verification,149,141,17,kale N.,kale,N.,courtyard.,96.13,,ghatage-kasargod1970:p141:e17,ghatage-kasargod1970:p141:e17,,
ocr_unreviewed,source transcription requires human verification,149,141,18,kale Adj.,kale,Adj.,black.,95.44,,ghatage-kasargod1970:p141:e18,ghatage-kasargod1970:p141:e18,,
ocr_unreviewed,source transcription requires human verification,149,141,19,kalkaņdi N.,kalkaņdi,N.,sugar candy.,78.72,kalkaņdi,ghatage-kasargod1970:p141:e19,ghatage-kasargod1970:p141:e19,,low-confidence
ocr_unreviewed,source transcription requires human verification,149,141,20,kavațł N.,kavațł,N.,cup-board.,71.00,kavațł,ghatage-kasargod1970:p141:e20,ghatage-kasargod1970:p141:e20,,low-confidence
ocr_unreviewed,source transcription requires human verification,149,141,21,kavi:lł F.,kavi:lł,F.,pan.,80.80,kavi:lł,ghatage-kasargod1970:p141:e21,ghatage-kasargod1970:p141:e21,,low-confidence
ocr_unreviewed,source transcription requires human verification,149,141,22,kavlə M.,kavlə,M.,crow.,91.70,,ghatage-kasargod1970:p141:e22,ghatage-kasargod1970:p141:e22,,
ocr_unreviewed,source transcription requires human verification,149,141,23,ka V.,ka,V.,"to eat, to drink,",95.48,,ghatage-kasargod1970:p141:e23,ghatage-kasargod1970:p141:e23,,
ocr_unreviewed,source transcription requires human verification,149,141,24,ka:čə M.,ka:čə,M.,loin-cloth.,89.76,,ghatage-kasargod1970:p141:e24,ghatage-kasargod1970:p141:e24,,
ocr_unreviewed,source transcription requires human verification,149,141,25,ka:ņni M.,ka:ņni,M.,ear.,75.44,ka:ņni,ghatage-kasargod1970:p141:e25,ghatage-kasargod1970:p141:e25,,low-confidence
ocr_unreviewed,source transcription requires human verification,149,141,26,ka:ņdi V.,ka:ņdi,V.,"to thrash the corn,",91.52,,ghatage-kasargod1970:p141:e26,ghatage-kasargod1970:p141:e26,,
ocr_unreviewed,source transcription requires human verification,149,141,27,ka:nčunə M.,ka:nčunə,M.,file.,91.94,,ghatage-kasargod1970:p141:e27,ghatage-kasargod1970:p141:e27,,
ocr_unreviewed,source transcription requires human verification,149,141,28,ka:ņdi M.,ka:ņdi,M.,shoulder.,88.39,,ghatage-kasargod1970:p141:e28,ghatage-kasargod1970:p141:e28,,
ocr_unreviewed,source transcription requires human verification,149,141,29,ka:ndi F.,ka:ndi,F.,branch.,94.96,,ghatage-kasargod1970:p141:e29,ghatage-kasargod1970:p141:e29,,
verified,Recovered a head whose letters were completely misclassified by OCR.,149,141,30,KADI V,ka:pɨ,V.,"to reap, to cut.",74.47,KADI | V,ghatage-kasargod1970:p141:e30,ghatage-kasargod1970:p141:e30,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,149,141,31,ka:pə M.,ka:pə,M.,phlegm.,94.33,,ghatage-kasargod1970:p141:e31,ghatage-kasargod1970:p141:e31,,
ocr_unreviewed,source transcription requires human verification,149,141,32,ka: fi N.,ka: fi,N.,coffee.,48.93,ka: | fi,ghatage-kasargod1970:p141:e32,ghatage-kasargod1970:p141:e32,,low-confidence
ocr_unreviewed,source transcription requires human verification,149,141,33,ka:mpti V.,ka:mpti,V.,to jump.,80.88,ka:mpti,ghatage-kasargod1970:p141:e33,ghatage-kasargod1970:p141:e33,,low-confidence
ocr_unreviewed,source transcription requires human verification,149,141,34,ka: yammu Adj.,ka: yammu,Adj.,permanent.,60.39,ka: | yammu,ghatage-kasargod1970:p141:e34,ghatage-kasargod1970:p141:e34,,low-confidence
ocr_unreviewed,source transcription requires human verification,149,141,35,ka:yte,ka:yte,,what.,93.42,,ghatage-kasargod1970:p141:e35,ghatage-kasargod1970:p141:e35,,
ocr_unreviewed,source transcription requires human verification,149,141,36,ka:rəte N.,ka:rəte,N.,þitter gourd.,89.38,,ghatage-kasargod1970:p141:e36,ghatage-kasargod1970:p141:e36,,
verified,Removed reverse-page bleed and recovered the final central high vowel.,149,141,37,ka:ri N.,ka:rɨ,N.,car.,78.11,y,ghatage-kasargod1970:p141:e37,ghatage-kasargod1970:p141:e37,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,149,141,38,ka:lə Adv.,ka:lə,Adv.,"low, down.",93.70,,ghatage-kasargod1970:p141:e38,ghatage-kasargod1970:p141:e38,,
ocr_unreviewed,source transcription requires human verification,150,142,1,ka:laņngi F.,ka:laņngi,F.,sock.,76.67,ka:laņngi,ghatage-kasargod1970:p142:e1,ghatage-kasargod1970:p142:e1,,low-confidence
ocr_unreviewed,source transcription requires human verification,150,142,2,kāã:sali N.,kāã:sali,N.,cheek.,72.07,kāã:sali,ghatage-kasargod1970:p142:e2,ghatage-kasargod1970:p142:e2,,low-confidence
ocr_unreviewed,source transcription requires human verification,150,142,3,kikli kə:rt V.,kikli kə:rt,V.,to titilate.,89.65,,ghatage-kasargod1970:p142:e3,ghatage-kasargod1970:p142:e3,,
ocr_unreviewed,source transcription requires human verification,150,142,4,kidə M.,kidə,M.,worm.,93.34,,ghatage-kasargod1970:p142:e4,ghatage-kasargod1970:p142:e4,,
ocr_unreviewed,source transcription requires human verification,150,142,5,kirme N.,kirme,N.,"mucus, phlegm.",93.98,,ghatage-kasargod1970:p142:e5,ghatage-kasargod1970:p142:e5,,
ocr_unreviewed,source transcription requires human verification,150,142,6,kise N.,kise,N.,pocket.,96.31,,ghatage-kasargod1970:p142:e6,ghatage-kasargod1970:p142:e6,,
ocr_unreviewed,source transcription requires human verification,150,142,7,ki,ki,,where.,96.39,,ghatage-kasargod1970:p142:e7,ghatage-kasargod1970:p142:e7,,
ocr_unreviewed,source transcription requires human verification,150,142,8,ki:rł M.,ki:rł,M.,parrot.,82.68,ki:rł,ghatage-kasargod1970:p142:e8,ghatage-kasargod1970:p142:e8,,low-confidence
ocr_unreviewed,source transcription requires human verification,150,142,9,kutțumba M.,kutțumba,M.,family.,76.70,kutțumba,ghatage-kasargod1970:p142:e9,ghatage-kasargod1970:p142:e9,,low-confidence
verified,Seeded audit recovery of an omitted retroflex stop.,150,142,10,kuou V.,kuṭou,V.,to gather.,71.55,kuou,ghatage-kasargod1970:p142:e10,ghatage-kasargod1970:p142:e10,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,150,142,11,kutto M.,kutto,M.,he-goat.,47.42,kutto | M.,ghatage-kasargod1970:p142:e11,ghatage-kasargod1970:p142:e11,,low-confidence
verified,Recovered the source underdots and final schwa.,150,142,12,kuņț? Adj.,kuṇṭə,Adj.,lame.,78.45,kuņț?,ghatage-kasargod1970:p142:e12,ghatage-kasargod1970:p142:e12,,low-confidence suspicious-character human-corrected
ocr_unreviewed,source transcription requires human verification,150,142,13,kuņdečə M.,kuņdečə,M.,squirrel.,90.40,,ghatage-kasargod1970:p142:e13,ghatage-kasargod1970:p142:e13,,
ocr_unreviewed,source transcription requires human verification,150,142,14,kutrə M.,kutrə,M.,dog.,94.06,,ghatage-kasargod1970:p142:e14,ghatage-kasargod1970:p142:e14,,
ocr_unreviewed,source transcription requires human verification,150,142,15,kudkə M.,kudkə,M.,fox.,93.59,,ghatage-kasargod1970:p142:e15,ghatage-kasargod1970:p142:e15,,
ocr_unreviewed,source transcription requires human verification,150,142,16,kuppi F.,kuppi,F.,"glass, bottle.",96.20,,ghatage-kasargod1970:p142:e16,ghatage-kasargod1970:p142:e16,,
ocr_unreviewed,source transcription requires human verification,150,142,17,kubali N.,kubali,N.,top of the roof.,95.92,,ghatage-kasargod1970:p142:e17,ghatage-kasargod1970:p142:e17,,
ocr_unreviewed,source transcription requires human verification,150,142,18,kumbari M.,kumbari,M.,potter.,94.38,,ghatage-kasargod1970:p142:e18,ghatage-kasargod1970:p142:e18,,
ocr_unreviewed,source transcription requires human verification,150,142,19,kuri N.,kuri,N.,sheep.,96.30,,ghatage-kasargod1970:p142:e19,ghatage-kasargod1970:p142:e19,,
ocr_unreviewed,source transcription requires human verification,150,142,20,kuruve N.,kuruve,N.,basket.,94.47,,ghatage-kasargod1970:p142:e20,ghatage-kasargod1970:p142:e20,,
ocr_unreviewed,source transcription requires human verification,150,142,21,kurodi F.,kurodi,F.,"coconut kernel,",75.33,kurodi,ghatage-kasargod1970:p142:e21,ghatage-kasargod1970:p142:e21,,low-confidence
