Status,Reason,PDF_Page,Printed_Page,Entry,Raw_Form_POS,Form,POS,Definition,Mean_Confidence,Low_Confidence_Tokens,Entry_Key,Emitted_Keys,Rejected_Forms,Review_Flags
ocr_unreviewed,source transcription requires human verification,160,152,36,nidi N.,nidi,N.,gum of the tooth.,86.80,tooth.,ghatage-kasargod1970:p152:e36,ghatage-kasargod1970:p152:e36,,low-confidence
verified,Removed reverse-page bleed after comparison with the source image.,160,152,37,nidi M.,nidi,M.,treasure.,75.31,Ea,ghatage-kasargod1970:p152:e37,ghatage-kasargod1970:p152:e37,,low-confidence human-corrected
verified,Removed reverse-page bleed and recovered the final central high vowel.,160,152,38,nibari N,nibarɨ,N.,sunshine.,84.71,GIS,ghatage-kasargod1970:p152:e38,ghatage-kasargod1970:p152:e38,,low-confidence human-corrected
verified,Corrected an OCR thorn-for-b confusion.,161,153,1,nimþu N.,nimbu,N.,lemon.,92.46,,ghatage-kasargod1970:p153:e1,ghatage-kasargod1970:p153:e1,,human-corrected
ocr_unreviewed,source transcription requires human verification,161,153,2,niščəyə kə:ri V.,niščəyə kə:ri,V.,"to decide,",92.49,,ghatage-kasargod1970:p153:e2,ghatage-kasargod1970:p153:e2,,
ocr_unreviewed,source transcription requires human verification,161,153,3,nisa:ri V.,nisa:ri,V.,to slip.,94.21,,ghatage-kasargod1970:p153:e3,ghatage-kasargod1970:p153:e3,,
ocr_unreviewed,source transcription requires human verification,161,153,4,ni:rikoțle N.,ni:rikoțle,N.,chicken pox.,90.87,,ghatage-kasargod1970:p153:e4,ghatage-kasargod1970:p153:e4,,
ocr_unreviewed,source transcription requires human verification,161,153,5,"ni:ruli N,",ni:ruli,N.,"onion,",88.26,,ghatage-kasargod1970:p153:e5,ghatage-kasargod1970:p153:e5,,
ocr_unreviewed,source transcription requires human verification,161,153,6,ni:li Adj.,ni:li,Adj.,blue.,94.29,,ghatage-kasargod1970:p153:e6,ghatage-kasargod1970:p153:e6,,
ocr_unreviewed,source transcription requires human verification,161,153,7,nunnu N.,nunnu,N.,lip,95.21,,ghatage-kasargod1970:p153:e7,ghatage-kasargod1970:p153:e7,,
ocr_unreviewed,source transcription requires human verification,161,153,8,ne:yi F.,ne:yi,F.,river.,93.46,,ghatage-kasargod1970:p153:e8,ghatage-kasargod1970:p153:e8,,
ocr_unreviewed,source transcription requires human verification,161,153,9,neyi pərtonče.,neyi pərtonče.,,flood.,84.34,,ghatage-kasargod1970:p153:e9,ghatage-kasargod1970:p153:e9,,
ocr_unreviewed,source transcription requires human verification,161,153,10,neyo ~ nəyə Adj.,neyo ~ nəyə,Adj.,smooth.,92.67,,ghatage-kasargod1970:p153:e10,ghatage-kasargod1970:p153:e10|ghatage-kasargod1970:p153:e10:variant:1,,
ocr_unreviewed,source transcription requires human verification,161,153,11,ne:si V.,ne:si,V.,"to wear,",93.26,,ghatage-kasargod1970:p153:e11,ghatage-kasargod1970:p153:e11,,
ocr_unreviewed,source transcription requires human verification,161,153,12,nove ~ nove Adj.,nove ~ nove,Adj.,new.,78.59,nove,ghatage-kasargod1970:p153:e12,ghatage-kasargod1970:p153:e12|ghatage-kasargod1970:p153:e12:variant:1,,low-confidence
ocr_unreviewed,source transcription requires human verification,161,153,13,novri N.,novri,N.,bride,94.39,,ghatage-kasargod1970:p153:e13,ghatage-kasargod1970:p153:e13,,
ocr_unreviewed,source transcription requires human verification,161,153,14,novrə M.,novrə,M.,bridegroom.,80.86,novrə,ghatage-kasargod1970:p153:e14,ghatage-kasargod1970:p153:e14,,low-confidence
ocr_unreviewed,source transcription requires human verification,161,153,15,novvu Nu,novvu,Nu.,nine.,91.39,,ghatage-kasargod1970:p153:e15,ghatage-kasargod1970:p153:e15,,
ocr_unreviewed,source transcription requires human verification,161,153,16,no:țt V.,no:țt,V.,to pick up.,84.95,no:țt,ghatage-kasargod1970:p153:e16,ghatage-kasargod1970:p153:e16,,low-confidence
verified,Recovered a head whose letters were completely misclassified by OCR.,161,153,17,"NTO,",nə:ṭə,,aim.,57.12,"NTO,",ghatage-kasargod1970:p153:e17,ghatage-kasargod1970:p153:e17,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,161,153,18,nə: to to: vu V.,nə: to to: vu,V.,to take aim.,53.88,nə: | to | to: | vu,ghatage-kasargod1970:p153:e18,ghatage-kasargod1970:p153:e18,,low-confidence
ocr_unreviewed,source transcription requires human verification,161,153,19,nore N.,nore,N.,foam.,82.99,,ghatage-kasargod1970:p153:e19,ghatage-kasargod1970:p153:e19,,
ocr_unreviewed,source transcription requires human verification,161,153,20,pəttt F.,pəttt,F.,girdle.,64.08,pəttt,ghatage-kasargod1970:p153:e20,ghatage-kasargod1970:p153:e20,,low-confidence
verified,Recovered the final low front vowel.,161,153,21,pədlë N.,pədlɛ,N.,cradle.,86.24,,ghatage-kasargod1970:p153:e21,ghatage-kasargod1970:p153:e21,,human-corrected
verified,Recovered the velar nasal and removed an OCR digit.,161,153,22,pəddyə sa: 9 gi V.,pəddyə sa:ŋgɨ,V.,to sing.,92.78,,ghatage-kasargod1970:p153:e22,ghatage-kasargod1970:p153:e22,,human-corrected
ocr_unreviewed,source transcription requires human verification,161,153,23,pərati V.,pərati,V.,"to turn,",93.38,,ghatage-kasargod1970:p153:e23,ghatage-kasargod1970:p153:e23,,
ocr_unreviewed,source transcription requires human verification,161,153,24,pərikša kə:ri V.,pərikša kə:ri,V.,"to test, to examine.",92.32,,ghatage-kasargod1970:p153:e24,ghatage-kasargod1970:p153:e24,,
ocr_unreviewed,source transcription requires human verification,161,153,25,pəriyə M.,pəriyə,M.,stream.,94.83,,ghatage-kasargod1970:p153:e25,ghatage-kasargod1970:p153:e25,,
ocr_unreviewed,source transcription requires human verification,161,153,26,pəsəri V.,pəsəri,V.,to spread.,90.13,,ghatage-kasargod1970:p153:e26,ghatage-kasargod1970:p153:e26,,
ocr_unreviewed,source transcription requires human verification,161,153,27,pili F.,pili,F.,plank,93.93,,ghatage-kasargod1970:p153:e27,ghatage-kasargod1970:p153:e27,,
ocr_unreviewed,source transcription requires human verification,161,153,28,"pakuru ~ pakoru N,",pakuru ~ pakoru,N.,bird.,93.20,,ghatage-kasargod1970:p153:e28,ghatage-kasargod1970:p153:e28|ghatage-kasargod1970:p153:e28:variant:1,,
verified,Recovered the final low front vowel.,161,153,29,pakë N.,pakɛ,N.,roof.,83.86,pakë,ghatage-kasargod1970:p153:e29,ghatage-kasargod1970:p153:e29,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,161,153,30,pakka Adv.,pakka,Adv.,quickly.,93.09,,ghatage-kasargod1970:p153:e30,ghatage-kasargod1970:p153:e30,,
ocr_unreviewed,source transcription requires human verification,161,153,31,pakli F.,pakli,F.,petal.,95.48,,ghatage-kasargod1970:p153:e31,ghatage-kasargod1970:p153:e31,,
ocr_unreviewed,source transcription requires human verification,161,153,32,paččēč Adj.,paččēč,Adj.,"green, raw.",71.82,paččēč,ghatage-kasargod1970:p153:e32,ghatage-kasargod1970:p153:e32,,low-confidence
ocr_unreviewed,source transcription requires human verification,161,153,33,pațtaņe N.,pațtaņe,N.,"town, city.",84.30,pațtaņe,ghatage-kasargod1970:p153:e33,ghatage-kasargod1970:p153:e33,,low-confidence
ocr_unreviewed,source transcription requires human verification,161,153,34,pațloņi.,pațloņi.,,behind.,78.70,,ghatage-kasargod1970:p153:e34,ghatage-kasargod1970:p153:e34,,
ocr_unreviewed,source transcription requires human verification,161,153,35,pațloņi ja V.,pațloņi ja,V.,to follow.,88.70,pațloņi,ghatage-kasargod1970:p153:e35,ghatage-kasargod1970:p153:e35,,low-confidence
ocr_unreviewed,source transcription requires human verification,161,153,36,padi N.,padi,N.,female calf.,91.30,,ghatage-kasargod1970:p153:e36,ghatage-kasargod1970:p153:e36,,
ocr_unreviewed,source transcription requires human verification,161,153,37,padə M.,padə,M.,calf i,72.21,i,ghatage-kasargod1970:p153:e37,ghatage-kasargod1970:p153:e37,,low-confidence
ocr_unreviewed,source transcription requires human verification,161,153,38,paņi N.,paņi,N.,water.,93.43,,ghatage-kasargod1970:p153:e38,ghatage-kasargod1970:p153:e38,,
ocr_unreviewed,source transcription requires human verification,162,154,1,panņdrə Adj.,panņdrə,Adj.,white.,60.38,panņdrə,ghatage-kasargod1970:p154:e1,ghatage-kasargod1970:p154:e1,,low-confidence
ocr_unreviewed,source transcription requires human verification,162,154,2,paņņoru M.,paņņoru,M.,plough share.,92.70,,ghatage-kasargod1970:p154:e2,ghatage-kasargod1970:p154:e2,,
ocr_unreviewed,source transcription requires human verification,162,154,3,panneri N.,panneri,N.,rose.,88.75,,ghatage-kasargod1970:p154:e3,ghatage-kasargod1970:p154:e3,,
ocr_unreviewed,source transcription requires human verification,162,154,4,papačə Adj.,papačə,Adj.,poor.,76.45,papačə,ghatage-kasargod1970:p154:e4,ghatage-kasargod1970:p154:e4,,low-confidence
ocr_unreviewed,source transcription requires human verification,162,154,5,pãyãči tikli F.,pãyãči tikli,F.,sole.,79.90,tikli,ghatage-kasargod1970:p154:e5,ghatage-kasargod1970:p154:e5,,low-confidence
ocr_unreviewed,source transcription requires human verification,162,154,6,pãyãčki:lł M.,pãyãčki:lł,M.,ankle.,79.11,pãyãčki:lł,ghatage-kasargod1970:p154:e6,ghatage-kasargod1970:p154:e6,,low-confidence
verified,Recovered nasalization and the source vowel qualities.,162,154,7,pãyāčēě mundar M.,pãyãčɛ mundarə,M.,heel.,77.28,pãyāčēě,ghatage-kasargod1970:p154:e7,ghatage-kasargod1970:p154:e7,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,162,154,8,pãyāce bəo:țt M.,pãyāce bəo:țt,M.,toe.,75.11,bəo:țt,ghatage-kasargod1970:p154:e8,ghatage-kasargod1970:p154:e8,,low-confidence
verified,Recovered source nasalization and removed duplicated OCR marks.,162,154,9,pāãyāãč: mu:ndu N.,pãyãčɛ mu:ndu,N.,foot.,69.56,pāãyāãč:,ghatage-kasargod1970:p154:e9,ghatage-kasargod1970:p154:e9,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,162,154,10,payilva:ni M.,payilva:ni,M.,wrestler.,80.95,,ghatage-kasargod1970:p154:e10,ghatage-kasargod1970:p154:e10,,
ocr_unreviewed,source transcription requires human verification,162,154,11,payjamu F.,payjamu,F.,pajama.,94.90,,ghatage-kasargod1970:p154:e11,ghatage-kasargod1970:p154:e11,,
ocr_unreviewed,source transcription requires human verification,162,154,12,parode N.,parode,N.,screen.,85.68,,ghatage-kasargod1970:p154:e12,ghatage-kasargod1970:p154:e12,,
ocr_unreviewed,source transcription requires human verification,162,154,13,parki V.,parki,V.,to scratch.,64.16,parki,ghatage-kasargod1970:p154:e13,ghatage-kasargod1970:p154:e13,,low-confidence
ocr_unreviewed,source transcription requires human verification,162,154,14,parpi V.,parpi,V.,"to creep, to flow.",94.45,,ghatage-kasargod1970:p154:e14,ghatage-kasargod1970:p154:e14,,
ocr_unreviewed,source transcription requires human verification,162,154,15,palaha:ri N.,palaha:ri,N.,breakfast.,86.50,,ghatage-kasargod1970:p154:e15,ghatage-kasargod1970:p154:e15,,
ocr_unreviewed,source transcription requires human verification,162,154,16,palla N.,palla,N.,lake.,96.46,,ghatage-kasargod1970:p154:e16,ghatage-kasargod1970:p154:e16,,
ocr_unreviewed,source transcription requires human verification,162,154,17,palli N.,palli,N.,house lizard.,96.66,,ghatage-kasargod1970:p154:e17,ghatage-kasargod1970:p154:e17,,
ocr_unreviewed,source transcription requires human verification,162,154,18,palle N.,palle,N.,cradle.,96.29,,ghatage-kasargod1970:p154:e18,ghatage-kasargod1970:p154:e18,,
ocr_unreviewed,source transcription requires human verification,162,154,19,pavdəri N.,pavdəri,N.,powder.,94.39,,ghatage-kasargod1970:p154:e19,ghatage-kasargod1970:p154:e19,,
verified,Removed a spurious OCR prefix and recovered the final vowel.,162,154,20,Ş pa:ki N.,pa:kɨ,N.,wing.,68.58,Ş,ghatage-kasargod1970:p154:e20,ghatage-kasargod1970:p154:e20,,low-confidence human-corrected
verified,Recovered the source affricate and retroflex stop.,162,154,21,pa:ki jJo:di V.,pa:kɨ ǰo:ḍɨ,V.,to flutter.,86.09,jJo:di,ghatage-kasargod1970:p154:e21,ghatage-kasargod1970:p154:e21,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,162,154,22,pa:ti F.,pa:ti,F.,back.,73.05,pa:ti,ghatage-kasargod1970:p154:e22,ghatage-kasargod1970:p154:e22,,low-confidence
ocr_unreviewed,source transcription requires human verification,162,154,23,pa:ņi N.,pa:ņi,N.,leaf.,74.49,pa:ņi,ghatage-kasargod1970:p154:e23,ghatage-kasargod1970:p154:e23,,low-confidence
ocr_unreviewed,source transcription requires human verification,162,154,24,pa:te N.,pa:te,N.,butterfly.,80.78,N.,ghatage-kasargod1970:p154:e24,ghatage-kasargod1970:p154:e24,,low-confidence
ocr_unreviewed,source transcription requires human verification,162,154,25,pa:di V.,pa:di,V.,fart.,94.97,,ghatage-kasargod1970:p154:e25,ghatage-kasargod1970:p154:e25,,
ocr_unreviewed,source transcription requires human verification,162,154,26,pa:nči Nu.,pa:nči,Nu.,five.,92.57,,ghatage-kasargod1970:p154:e26,ghatage-kasargod1970:p154:e26,,
ocr_unreviewed,source transcription requires human verification,162,154,27,pa:pi uapa:pu Adj.,pa:pi uapa:pu,Adj.,poor.,70.30,uapa:pu,ghatage-kasargod1970:p154:e27,ghatage-kasargod1970:p154:e27,,low-confidence
ocr_unreviewed,source transcription requires human verification,162,154,28,pa:maji N.,pa:maji,N.,moss.,92.78,,ghatage-kasargod1970:p154:e28,ghatage-kasargod1970:p154:e28,,
ocr_unreviewed,source transcription requires human verification,162,154,29,pã:ytaapã:i M.,pã:ytaapã:i,M.,leg.,64.24,pã:ytaapã:i,ghatage-kasargod1970:p154:e29,ghatage-kasargod1970:p154:e29,,low-confidence
ocr_unreviewed,source transcription requires human verification,162,154,30,pa:ya M.,pa:ya,M.,foundation.,94.51,,ghatage-kasargod1970:p154:e30,ghatage-kasargod1970:p154:e30,,
ocr_unreviewed,source transcription requires human verification,162,154,31,pa:ykane N.,pa:ykane,N.,privy.,93.85,,ghatage-kasargod1970:p154:e31,ghatage-kasargod1970:p154:e31,,
ocr_unreviewed,source transcription requires human verification,162,154,32,pa:rivala N.,pa:rivala,N.,pigeon.,91.51,,ghatage-kasargod1970:p154:e32,ghatage-kasargod1970:p154:e32,,
ocr_unreviewed,source transcription requires human verification,162,154,33,pa:li N. Y,pa:li,N.,root.,78.67,Y,ghatage-kasargod1970:p154:e33,ghatage-kasargod1970:p154:e33,,low-confidence trailing-noise
verified,Removed reverse-page bleed after comparison with the source image.,162,154,34,pa:laki N.,pa:laki,N.,palanquin.,71.09,DLAI,ghatage-kasargod1970:p154:e34,ghatage-kasargod1970:p154:e34,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,162,154,35,pa:vi V.,pa:vi,V.,to reach.,94.72,,ghatage-kasargod1970:p154:e35,ghatage-kasargod1970:p154:e35,,
ocr_unreviewed,source transcription requires human verification,162,154,36,pa:vst uapa:ysu M.,pa:vst uapa:ysu,M.,rain.,40.65,pa:vst | uapa:ysu | M.,ghatage-kasargod1970:p154:e36,ghatage-kasargod1970:p154:e36,,low-confidence
verified,Removed reverse-page bleed and recovered the final central vowel.,162,154,37,pikasi N.,pikasɨ,N.,pick axe.,95.93,G,ghatage-kasargod1970:p154:e37,ghatage-kasargod1970:p154:e37,,low-confidence human-corrected
verified,Recovered both printed alternatives and removed bleed-through.,162,154,38,pikē~pi:këč Adj.,pikɛ ~ pi:kɛ,Adj.,ripe.,63.95,pikē~pi:këč | TEE,ghatage-kasargod1970:p154:e38,ghatage-kasargod1970:p154:e38|ghatage-kasargod1970:p154:e38:variant:1,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,163,155,1,piņgaņi F.,piņgaņi,F.,small bowl,85.36,,ghatage-kasargod1970:p155:e1,ghatage-kasargod1970:p155:e1,,
ocr_unreviewed,source transcription requires human verification,163,155,2,pittəle 'N.,pittəle,N.,brass.,76.41,pittəle,ghatage-kasargod1970:p155:e2,ghatage-kasargod1970:p155:e2,,low-confidence
ocr_unreviewed,source transcription requires human verification,163,155,3,pitti N.,pitti,N.,þile.,87.73,,ghatage-kasargod1970:p155:e3,ghatage-kasargod1970:p155:e3,,
ocr_unreviewed,source transcription requires human verification,163,155,4,pint V.,pint,V.,to tear.,73.53,pint,ghatage-kasargod1970:p155:e4,ghatage-kasargod1970:p155:e4,,low-confidence
ocr_unreviewed,source transcription requires human verification,163,155,5,pinni N.,pinni,N.,pin.,95.11,,ghatage-kasargod1970:p155:e5,ghatage-kasargod1970:p155:e5,,
ocr_unreviewed,source transcription requires human verification,163,155,6,pimpəlu F.,pimpəlu,F.,pihal tree.,93.94,,ghatage-kasargod1970:p155:e6,ghatage-kasargod1970:p155:e6,,
ocr_unreviewed,source transcription requires human verification,163,155,7,pilmpəți V.,pilmpəți,V.,to wring.,84.64,pilmpəți,ghatage-kasargod1970:p155:e7,ghatage-kasargod1970:p155:e7,,low-confidence
ocr_unreviewed,source transcription requires human verification,163,155,8,pi:țt N.,pi:țt,N.,"flour.,",71.12,pi:țt,ghatage-kasargod1970:p155:e8,ghatage-kasargod1970:p155:e8,,low-confidence
ocr_unreviewed,source transcription requires human verification,163,155,9,pi:nst N.,pi:nst,N.,"feather,",74.59,pi:nst,ghatage-kasargod1970:p155:e9,ghatage-kasargod1970:p155:e9,,low-confidence
ocr_unreviewed,source transcription requires human verification,163,155,10,pugou V.,pugou,V.,to swell.,93.43,,ghatage-kasargod1970:p155:e10,ghatage-kasargod1970:p155:e10,,
ocr_unreviewed,source transcription requires human verification,163,155,11,pukkoțu Adj.,pukkoțu,Adj.,"useless, lazy.",92.02,,ghatage-kasargod1970:p155:e11,ghatage-kasargod1970:p155:e11,,
ocr_unreviewed,source transcription requires human verification,163,155,12,puja kə:rt V.,puja kə:rt,V.,to worship.,90.46,,ghatage-kasargod1970:p155:e12,ghatage-kasargod1970:p155:e12,,
ocr_unreviewed,source transcription requires human verification,163,155,13,puțou V.,puțou,V.,"to break,",78.85,puțou,ghatage-kasargod1970:p155:e13,ghatage-kasargod1970:p155:e13,,low-confidence
verified,Recovered the source palatal affricate.,163,155,14,pude Ja V.,pude ǰa,V.,to lead.,92.58,,ghatage-kasargod1970:p155:e14,ghatage-kasargod1970:p155:e14,,human-corrected
ocr_unreviewed,source transcription requires human verification,163,155,15,purss N.,purss,N.,a kind of reptile.,92.89,,ghatage-kasargod1970:p155:e15,ghatage-kasargod1970:p155:e15,,
ocr_unreviewed,source transcription requires human verification,163,155,16,pulači ma:li F.,pulači ma:li,F.,garland.,88.87,,ghatage-kasargod1970:p155:e16,ghatage-kasargod1970:p155:e16,,
ocr_unreviewed,source transcription requires human verification,163,155,17,puloņu F.,puloņu,F.,sand.,86.08,,ghatage-kasargod1970:p155:e17,ghatage-kasargod1970:p155:e17,,
ocr_unreviewed,source transcription requires human verification,163,155,18,pulli M. N.,pulli,M.N.,grand chind.,96.06,,ghatage-kasargod1970:p155:e18,ghatage-kasargod1970:p155:e18,,
ocr_unreviewed,source transcription requires human verification,163,155,19,pusla:ri M.,pusla:ri,M.,fisherman.,87.79,,ghatage-kasargod1970:p155:e19,ghatage-kasargod1970:p155:e19,,
ocr_unreviewed,source transcription requires human verification,163,155,20,pu M.,pu,M.,pus.,95.92,,ghatage-kasargod1970:p155:e20,ghatage-kasargod1970:p155:e20,,
ocr_unreviewed,source transcription requires human verification,163,155,21,pu:yki V.,pu:yki,V.,to blow.,75.42,pu:yki,ghatage-kasargod1970:p155:e21,ghatage-kasargod1970:p155:e21,,low-confidence
ocr_unreviewed,source transcription requires human verification,163,155,22,pu:tu M.,pu:tu,M.,"son, nephew.",93.96,,ghatage-kasargod1970:p155:e22,ghatage-kasargod1970:p155:e22,,
verified,Separated a following headless OCR line from this definition.,163,155,23,pu:ri V.,pu:rɨ,V.,to bury.,87.74,,ghatage-kasargod1970:p155:e23,ghatage-kasargod1970:p155:e23,,human-corrected
ocr_unreviewed,source transcription requires human verification,163,155,24,puli N.,puli,N.,flower.,89.35,,ghatage-kasargod1970:p155:e24,ghatage-kasargod1970:p155:e24,,
verified,Recovered the source length mark and final central vowel.,163,155,25,pū:st V.,pu:sɨ,V.,to wipe.,87.94,,ghatage-kasargod1970:p155:e25,ghatage-kasargod1970:p155:e25,,human-corrected
verified,Recovered a head that OCR omitted completely.,163,155,26,V.,peṭou,V.,"to burn, to light.",95.28,,ghatage-kasargod1970:p155:e26,ghatage-kasargod1970:p155:e26,,human-corrected
ocr_unreviewed,source transcription requires human verification,163,155,27,petti F.,petti,F.,box.,73.21,petti,ghatage-kasargod1970:p155:e27,ghatage-kasargod1970:p155:e27,,low-confidence
ocr_unreviewed,source transcription requires human verification,163,155,28,pedivnpe:di F.,pedivnpe:di,F.,verandah.,69.20,pedivnpe:di | verandah.,ghatage-kasargod1970:p155:e28,ghatage-kasargod1970:p155:e28,,low-confidence
ocr_unreviewed,source transcription requires human verification,163,155,29,pe:ņndi F.,pe:ņndi,F.,oil cake.,80.88,pe:ņndi,ghatage-kasargod1970:p155:e29,ghatage-kasargod1970:p155:e29,,low-confidence
ocr_unreviewed,source transcription requires human verification,163,155,30,pe:rulu M.,pe:rulu,M.,guava.,91.67,,ghatage-kasargod1970:p155:e30,ghatage-kasargod1970:p155:e30,,
verified,Recovered a head that OCR omitted completely.,163,155,31,V.,pɛu,V.,"to float, to swim.",96.07,,ghatage-kasargod1970:p155:e31,ghatage-kasargod1970:p155:e31,,human-corrected
ocr_unreviewed,source transcription requires human verification,163,155,32,peyka:tt N.,peyka:tt,N.,waist.,80.54,peyka:tt,ghatage-kasargod1970:p155:e32,ghatage-kasargod1970:p155:e32,,low-confidence
ocr_unreviewed,source transcription requires human verification,163,155,33,pentti N.,pentti,N.,pant.,71.29,pentti,ghatage-kasargod1970:p155:e33,ghatage-kasargod1970:p155:e33,,low-confidence
verified,Recovered a head that OCR omitted completely.,163,155,34,N.,pɛ:ṇṭɛ,N.,bazar.,87.30,,ghatage-kasargod1970:p155:e34,ghatage-kasargod1970:p155:e34,,human-corrected
ocr_unreviewed,source transcription requires human verification,163,155,35,poggəalt V,poggəalt,V.,to scatter.,74.20,poggəalt,ghatage-kasargod1970:p155:e35,ghatage-kasargod1970:p155:e35,,low-confidence
ocr_unreviewed,source transcription requires human verification,163,155,36,potto Adj.,potto,Adj.,deaf: comp: nard ę,85.49,comp: | nard | ę,ghatage-kasargod1970:p155:e36,ghatage-kasargod1970:p155:e36,,low-confidence
ocr_unreviewed,source transcription requires human verification,164,156,1,ponosu M.,ponosu,M.,jackfruit.,64.26,ponosu,ghatage-kasargod1970:p156:e1,ghatage-kasargod1970:p156:e1,,low-confidence
ocr_unreviewed,source transcription requires human verification,164,156,2,podri F.,podri,F.,vagina.,94.14,,ghatage-kasargod1970:p156:e2,ghatage-kasargod1970:p156:e2,,
ocr_unreviewed,source transcription requires human verification,164,156,3,poroti V.,poroti,V.,to fall.,95.20,,ghatage-kasargod1970:p156:e3,ghatage-kasargod1970:p156:e3,,
ocr_unreviewed,source transcription requires human verification,164,156,4,porlu Adj.,porlu,Adj.,"fine, pretty.",94.68,,ghatage-kasargod1970:p156:e4,ghatage-kasargod1970:p156:e4,,
ocr_unreviewed,source transcription requires human verification,164,156,5,polige kə:ri V.,polige kə:ri,V.,to weave.,91.01,,ghatage-kasargod1970:p156:e5,ghatage-kasargod1970:p156:e5,,
ocr_unreviewed,source transcription requires human verification,164,156,6,po:di V.,po:di,V.,"to fall,",92.78,,ghatage-kasargod1970:p156:e6,ghatage-kasargod1970:p156:e6,,
ocr_unreviewed,source transcription requires human verification,164,156,7,po:nči V.,po:nči,V.,to pinch.,91.31,,ghatage-kasargod1970:p156:e7,ghatage-kasargod1970:p156:e7,,
ocr_unreviewed,source transcription requires human verification,164,156,8,po:pali N.,po:pali,N.,areca nut.,94.26,,ghatage-kasargod1970:p156:e8,ghatage-kasargod1970:p156:e8,,
ocr_unreviewed,source transcription requires human verification,164,156,9,po:rtiuaporati V.,po:rtiuaporati,V.,to turn.,79.21,po:rtiuaporati,ghatage-kasargod1970:p156:e9,ghatage-kasargod1970:p156:e9,,low-confidence
ocr_unreviewed,source transcription requires human verification,164,156,10,po:li N.,po:li,N.,scorpion.,92.19,,ghatage-kasargod1970:p156:e10,ghatage-kasargod1970:p156:e10,,
ocr_unreviewed,source transcription requires human verification,164,156,11,po:stimeni M.,po:stimeni,M.,postman.,90.39,,ghatage-kasargod1970:p156:e11,ghatage-kasargod1970:p156:e11,,
ocr_unreviewed,source transcription requires human verification,164,156,12,pədə M.,pədə,M.,bread.,94.62,,ghatage-kasargod1970:p156:e12,ghatage-kasargod1970:p156:e12,,
ocr_unreviewed,source transcription requires human verification,164,156,13,põ:u.,põ:u.,,parched rice.,93.76,,ghatage-kasargod1970:p156:e13,ghatage-kasargod1970:p156:e13,,
ocr_unreviewed,source transcription requires human verification,164,156,14,po:ti uapa:tu N.,po:ti uapa:tu,N.,belly.,60.17,po:ti | uapa:tu,ghatage-kasargod1970:p156:e14,ghatage-kasargod1970:p156:e14,,low-confidence
ocr_unreviewed,source transcription requires human verification,164,156,15,pə:di M.,pə:di,M.,blister.,88.36,,ghatage-kasargod1970:p156:e15,ghatage-kasargod1970:p156:e15,,
ocr_unreviewed,source transcription requires human verification,164,156,16,pə:li.,pə:li.,,fruit.,85.42,,ghatage-kasargod1970:p156:e16,ghatage-kasargod1970:p156:e16,,
ocr_unreviewed,source transcription requires human verification,164,156,17,prəkruti F.,prəkruti,F.,nature.,93.60,,ghatage-kasargod1970:p156:e17,ghatage-kasargod1970:p156:e17,,
ocr_unreviewed,source transcription requires human verification,164,156,18,prəyaņi kəri V.,prəyaņi kəri,V.,to depart.,90.25,,ghatage-kasargod1970:p156:e18,ghatage-kasargod1970:p156:e18,,
ocr_unreviewed,source transcription requires human verification,164,156,19,prəyətnə kə:ri V.,prəyətnə kə:ri,V.,to try.,93.53,,ghatage-kasargod1970:p156:e19,ghatage-kasargod1970:p156:e19,,
ocr_unreviewed,source transcription requires human verification,164,156,20,prəyo:jənə N.,prəyo:jənə,N.,purpose.,72.13,prəyo:jənə,ghatage-kasargod1970:p156:e20,ghatage-kasargod1970:p156:e20,,low-confidence
ocr_unreviewed,source transcription requires human verification,164,156,21,prartəni kə:ri V.,prartəni kə:ri,V.,to pray.,85.10,prartəni,ghatage-kasargod1970:p156:e21,ghatage-kasargod1970:p156:e21,,low-confidence
ocr_unreviewed,source transcription requires human verification,164,156,22,pravasi kə:ri V.,pravasi kə:ri,V.,to travel.,93.25,,ghatage-kasargod1970:p156:e22,ghatage-kasargod1970:p156:e22,,
ocr_unreviewed,source transcription requires human verification,164,156,23,priti kə:rit V.,priti kə:rit,V.,to love.,84.69,kə:rit,ghatage-kasargod1970:p156:e23,ghatage-kasargod1970:p156:e23,,low-confidence
ocr_unreviewed,source transcription requires human verification,164,156,24,priņțtəri M.,priņțtəri,M.,printer.,75.58,priņțtəri,ghatage-kasargod1970:p156:e24,ghatage-kasargod1970:p156:e24,,low-confidence
ocr_unreviewed,source transcription requires human verification,164,156,25,ple:gi N.,ple:gi,N.,plague.,92.33,,ghatage-kasargod1970:p156:e25,ghatage-kasargod1970:p156:e25,,
ocr_unreviewed,source transcription requires human verification,164,156,26,fe:ni N.,fe:ni,N.,fan.,84.86,,ghatage-kasargod1970:p156:e26,ghatage-kasargod1970:p156:e26,,
ocr_unreviewed,source transcription requires human verification,164,156,27,bəili N.,bəili,N.,field.,91.00,,ghatage-kasargod1970:p156:e27,ghatage-kasargod1970:p156:e27,,
