Snapshot_Date,Unit_ID,Region,PDF_Page,Printed_Page,Locator,Raw_Form,Raw_Gloss,Raw_Context,Status,Reason,Final_Form,Final_Gloss,Final_Phonemic,Final_Tags,Emitted_Key,Merged_Into,Source,Record_SHA256
2026-08-25,ex39:t1:w7,interlinear,29,25,"p. 25, example (39) word 7, data 19_NU_000819",zahir,Zahir,example (39) line 1; 19_NU_000819,installed,extracted from the PDF text layer and installed unchanged,zahir,Zahir,,proper-noun,knobloch2020sauji:ex39:t1:w7,,"knobloch2020sauji[p. 25, example (39) word 7, data 19_NU_000819]",5e7390aa3936a47bdc17aa071fe176fe25ed0c94a1a41d18ef2dc90d8cad2890
2026-08-25,ex39:t1:w8,interlinear,29,25,"p. 25, example (39) word 8, data 19_NU_000819",ša,Sha,example (39) line 1; 19_NU_000819,installed,extracted from the PDF text layer and installed unchanged,ša,Sha,,proper-noun,knobloch2020sauji:ex39:t1:w8,,"knobloch2020sauji[p. 25, example (39) word 8, data 19_NU_000819]",739d27eebc3c14f89ff214e747144ad49dc71c457bad12780cafdb76a1be02f0
2026-08-25,ex39:t1:w9,interlinear,29,25,"p. 25, example (39) word 9, data 19_NU_000819",aw,and,example (39) line 1; 19_NU_000819,installed,extracted from the PDF text layer and installed unchanged,aw,and,,,knobloch2020sauji:ex39:t1:w9,knobloch2020sauji:ex33:t1:w7,"knobloch2020sauji[p. 25, example (39) word 9, data 19_NU_000819]",878646830ac5d60483fed15298b5f00bc998f9220f81b3cb8f0156f7c42b27ab
2026-08-25,ex39:t2:w1,interlinear,29,25,"p. 25, example (39) word 1, data 19_NU_000819",dawudi,Dawud,example (39) line 2; 19_NU_000819,installed,extracted from the PDF text layer and installed unchanged,dawudi,Dawud,,proper-noun,knobloch2020sauji:ex39:t2:w1,,"knobloch2020sauji[p. 25, example (39) word 1, data 19_NU_000819]",3970f5b3f6538e3c72ac166f633d61b1ee2041745b30e30ba20e0906673468fe
2026-08-25,ex39:t2:w2,interlinear,29,25,"p. 25, example (39) word 2, data 19_NU_000819",yarime,government,example (39) line 2; 19_NU_000819,installed,extracted from the PDF text layer and installed unchanged,yarime,government,,,knobloch2020sauji:ex39:t2:w2,,"knobloch2020sauji[p. 25, example (39) word 2, data 19_NU_000819]",e6f711a69a179101758a744158995697d56936f69e086600b30af7e09d9a0798
2026-08-25,ex39:t2:w3,interlinear,29,25,"p. 25, example (39) word 3, data 19_NU_000819",waxta,time,example (39) line 2; 19_NU_000819,installed,extracted from the PDF text layer and installed unchanged,waxta,time,,,knobloch2020sauji:ex39:t2:w3,,"knobloch2020sauji[p. 25, example (39) word 3, data 19_NU_000819]",fc2668f810de0b9daa993ca6cfd1b756b496f4995ab0058641fa767118760dc3
2026-08-25,ex39:t2:w4,interlinear,29,25,"p. 25, example (39) word 4, data 19_NU_000819",wosedal,live?,example (39) line 2; 19_NU_000819,installed,the author marks the gloss itself as uncertain,wosedal,live,,uncertain,knobloch2020sauji:ex39:t2:w4,,"knobloch2020sauji[p. 25, example (39) word 4, data 19_NU_000819]",1c48ab4251ae6b7bfa88586bb1b4f762ee304ba4f25464247d0b4bc11a3b52f1
2026-08-25,ex39:t2:w5,interlinear,29,25,"p. 25, example (39) word 5, data 19_NU_000819",baan-al-ee,become/go.ipfv-pst-m.pl,example (39) line 2; 19_NU_000819,installed,extracted from the PDF text layer and installed unchanged,baan-al-ee,"become, go",,verb ipfv pret m pl,knobloch2020sauji:ex39:t2:w5,,"knobloch2020sauji[p. 25, example (39) word 5, data 19_NU_000819]",858ebb1b1ce40a603042d93ddd3617e9b24dc9b37c3e0298a8d8b99f893f64b2
2026-08-25,ex40:t1:w1,interlinear,29,25,"p. 25, example (40) word 1, data 17_NU_000613",ek,one,example (40) line 1; 17_NU_000613,installed,extracted from the PDF text layer and installed unchanged,ek,one,,,knobloch2020sauji:ex40:t1:w1,knobloch2020sauji:ex6b:t1:w3,"knobloch2020sauji[p. 25, example (40) word 1, data 17_NU_000613]",dce175b9614498a6e6a932a438ada88db0534fe07bdedfe0d0f9ab19d5f6104e
2026-08-25,ex40:t1:w2,interlinear,29,25,"p. 25, example (40) word 2, data 17_NU_000613",garazaṛ-ee,lender-obl,example (40) line 1; 17_NU_000613,installed,extracted from the PDF text layer and installed unchanged,garazaṛ-ee,lender,,obl noun,knobloch2020sauji:ex40:t1:w2,,"knobloch2020sauji[p. 25, example (40) word 2, data 17_NU_000613]",6288804cc6eaff64636e6f7fe06f0a43dc67c7d33395fd994b3f65235ed43a86
2026-08-25,ex40:t1:w3,interlinear,29,25,"p. 25, example (40) word 3, data 17_NU_000613",čeduaṇ-ee,borrower-obl,example (40) line 1; 17_NU_000613,installed,extracted from the PDF text layer and installed unchanged,čeduaṇ-ee,borrower,,obl noun,knobloch2020sauji:ex40:t1:w3,,"knobloch2020sauji[p. 25, example (40) word 3, data 17_NU_000613]",0366e719f39287feb8c0784915697e532d16e4281ee544a1d3143cf02aa62642
2026-08-25,ex40:t1:w4,interlinear,29,25,"p. 25, example (40) word 4, data 17_NU_000613",ṭee,to,example (40) line 1; 17_NU_000613,installed,extracted from the PDF text layer and installed unchanged,ṭee,to,,,knobloch2020sauji:ex40:t1:w4,knobloch2020sauji:ex16:t1:w3,"knobloch2020sauji[p. 25, example (40) word 4, data 17_NU_000613]",d705e86d98de83d131be4757601592883339b8777ad4483c81ccd8d52d370c85
2026-08-25,ex40:t1:w5,interlinear,29,25,"p. 25, example (40) word 5, data 17_NU_000613",men-oo,say.pfv-m.sg,example (40) line 1; 17_NU_000613,installed,extracted from the PDF text layer and installed unchanged,men-oo,say,,pfv m sg verb,knobloch2020sauji:ex40:t1:w5,,"knobloch2020sauji[p. 25, example (40) word 5, data 17_NU_000613]",3625eb2ee8bd12c44897e21e2f7325bd48ced8c29c1841571f8bd1b2f316166b
2026-08-25,ex40:t1:w6,interlinear,29,25,"p. 25, example (40) word 6, data 17_NU_000613",[…],,example (40) line 1; 17_NU_000613,skipped,bracketed ellipsis marking omitted material,,,,,,,"knobloch2020sauji[p. 25, example (40) word 6, data 17_NU_000613]",0fa6c7fcad1cdf7fedbfe0d3cf40f3fdec5c63e14a7faedbd204e9b5edb58880
2026-08-25,ex41:t1:w1,interlinear,29,25,"p. 25, example (41) word 1, data 51_FR_170405",muṣaaṛ-ee,thief-obl,example (41) line 1; 51_FR_170405,installed,extracted from the PDF text layer and installed unchanged,muṣaaṛ-ee,thief,,obl noun,knobloch2020sauji:ex41:t1:w1,,"knobloch2020sauji[p. 25, example (41) word 1, data 51_FR_170405]",709942db185963de9be8669b4336acfbe6983c37152f89942b05b5e8772feab7
2026-08-25,ex41:t1:w2,interlinear,29,25,"p. 25, example (41) word 2, data 51_FR_170405",ḍag-i,old-f.sg,example (41) line 1; 51_FR_170405,installed,extracted from the PDF text layer and installed unchanged,ḍag-i,old,,f sg adj,knobloch2020sauji:ex41:t1:w2,,"knobloch2020sauji[p. 25, example (41) word 2, data 51_FR_170405]",c54173300bc53f2d3de6aa4d6aafd11ca30d92b42a8e3dc29efda2837da4ab4c
2026-08-25,ex41:t1:w3,interlinear,29,25,"p. 25, example (41) word 3, data 51_FR_170405",ɬeṛi,woman(obl),example (41) line 1; 51_FR_170405,installed,extracted from the PDF text layer and installed unchanged,ɬeṛi,woman,,obl noun,knobloch2020sauji:ex41:t1:w3,,"knobloch2020sauji[p. 25, example (41) word 3, data 51_FR_170405]",8bbbdb412f346fca3159a7e9b8821a546fdc56348611889963ee7e1923843918
2026-08-25,ex41:t1:w4,interlinear,29,25,"p. 25, example (41) word 4, data 51_FR_170405",diyaan,from,example (41) line 1; 51_FR_170405,installed,extracted from the PDF text layer and installed unchanged,diyaan,from,,,knobloch2020sauji:ex41:t1:w4,,"knobloch2020sauji[p. 25, example (41) word 4, data 51_FR_170405]",0a9c04b4ad7625b20ae4cc5dd7642aef7faf8ad26effd571d9cbefd096b45aca
2026-08-25,ex41:t1:w5,interlinear,29,25,"p. 25, example (41) word 5, data 51_FR_170405",rupa-ya,money-pl.nom,example (41) line 1; 51_FR_170405,installed,extracted from the PDF text layer and installed unchanged,rupa-ya,money,,pl nom noun,knobloch2020sauji:ex41:t1:w5,,"knobloch2020sauji[p. 25, example (41) word 5, data 51_FR_170405]",d8c18e7c0f8aabb3fcd049110c536a96e202f8ba513fe9cc238aaf79dfb16e4c
2026-08-25,ex41:t1:w6,interlinear,29,25,"p. 25, example (41) word 6, data 51_FR_170405",muṣaaṛi,thief,example (41) line 1; 51_FR_170405,installed,extracted from the PDF text layer and installed unchanged,muṣaaṛi,thief,,,knobloch2020sauji:ex41:t1:w6,,"knobloch2020sauji[p. 25, example (41) word 6, data 51_FR_170405]",ea56f8a4827df50f1842d97bc6e68cc037f22cc41c5ac1779bdc9f5989e6dc2c
2026-08-25,ex41:t1:w7,interlinear,29,25,"p. 25, example (41) word 7, data 51_FR_170405",til-ee,do.pfv-m.pl,example (41) line 1; 51_FR_170405,installed,extracted from the PDF text layer and installed unchanged,til-ee,do,,pfv m pl verb,knobloch2020sauji:ex41:t1:w7,,"knobloch2020sauji[p. 25, example (41) word 7, data 51_FR_170405]",47a677884650e931870b57958dec5ff067b3fbdd669d63b7e0935ff8f1d2e933
2026-08-25,ex42:t1:w1,interlinear,30,26,"p. 26, example (42) word 1, data 51_FR_170405",maanuṣ-ee,man.obl,example (42) line 1; 51_FR_170405,installed,extracted from the PDF text layer and installed unchanged,maanuṣ-ee,man,,obl noun,knobloch2020sauji:ex42:t1:w1,knobloch2020sauji:ex10a:t1:w3,"knobloch2020sauji[p. 26, example (42) word 1, data 51_FR_170405]",745c1a48fc707d61e96b734386402061a4a8621000085fd9037f18b272650992
2026-08-25,ex42:t1:w2,interlinear,30,26,"p. 26, example (42) word 2, data 51_FR_170405",paṛa-yee,rope-obl,example (42) line 1; 51_FR_170405,installed,extracted from the PDF text layer and installed unchanged,paṛa-yee,rope,,obl noun,knobloch2020sauji:ex42:t1:w2,,"knobloch2020sauji[p. 26, example (42) word 2, data 51_FR_170405]",9335a6dbdc119ddc9bea05fec6eebace59ceb3f280e849019317c149ede6bf9b
2026-08-25,ex42:t1:w3,interlinear,30,26,"p. 26, example (42) word 3, data 51_FR_170405",dee,with,example (42) line 1; 51_FR_170405,installed,extracted from the PDF text layer and installed unchanged,dee,with,,,knobloch2020sauji:ex42:t1:w3,knobloch2020sauji:ex20:t1:w5,"knobloch2020sauji[p. 26, example (42) word 3, data 51_FR_170405]",63deffc2badf77ed503ea7bf135b24fe40c5aa17aac5f83acea03024cbee442b
2026-08-25,ex42:t1:w4,interlinear,30,26,"p. 26, example (42) word 4, data 51_FR_170405",guṛu,horse,example (42) line 1; 51_FR_170405,installed,extracted from the PDF text layer and installed unchanged,guṛu,horse,,,knobloch2020sauji:ex42:t1:w4,,"knobloch2020sauji[p. 26, example (42) word 4, data 51_FR_170405]",9a0b3b9a0891236c9002bcf9542e2378f03083d63fd27472897f9025d17eb65a
2026-08-25,ex42:t1:w5,interlinear,30,26,"p. 26, example (42) word 5, data 51_FR_170405",ǰul-e,tree-obl,example (42) line 1; 51_FR_170405,installed,extracted from the PDF text layer and installed unchanged,ǰul-e,tree,,obl noun,knobloch2020sauji:ex42:t1:w5,,"knobloch2020sauji[p. 26, example (42) word 5, data 51_FR_170405]",e8fc518eb86c5bb9d2d9f88e9988706c645891d64be4038ad0e2f4e819aa50ea
2026-08-25,ex42:t1:w6,interlinear,30,26,"p. 26, example (42) word 6, data 51_FR_170405",si,together,example (42) line 1; 51_FR_170405,installed,extracted from the PDF text layer and installed unchanged,si,together,,,knobloch2020sauji:ex42:t1:w6,,"knobloch2020sauji[p. 26, example (42) word 6, data 51_FR_170405]",59fd64cfb055d7e5c246e98d72e6514a1499755b9ed65dd55f581f35a0254a08
2026-08-25,ex42:t1:w7,interlinear,30,26,"p. 26, example (42) word 7, data 51_FR_170405",gan,tie,example (42) line 1; 51_FR_170405,installed,extracted from the PDF text layer and installed unchanged,gan,tie,,,knobloch2020sauji:ex42:t1:w7,,"knobloch2020sauji[p. 26, example (42) word 7, data 51_FR_170405]",c51450537aa84bdee285887fa23f2a6496055036b73ae5107fd26e6a1c48a6ee
2026-08-25,ex42:t1:w8,interlinear,30,26,"p. 26, example (42) word 8, data 51_FR_170405",ṭil-u,do.pfv-m.sg,example (42) line 1; 51_FR_170405,installed,extracted from the PDF text layer and installed unchanged,ṭil-u,do,,pfv m sg verb,knobloch2020sauji:ex42:t1:w8,,"knobloch2020sauji[p. 26, example (42) word 8, data 51_FR_170405]",d4b30366f0307340709472d0d9729c19649c6cc14425352e8e902ce99b8de738
2026-08-25,ex44:t1:w1,interlinear,30,26,"p. 26, example (44) word 1, data 16_NU_000613",kučuroo,dog,example (44) line 1; 16_NU_000613,installed,extracted from the PDF text layer and installed unchanged,kučuroo,dog,,,knobloch2020sauji:ex44:t1:w1,,"knobloch2020sauji[p. 26, example (44) word 1, data 16_NU_000613]",574e2dbb00b51ccd33ef60f4356dd61ff725edc9b4ecb0d0a6159261a616d7d4
2026-08-25,ex44:t1:w2,interlinear,30,26,"p. 26, example (44) word 2, data 16_NU_000613",[…],,example (44) line 1; 16_NU_000613,skipped,bracketed ellipsis marking omitted material,,,,,,,"knobloch2020sauji[p. 26, example (44) word 2, data 16_NU_000613]",9ee0b5233d22d6906fc0220aff65b9f51e3a4ce19162ec0ce6390bac93c0d7bd
2026-08-25,ex44:t1:w3,interlinear,30,26,"p. 26, example (44) word 3, data 16_NU_000613",tasi,3sg.rem.gen,example (44) line 1; 16_NU_000613,installed,extracted from the PDF text layer and installed unchanged,tasi,"he, she, it (remote)",,3sg pron dist gen,knobloch2020sauji:ex44:t1:w3,knobloch2020sauji:t8:postp:rem.pron.sg:3,"knobloch2020sauji[p. 26, example (44) word 3, data 16_NU_000613]",d4a95bf238c470c464590611d21d2bd7174f60f0131fc6d70c7a64968ee73890
2026-08-25,ex44:t1:w4,interlinear,30,26,"p. 26, example (44) word 4, data 16_NU_000613",patkeṇo,behind,example (44) line 1; 16_NU_000613,installed,extracted from the PDF text layer and installed unchanged,patkeṇo,behind,,,knobloch2020sauji:ex44:t1:w4,,"knobloch2020sauji[p. 26, example (44) word 4, data 16_NU_000613]",c8125ad6142571fee464ac10d0044a827865c0f9b0195fb441204675cd4c04ba
2026-08-25,ex44:t1:w5,interlinear,30,26,"p. 26, example (44) word 5, data 16_NU_000613",baan-oo,walk.ipfv-m.sg,example (44) line 1; 16_NU_000613,installed,extracted from the PDF text layer and installed unchanged,baan-oo,walk,,ipfv m sg verb,knobloch2020sauji:ex44:t1:w5,,"knobloch2020sauji[p. 26, example (44) word 5, data 16_NU_000613]",6e38c1641c74916ec00deeae2cad7211d06db77aece17b0124aaca244c68bf41
2026-08-25,ex44:t1:w6,interlinear,30,26,"p. 26, example (44) word 6, data 16_NU_000613",aw,and,example (44) line 1; 16_NU_000613,installed,extracted from the PDF text layer and installed unchanged,aw,and,,,knobloch2020sauji:ex44:t1:w6,knobloch2020sauji:ex33:t1:w7,"knobloch2020sauji[p. 26, example (44) word 6, data 16_NU_000613]",a15a6e00f224f5d3dda2762c99690213930433b237b3df7740e78822e24c7022
2026-08-25,ex44:t1:w7,interlinear,30,26,"p. 26, example (44) word 7, data 16_NU_000613",čambaan-o,bark.ipfv-m.sg,example (44) line 1; 16_NU_000613,installed,extracted from the PDF text layer and installed unchanged,čambaan-o,bark,,ipfv m sg verb,knobloch2020sauji:ex44:t1:w7,,"knobloch2020sauji[p. 26, example (44) word 7, data 16_NU_000613]",1cbbdf4e5b5425a8315369710e2e6bd0da6617fc6e49e921194480b1c48877c3
2026-08-25,ex45:t1:w1,interlinear,30,26,"p. 26, example (45) word 1, data 16_NU_000613",aw,and,example (45) line 1; 16_NU_000613,installed,extracted from the PDF text layer and installed unchanged,aw,and,,,knobloch2020sauji:ex45:t1:w1,knobloch2020sauji:ex33:t1:w7,"knobloch2020sauji[p. 26, example (45) word 1, data 16_NU_000613]",f58095f1faa1a9244b3e3dbba26a977c438b7c0147be1b0e28f4a4808693bd96
2026-08-25,ex45:t1:w2,interlinear,30,26,"p. 26, example (45) word 2, data 16_NU_000613",kučuroo,dog,example (45) line 1; 16_NU_000613,installed,extracted from the PDF text layer and installed unchanged,kučuroo,dog,,,knobloch2020sauji:ex45:t1:w2,knobloch2020sauji:ex44:t1:w1,"knobloch2020sauji[p. 26, example (45) word 2, data 16_NU_000613]",2877f323896c85038d06a824908d789f12e467c3fba94ec43f7b4ee08d957b7a
2026-08-25,ex45:t1:w3,interlinear,30,26,"p. 26, example (45) word 3, data 16_NU_000613",čhaal-u,goat-pl.obl,example (45) line 1; 16_NU_000613,installed,extracted from the PDF text layer and installed unchanged,čhaal-u,goat,,pl obl noun,knobloch2020sauji:ex45:t1:w3,,"knobloch2020sauji[p. 26, example (45) word 3, data 16_NU_000613]",9c20d10a87ee1cb865463eb19ad09976acdc98b1dc25e2b1c94faed31e73466f
2026-08-25,ex45:t1:w4,interlinear,30,26,"p. 26, example (45) word 4, data 16_NU_000613",keči,near,example (45) line 1; 16_NU_000613,installed,extracted from the PDF text layer and installed unchanged,keči,near,,,knobloch2020sauji:ex45:t1:w4,,"knobloch2020sauji[p. 26, example (45) word 4, data 16_NU_000613]",2cf9084184ed28351b75409335dee7731793c0289e41d503ddfbfc46975fffa6
2026-08-25,ex45:t1:w5,interlinear,30,26,"p. 26, example (45) word 5, data 16_NU_000613",aw,and,example (45) line 1; 16_NU_000613,installed,extracted from the PDF text layer and installed unchanged,aw,and,,,knobloch2020sauji:ex45:t1:w5,knobloch2020sauji:ex33:t1:w7,"knobloch2020sauji[p. 26, example (45) word 5, data 16_NU_000613]",b72db6cf3a455b80168c3fff88f69f5fc10d790c2d17c7d124042f6872dcc7dd
2026-08-25,ex45:t1:w6,interlinear,30,26,"p. 26, example (45) word 6, data 16_NU_000613",lambaṛi,fox,example (45) line 1; 16_NU_000613,installed,extracted from the PDF text layer and installed unchanged,lambaṛi,fox,,,knobloch2020sauji:ex45:t1:w6,,"knobloch2020sauji[p. 26, example (45) word 6, data 16_NU_000613]",edeeb4c23ab62a91bf0cda7f742ad85c88f64be1b975a9f1e5b1be523ab57589
2026-08-25,ex45:t1:w7,interlinear,30,26,"p. 26, example (45) word 7, data 16_NU_000613",kukuṛ-u,hen-pl.obl,example (45) line 1; 16_NU_000613,installed,extracted from the PDF text layer and installed unchanged,kukuṛ-u,hen,,pl obl noun,knobloch2020sauji:ex45:t1:w7,,"knobloch2020sauji[p. 26, example (45) word 7, data 16_NU_000613]",bbf5a1a7a6e5fc5ac76949dc2f20f63680237602238b9e691db1e60dd17f42e4
2026-08-25,ex45:t1:w8,interlinear,30,26,"p. 26, example (45) word 8, data 16_NU_000613",keči,near,example (45) line 1; 16_NU_000613,installed,extracted from the PDF text layer and installed unchanged,keči,near,,,knobloch2020sauji:ex45:t1:w8,knobloch2020sauji:ex45:t1:w4,"knobloch2020sauji[p. 26, example (45) word 8, data 16_NU_000613]",6d1f5590e64fe83cde5e4f3c19ef8f1ff6118bebf3350ff5c079eea6113c4182
2026-08-25,ex45:t1:w9,interlinear,30,26,"p. 26, example (45) word 9, data 16_NU_000613",sot-i,sleep.pfv-f.sg,example (45) line 1; 16_NU_000613,installed,extracted from the PDF text layer and installed unchanged,sot-i,sleep,,pfv f sg verb,knobloch2020sauji:ex45:t1:w9,,"knobloch2020sauji[p. 26, example (45) word 9, data 16_NU_000613]",f6a9b951a3ac6aa689875f7d8758ee6393e11e3a5aca83fcc406ddecd645e7df
2026-08-25,ex46:t1:w1,interlinear,31,27,"p. 27, example (46) word 1, data 16_NU_000613",ek,one,example (46) line 1; 16_NU_000613,installed,extracted from the PDF text layer and installed unchanged,ek,one,,,knobloch2020sauji:ex46:t1:w1,knobloch2020sauji:ex6b:t1:w3,"knobloch2020sauji[p. 27, example (46) word 1, data 16_NU_000613]",5d0aa7e9213ab58c92d1d0867131ad38f1eff13cde5bb277918371626878982d
2026-08-25,ex46:t1:w2,interlinear,31,27,"p. 27, example (46) word 2, data 16_NU_000613",zaŋgali,forest,example (46) line 1; 16_NU_000613,installed,extracted from the PDF text layer and installed unchanged,zaŋgali,forest,,,knobloch2020sauji:ex46:t1:w2,,"knobloch2020sauji[p. 27, example (46) word 2, data 16_NU_000613]",fac4a4433baa2c7713859edac4f17d28cb1f36a596204727948f51afe11ba49f
2026-08-25,ex46:t1:w3,interlinear,31,27,"p. 27, example (46) word 3, data 16_NU_000613",lumbaṛi,fox,example (46) line 1; 16_NU_000613,installed,extracted from the PDF text layer and installed unchanged,lumbaṛi,fox,,,knobloch2020sauji:ex46:t1:w3,,"knobloch2020sauji[p. 27, example (46) word 3, data 16_NU_000613]",ca62a2a0410471c659130b59ee147c098747e291c9dfa69c73018826059bfa97
2026-08-25,ex46:t1:w4,interlinear,31,27,"p. 27, example (46) word 4, data 16_NU_000613",aw,and,example (46) line 1; 16_NU_000613,installed,extracted from the PDF text layer and installed unchanged,aw,and,,,knobloch2020sauji:ex46:t1:w4,knobloch2020sauji:ex33:t1:w7,"knobloch2020sauji[p. 27, example (46) word 4, data 16_NU_000613]",24172c65f07bb6f44893970f33a15237eb25674010ef484527f32e170a5d9f19
2026-08-25,ex46:t1:w5,interlinear,31,27,"p. 27, example (46) word 5, data 16_NU_000613",kučuri,dog,example (46) line 1; 16_NU_000613,installed,extracted from the PDF text layer and installed unchanged,kučuri,dog,,,knobloch2020sauji:ex46:t1:w5,,"knobloch2020sauji[p. 27, example (46) word 5, data 16_NU_000613]",c52433a641db36e9175198ffee4fee768b1e57d5e1a37e5da510de5c87cc8bc4
2026-08-25,ex46:t1:w6,interlinear,31,27,"p. 27, example (46) word 6, data 16_NU_000613",yang,battle/conflict(F),example (46) line 1; 16_NU_000613,installed,extracted from the PDF text layer and installed unchanged,yang,"battle, conflict",,noun f,knobloch2020sauji:ex46:t1:w6,,"knobloch2020sauji[p. 27, example (46) word 6, data 16_NU_000613]",a4b157e5c792da4997d417cbc938e31083a8f072fced340c993e0812f1c52bbf
2026-08-25,ex46:t1:w7,interlinear,31,27,"p. 27, example (46) word 7, data 16_NU_000613",bil-i,become.pfv-f.sg,example (46) line 1; 16_NU_000613,installed,extracted from the PDF text layer and installed unchanged,bil-i,become,,pfv f sg verb,knobloch2020sauji:ex46:t1:w7,,"knobloch2020sauji[p. 27, example (46) word 7, data 16_NU_000613]",70c29d8d7c0737ac89beac98a3a9eddf5c52f4ca06790cf771e49a7420981416
2026-08-25,ex47:t1:w1,interlinear,31,27,"p. 27, example (47) word 1, data 51_FR_170405",mi,1sg.erg,example (47) line 1; 51_FR_170405,installed,extracted from the PDF text layer and installed unchanged,mi,I,,1sg pron erg,knobloch2020sauji:ex47:t1:w1,knobloch2020sauji:t6:Ergative/Genitive:1sg:1,"knobloch2020sauji[p. 27, example (47) word 1, data 51_FR_170405]",e4d141bec4dce64755f4325abc17caa30b059c5e86d87a04f41d58d85b818556
2026-08-25,ex47:t1:w2,interlinear,31,27,"p. 27, example (47) word 2, data 51_FR_170405",ǰitak-u,boy-obl.pl,example (47) line 1; 51_FR_170405,installed,extracted from the PDF text layer and installed unchanged,ǰitak-u,boy,,obl pl noun,knobloch2020sauji:ex47:t1:w2,knobloch2020sauji:ex11a:t1:w4,"knobloch2020sauji[p. 27, example (47) word 2, data 51_FR_170405]",1f570dfd71f053ef8465d56fa5e00b1185022c02029eb15cd61855d16d8fae3c
2026-08-25,ex47:t1:w3,interlinear,31,27,"p. 27, example (47) word 3, data 51_FR_170405",si,together,example (47) line 1; 51_FR_170405,installed,extracted from the PDF text layer and installed unchanged,si,together,,,knobloch2020sauji:ex47:t1:w3,knobloch2020sauji:ex42:t1:w6,"knobloch2020sauji[p. 27, example (47) word 3, data 51_FR_170405]",dce05b91ac205995d292ddd359dbcdfe9b00d8da04e843d946db2500c2f3593b
2026-08-25,ex47:t1:w4,interlinear,31,27,"p. 27, example (47) word 4, data 51_FR_170405",kumaak,help,example (47) line 1; 51_FR_170405,installed,extracted from the PDF text layer and installed unchanged,kumaak,help,,,knobloch2020sauji:ex47:t1:w4,,"knobloch2020sauji[p. 27, example (47) word 4, data 51_FR_170405]",9650875b34db434e08c37acd3df59c0705caaae0e5a98280ddd6cdbdeff958a3
2026-08-25,ex47:t1:w5,interlinear,31,27,"p. 27, example (47) word 5, data 51_FR_170405",til-i,do.pfv-f.sg,example (47) line 1; 51_FR_170405,installed,extracted from the PDF text layer and installed unchanged,til-i,do,,pfv f sg verb,knobloch2020sauji:ex47:t1:w5,,"knobloch2020sauji[p. 27, example (47) word 5, data 51_FR_170405]",82fad698de4d1a8e4442673e1c7781f3ade6ef4eedbf8e9f1e2552fe6d8451e5
2026-08-25,ex48:t1:w1,interlinear,34,30,"p. 30, example (48) word 1, data 56_FR_170403",laa,det.sg.prox.nom,example (48) line 1; 56_FR_170403,installed,extracted from the PDF text layer and installed unchanged,laa,this,,determiner demonstrative sg prox nom,knobloch2020sauji:ex48:t1:w1,,"knobloch2020sauji[p. 30, example (48) word 1, data 56_FR_170403]",f11482025788296710f02f0f291a51566c1b7cde97c614933dc8bb8b98d6d151
2026-08-25,ex48:t1:w2,interlinear,34,30,"p. 30, example (48) word 2, data 56_FR_170403",aŋguri,finger,example (48) line 1; 56_FR_170403,installed,extracted from the PDF text layer and installed unchanged,aŋguri,finger,,,knobloch2020sauji:ex48:t1:w2,knobloch2020sauji:ex28a:t1:w2,"knobloch2020sauji[p. 30, example (48) word 2, data 56_FR_170403]",4111e43ede14196fadfce0f6a0777451c640af13f66b29b4d298124a3ebb64a4
2026-08-25,ex48:t1:w3,interlinear,34,30,"p. 30, example (48) word 3, data 56_FR_170403",ǰaleen-i,hurt.ipfv-f.sg,example (48) line 1; 56_FR_170403,installed,extracted from the PDF text layer and installed unchanged,ǰaleen-i,hurt,,ipfv f sg verb,knobloch2020sauji:ex48:t1:w3,knobloch2020sauji:ex28a:t1:w3,"knobloch2020sauji[p. 30, example (48) word 3, data 56_FR_170403]",9f9185ee0086b02c5042017a6794b59a7cf5816b31daf7723e5d6e2caaf3c646
2026-08-25,ex49:t1:w1,interlinear,34,30,"p. 30, example (49) word 1, data 10_MAN_000512",ma,1sg,example (49) line 1; 10_MAN_000512,installed,extracted from the PDF text layer and installed unchanged,ma,I,,1sg pron,knobloch2020sauji:ex49:t1:w1,knobloch2020sauji:t6:Nominative:1sg:1,"knobloch2020sauji[p. 30, example (49) word 1, data 10_MAN_000512]",e02a6df0b79d55f9d5ebc40a72aa8457abe2309b0fc1bf3a62ffe05c2ca27c6a
2026-08-25,ex49:t1:w2,interlinear,34,30,"p. 30, example (49) word 2, data 10_MAN_000512",bazaar-ee,market-obl,example (49) line 1; 10_MAN_000512,installed,extracted from the PDF text layer and installed unchanged,bazaar-ee,market,,obl noun,knobloch2020sauji:ex49:t1:w2,,"knobloch2020sauji[p. 30, example (49) word 2, data 10_MAN_000512]",10c982efb5bfda98c50e528e788c87440dc46da39d6e713d4b320d88f9da7e09
2026-08-25,ex49:t1:w3,interlinear,34,30,"p. 30, example (49) word 3, data 10_MAN_000512",pišo,flour,example (49) line 1; 10_MAN_000512,installed,extracted from the PDF text layer and installed unchanged,pišo,flour,,,knobloch2020sauji:ex49:t1:w3,,"knobloch2020sauji[p. 30, example (49) word 3, data 10_MAN_000512]",7b4fbb005b2e3572905faa65a0a2fbdfbe6e1c8686a471f89e9656264a439cfc
