item,pdf_page,printed_page,form,morphology,gloss,etymology,raw_entry
1195,233,219,kopi,"n., neut",hood,,"kopi, n., neut. - hood"
1196,233,219,kop#,"n., neut",ear-ring worn on the upper part of the penna,,"kop#, n., neut. - ear-ring worn on the upper part of the penna"
1197,233,219,kott,"v., nc",peck,(Ta. kottu DED 1740),"kott, v., nc. - peck (Ta. kottu DED 1740)"
1198,233,219,kotranga,"n., neut",country beans,,"kotranga:, n., neut. - country beans"
1199,233,219,kota:Aji,"n., meut",coconut shell,(Ta. kotta:Aci DED 1722),"kota:Aji, n., meut. - coconut shell (Ta. kotta:Aci DED 1722)"
1200,234,220,kotul,"n., neut",cattle-shed,"(G. kori cow pen, 93493) DED 1713 kottakay","kotul, n., neut. - cattle-shed (G. kori cow pen, 93493) DED 1713 kottakay"
1201,234,220,kotya,"n., neut., pl","ground nuts, peanuts",(H. kottay DED),"kotya:,n., neut., pl. - ground nuts, peanuts . (H. kottay DED)"
1202,234,220,kotyatnete:/,"n., nent",ground nut-oil,,"kotyatnete:/, n., nent. - ground nut-oil"
1203,234,220,kodelo,"n., neut",leprosy,(G. kodh 3371),"kodelo:, n., neut. - leprosy (G. kodh 3371)"
1204,234,220,kodelanga,"n , neut",snake gourd,(Ta. pntalanka:y),"kodelanga:, n , neut. - snake gourd (Ta. pntalanka:y)"
1205,234,220,kohika:tuko:r,"v., ne","give sign, cry",,"kohika:tuko:r, v., ne. - give sign, cry"
1206,234,220,konde,"n., neut",lock of hair,,"konde:, n., neut. - lock of hair"
1207,234,220,konglu,"n., neut. (korgla:)",crane,(S. Kuwi kongi DED 1767),"konglu, n., neut. (korgla:) - crane (S. Kuwi kongi DED 1767)"
1208,234,220,kolaRo,"n., neut",char coal,(G. kolsa:),"kolaRo:, n., neut. - char coal (G. kolsa:)"
1209,234,220,kokada:y,"v., intr",- to become numb,,"kokada:y, v., intr. —- to become numb"
1210,234,220,kodtka,"n., neut",a kind of seed,,"kodtka:, n., neut. - a kind of seed"
1211,234,220,kolaba:s,"n., neut",name of a nomadic tribe,,"kolaba:s, n., neut. - name of a nomadic tribe"
1212,234,220,kolaka,"n., neut",name of a plant,,"kolaka:, n., neut. - name of a plant"
1213,234,220,kolava:pe:t,"n., neut",belly,,"kolava:pe:t, n., neut. - belly"
1214,234,220,kolaRo,"n., neut","water-crow, a bird",,"kolaRo:, n., neut. - water-crow, a bird"
1215,234,220,koltvi,"n., neut",grinding pestle,(Ta. kulavi DED 1512),"koltvi, n., neut. - grinding pestle (Ta. kulavi DED 1512)"
1216,234,220,korafe,"n., neut",nipper,(Ta. kuratu),"korafe, n., neut. — nipper (Ta. kuratu)"
1217,234,220,korandi,"n , neut",a shrub,,"korandi, n , neut. — a shrub"
1218,234,220,koraty,"n., neut",meat,(G. gost),"koraty, n., neut. — meat (G. gost)"
1219,234,220,korcini,"n., fem",chaste woman,(H. ko:ra: spot less >3526),"korcini, n., fem. - chaste woman (H. ko:ra: spot less >3526)"
1220,234,220,koytu,"n., neut",knife,(Ta. koytty reaping DED 1763),"koytu, n., neut.—knife (Ta. koytty reaping DED 1763)"
1221,234,220,koyni,dv,"no, not",(H. Ko:yibinahi:),"koyni, dv. - no, not (H. Ko:yibinahi:)"
1222,234,220,ko,part,negative,,"ko:, part. - negative"
1223,235,221,ko:pri,"n., neut",skull bone,(G. M. khopri »3936),"ko:pri, n., neut. - skull bone (G. M. khopri »3936)"
1224,235,221,ko:tili,"n., neut",~leather-bag,"(H. kothla:, °li »3511)","ko:tili, n., neut.—~leather-bag (H. kothla:, °li »3511)"
1225,235,221,ko:tar,"n., neut",suffocation,,"ko:tar, n., neut. - suffocation"
1226,235,221,ko:drru,"n., neut","common millet(G. kodra:, °ri 3515)",,"ko:drru, n., neut.—common millet(G. kodra:, °ri 3515)"
1227,235,221,ko:zte,"n., neut",line,,"ko:zte, n., neut. - line"
1228,235,221,ko:di,"n., neut",twenty,(S. ko:di »>3503),"ko:di, n., neut. twenty (S. ko:di »>3503)"
1229,235,221,ko:di,"n., neut",twenty,,"ko:di, n., neut. ~ twenty"
1230,235,221,koduku,"n., neut",mortar,,"koduku, n., neut. mortar"
1231,235,221,kotca,"n., neut",giddiness,,"kotca, n., neut. — giddiness"
1232,235,221,ko:ca:mai:r,"v., uc",drown,,"ko:ca:mai:r, v., uc. — drown"
1233,235,221,ko:je/go:j#,"0., neut",foot print (S kho:JJa »3929),,"ko:je/go:j#, 0., neut.— foot print (S kho:JJa »3929)"
1234,235,221,kotha jami:l,"n:, neut",a distance of eight miles,,"kotha jami:l, n:, neut. ~ a distance of eight miles"
1235,235,221,ko:han,"n., neut",membrane,,"ko:han, n., neut. - membrane"
1236,235,221,ko:no,"n., neut",corner (ko:na: 3504),,"ko:no:, n., neut. corner (ko:na: 3504)"
1237,235,221,ko:nt,pro,who,(G. kone),"ko:nt, pro. — who (G. kone)"
1238,235,221,kozndz,"v., nc","add, entrap, encircle",,"kozndz, v., nc. ~ add, entrap, encircle"
1239,235,221,ko:nda,"n., neut",truth,,"ko:nda:, n., neut. truth"
1240,235,221,ko:/,"n., neut",husk,,"ko:/, n., neut. — husk"
1241,235,221,ko:li,"n., neut",ring,(G. go! round »432)),"ko:li, n., neut. - ring (G. go! round »432))"
1242,235,221,ko:le:va:lo,"n., mas",man belonging to Narikkorava tribe,(G. KGhlu a Jackal),"ko:le:va:lo:, n., mas.— man belonging to Narikkorava tribe (G. KGhlu a Jackal)"
1243,235,221,ko:las,"n., neut",fox,,"ko:las, n., neut. — fox"
1244,235,221,ko:lo,"n., neut. (ko:!la:)",lap,(G. kAd/o:),"ko:lo:, n., neut. (ko:!la:) - lap (G. kAd/o:)"
1245,235,221,ko:zri,"n., fem",chaste woman,"(H. G. M. kori, kora: %3526)","ko:zri, n., fem. - chaste woman (H. G. M. kori, kora: %3526)"
1246,236,222,ko:ro,"n , mas",chaste man,,"ko:ro:, n , mas. — chaste man"
1247,236,222,ko:rihu,"v., nc",become pure,,"ko:rihu:, v., nc. - become pure"
1248,236,222,ko:rbor,"n, pneut",quarter,,"ko:rbor, n, pneut. — quarter"
1249,236,222,ko:R,"v., nc","insert, string",(H. G. kocvit 3489),"ko:R, v., nc. - insert, string (H. G. kocvit 3489)"
1250,236,222,ko:r,"n., neut",skin,,"ko:r, n., neut. ~ skin"
1251,236,222,kutiya:ntbo:ti,"n., neut",flesh,,"kutiya:ntbo:ti, n., neut. — flesh"
1252,236,222,kutt,"v , nc",pierce,(Ta. kuttu »DED 1429),"kutt, v , nc. - pierce (Ta. kuttu »DED 1429)"
1253,236,222,kutereti,"n., neut",hemp,,"kutereti,n., neut - hemp"
1254,236,222,kutri,"n., fem (kutriye:)",bitch,"(G. kutro, kutri, kutru »3277)","kutri, n., fem (kutriye:) - bitch (G. kutro, kutri, kutru »3277)"
1255,236,222,kutro,"n, mas. (kutra:)",dog,,"kutro:,n, mas. (kutra:) — dog"
1256,236,222,kutru,"n., neut. (kutra:)",dog,,"kutru, n., neut. (kutra:) - dog"
1257,236,222,kudiga:l,"n., neut",heel (kutikka:1 DED 1420),,"kudiga:l, n., neut. - heel (kutikka:1 DED 1420)"
1258,236,222,kudhan,"n., neut",corner (Khuno),,"kudhan, n., neut. - corner (Khuno)"
1259,236,222,kutema:l,"n, neut",marriage things,,"kutema:l, n, neut. - marriage things"
1260,236,222,kuttma:ikar,"v , ne",start with the new things,(H. khuta:na: to be brought to an end),"kuttma:ikar, v , ne. - start with the new things (H. khuta:na: to be brought to an end)"
1261,236,222,kudiya:Ju,"n, neut",drunker,,"kudiya:Ju,n, neut. - drunker"
1262,236,222,kudiga:mandr,"v , nc",keep,,"kudiga:mandr, v , nc. - keep"
1263,236,222,kAudutu,"n., neut",shirt (kurta: jumper for girls),,"kAudutu, n., neut. - shirt (kurta: jumper for girls)"
1264,236,222,kuduku,"n., neut",empty shell of a nut,,"kuduku, n., neut. — empty shell of a nut"
1265,236,222,kuiarka:R,"n., neut",strong cough,,"kuiarka:R, n., neut. — strong cough"
1266,236,222,kuskal,"n., neut",joke,,"kuskal, n., neut. ~ joke"
1267,236,222,kuskalkar,"n., neut",causc to laugh by joking,,"kuskalkar, n., neut. - causc to laugh by joking"
1268,236,222,Kumar,"n., mas",pot-maker,(H. kumha:r 3310),"Kumar, n., mas. - pot-maker (H. kumha:r 3310)"
1269,236,222,kumbal,"n , neut",crowd,(Ta. kumbal DED),"kumbal, n , neut. - crowd (Ta. kumbal DED)"
1270,236,222,Aumbrdi,"n., neut",tuft,(Ta. kutumi DED 1704),"Aumbrdi, n., neut. - tuft (Ta. kutumi DED 1704)"
1271,236,222,kundala:y,"v., c","disappear, cause to immerse Be2",,"kundala:y, v., c. - disappear, cause to immerse Be2"
1272,237,223,knndz,"v., ac",immerse,,"knndz, v., ac. — immerse"
1273,237,223,kunda:ni,"p., neut",mortar,(Ta. kunta:pi DED 1436),"kunda:ni, p., neut. - mortar (Ta. kunta:pi DED 1436)"
1274,237,223,kundo,"n., neut",ankle,(G. khunthan),"kundo:, n., neut. — ankle (G. khunthan)"
1275,237,223,kundalma:r,"v., nc","shrink, become round",,"kundalma:r, v., nc. — shrink, become round"
1276,237,223,kundu,"n., neut",earthern vessal,,"kundu, n., neut. - earthern vessal"
1277,237,223,kultki,"n., neut",small pot,,"kultki, n., neut. - small pot"
1278,237,223,kulethi,"n., neut",horse gram,(H. kulthi: 3335),"kulethi,n., neut - horse gram (H. kulthi: 3335)"
1279,237,223,kuldi,"n., neut",ring made out of creepers,,"kuldi, n., neut. - ring made out of creepers"
1280,237,223,kullu,adj,short,(Ka. ku//u DED 1526),"kullu, adj. - short (Ka. ku//u DED 1526)"
1281,237,223,kura:ti,"n., neut., onom",sound,,"kura:ti, n., neut., onom — sound"
1282,237,223,kura:tide,"v., ne",whistle,,"kura:tide:, v., ne. — whistle"
1283,237,223,kuyyal,"n., neut",cuckoo bird,(G. koyal %3483),"kuyyal, n., neut. - cuckoo bird (G. koyal %3483)"
1284,237,223,kud#,"v., ne",jump,(G. ku:dvi %3412),"kud#, v., ne. — jump (G. ku:dvi %3412)"
1285,237,223,ku:ta:li,"n., neut","friend, companion",(Ta. ku:t{a:li DED 1562),"ku:ta:li, n., neut. - friend, companion (Ta. ku:t{a:li DED 1562)"
1286,237,223,ku! ta:v,"v.,c",cause to grind,,"ku! ta:v, v.,c. — cause to grind"
1287,237,223,ku:tt,"v., nc",grind,(S. ku:sa >3391),"ku:tt, v., nc. — grind (S. ku:sa >3391)"
1288,237,223,ku:ku,"n., neut",saffron,(G. kiki turmeric >3214),"ku:ku, n., neut. - saffron (G. kiki turmeric >3214)"
1289,237,223,ku:de,"n., neut",a kind of diarrhoea in children,,"ku:de, n., neut. — a kind of diarrhoea in children"
1290,237,223,ku:mo,"n , neut",powder,,"ku:mo:, n , neut. — powder"
1291,237,223,ku:neka:ridaytt,"n., mas",name ofa buffalo,,"ku:neka:ridaytt, n., mas. - name ofa buffalo"
1292,237,223,ku:li,"n., neut",wage,(Ta. ku:li DED),"ku:li, n., neut. - wage (Ta. ku:li DED)"
1293,237,223,ku:la,"n., neut",knee—cap,,"ku:la:, n., neut. — knee—cap"
1294,237,223,khada:y,"v., c",cause to eat,,"khada:y, v., c. — cause to eat"
1295,237,223,khavacd?,"v., c","cause to eat, feed",(G. khavdaivvii),"khavacd?, v., c. — cause to eat, feed (G. khavdaivvii)"
1296,237,223,khanda:ru,"n., neut",net,,"khanda:ru, n., neut. — net"
1297,237,223,khan,"v., nc","excavate, dig (Ku. khan »3809)",,"khan, v., nc. — excavate, dig (Ku. khan »3809)"
1298,238,224,khanbe:ti,"n., neut",upper cheek,,"khanbe:ti, n., neut. — upper cheek"
1299,238,224,khalpe,"n., neut",pinna,,"khalpe:, n., neut. - pinna"
1300,238,224,khall,"n., neut",cheek,(G. ga:/),"khall, n., neut. — cheek (G. ga:/)"
1301,238,224,khalu,"n., neut",barren land,(G. khallom),"khalu, n., neut. — barren land (G. khallom)"
1302,238,224,kharJe,"n., neut",itch,(S. kharju »3827),"kharJe:, n., neut. — itch (S. kharju »3827)"
1303,238,224,kha,,"v., ne. eat",(S. kha:d >3803),"kha:, v., ne. eat (S. kha:d >3803)"
1304,238,224,kha‘telo: si:telo,"n., mas","culprit, sinner",,"kha‘telo: si:telo:, n., mas. — culprit, sinner"
1305,238,224,kha:tiba: ji,"n., neut",greens with acid taste,,"kha:tiba: ji, n., neut. - greens with acid taste"
1306,238,224,kha:nu,"n., (kha:na:)",food,(G. kha:nii_ >3867),"kha:nu, n., (kha:na:) - food (G. kha:nii_ >3867)"
1307,238,224,kha:li,adj,empty,(H. kha:li),"kha:li, adj. - empty (H. kha:li)"
1308,238,224,kha:R,"n., neut",- cough,,"kha:R, n., neut. —- cough"
1309,238,224,kha:R,"v , nc",cough,(H. khaka:r >3763),"kha:R, v , nc. — cough (H. khaka:r >3763)"
1310,238,224,kha:Ra:y,"v., c",cause to cough,,"kha:Ra:y, v., c. — cause to cough"
1311,238,224,kha:Rsimda,"n., neut",cold,,"kha:Rsimda:, n., neut. — cold"
1312,238,224,khorva,"n., neut",wound in the head,,"khorva:, n., neut. — wound in the head"
1313,238,224,khotda:y,"v., c",cause to dig,,"khotda:y, v., c. - cause to dig"
1314,238,224,khozde,"v-, ne",dig,(G. khodvii >3934),"khozde, v-, ne., - dig (G. khodvii >3934)"
1315,238,224,khuri,"n., neut",hoof,(M. khuri: »3906),"khuri, n., neut. - hoof (M. khuri: »3906)"
1316,238,224,kye:R,"n., neut",hair,(G. kes 3471),"kye:R, n., neut. — hair (G. kes 3471)"
1317,238,224,kya,adv,where,,"kya:, adv. — where"
1318,238,224,kya:todi,adv,from where lg/,,"kya:todi, adv. - from where lg/"
1319,238,224,gida:v,"v , ne",give training,,"gida:v, v , ne. - give training"
1320,238,224,ginni,"n., neut","glass, cup, ete",(Ta. kinni DED 1291),"ginni, n., neut. - glass, cup, ete. (Ta. kinni DED 1291)"
1321,238,224,gilho:ri,"n., neut",squirrel,(H. gilhari:),"gilho:ri, n., neut. — squirrel (H. gilhari:)"
1322,238,224,gillida:ndo,"n., neut",toys,,"gillida:ndo:, n., neut. — toys"
1323,239,225,giyaR,"v., ne",drag,(H. khi:c),"giyaR, v., ne. - drag (H. khi:c)"
1324,239,225,giyaRa:dt,"v., c",cause to drag,,"giyaRa:dt, v., c. — cause to drag"
1325,239,225,gids,"n-, neut-",song,(S. gi:ta %4157),"gids, n-, neut- — song (S. gi:ta %4157)"
1326,239,225,gevnipindi,"n., neut",a kind of flour,,"gevnipindi, n., neut. — a kind of flour"
1327,239,225,geraty,"v., c",cause to block,,"geraty, v., c. - cause to block"
1328,239,225,ge:r,"v., nc",block,(H. ghe:rna:),"ge:r, v., nc. — block (H. ghe:rna:)"
1329,239,225,ge:runa,"n., neut","stone, iron ore",(H. ge:ru:),"ge:runa:, n., neut. - stone, iron ore (H. ge:ru:)"
1330,239,225,geirja,"n., neut",kind of bird,,"geirja:, n., neut. — kind of bird"
1331,239,225,getr ja:va:li,"n., neut",a kind of bird,,"getr ja:va:li, n., neut. — a kind of bird"
1332,239,225,ge:ra:nam,"n., neut",eclipse,,"ge:ra:nam, n., neut. — eclipse"
1333,239,225,gatikar,"v., nc","protect, save",,"gatikar, v., nc. - protect, save"
1334,239,225,gadado,"n., neut",ass,"(G. gaddho, °dhi »4054)","gadado:, n., neut. - ass (G. gaddho, °dhi »4054)"
1335,239,225,gada:r,"n., neut",depth,,"gada:r,n., neut. - depth"
1336,239,225,gat,"n., neut",nerves,,"gat, n., neut. — nerves"
1337,239,225,gatargatar,"n., neut., onom",sound denoting drink- ing of water,,"gatargatar, n., neut., onom. — sound denoting drink- ing of water"
1338,239,225,gatu,"n., neut",foam,,"gatu, n., neut. — foam"
1339,239,225,gado,"n., neut. (gada:)",pot,(G. garuo 3984),"gado:, n., neut. (gada:) — pot (G. garuo 3984)"
1340,239,225,gada,"n., neut",heap,,"gada:, n., neut. — heap"
1341,239,225,gada:v,"v., c",cause to bury ( >3799),,"gada:v, v., c. — cause to bury ( >3799)"
1342,239,225,gadbad,adv,quickly,(S. gadbad mise »3972),"gadbad, adv. ~ quickly (S. gadbad mise »3972)"
1343,239,225,gama:yv,"v., nc",loose,,"gama:yv, v., nc. — loose"
1344,239,225,ganu,adj,much,(H. gan),"ganu, adj. - much (H. gan)"
1345,239,225,gande:r,"n., neut","Vilal grass, water weed",(H. ga@:dar *4063),"gande:r, n., neut. — Vilal grass, water weed (H. ga@:dar *4063)"
1346,239,225,galandu,"n., neut",throat,,"galandu, n., neut. — throat"
1347,239,225,galgal,"n., neut., onom",sound of a bell,(H. galgala:),"galgal, n., neut., onom.-sound of a bell (H. galgala:)"
1348,240,226,galli,"n., neut",lane,(N. H. galli »4085),"galli, n., neut. — lane (N. H. galli »4085)"
1349,240,226,gallo,"n., neut",crowd,,"gallo:, n., neut. — crowd"
1350,240,226,gali:ga:ca:val,"n., neut",boiled rice,,"gali:ga:ca:val, n., neut. — boiled rice"
1351,240,226,gala:v,"v., c",cause to swallow,,"gala:v, v., c. — cause to swallow"
1352,240,226,galu,"n., neut","voice, neck, throat",(G. galu »4070),"galu, n., neut.— voice, neck, throat, (G. galu »4070)"
1353,240,226,galt,"v., nc",swallow,,"galt, v., nc. - swallow"
1354,240,226,galt,"n., neut",fish hook,,"galt, n., neut. — fish hook"
1355,240,226,gaJdi,"n., neut","full grown, old",,"gaJdi, n., neut. — full grown, old"
1356,240,226,garajt,"n., neut",eagle,(H. garuda),"garajt, n., neut. - eagle (H. garuda)"
1357,240,226,garanda,"n., neut",ring on bamboo,(G. go:nth),"garanda:, n., neut. — ring on bamboo (G. go:nth)"
1358,240,226,gardan,"n, neut",brahminic kite,(H. gardan),"gardan, n, neut. — brahminic kite (H. gardan)"
1359,240,226,gardhan,"n., neut","neck, back of the neck",,"gardhan, n., neut. — neck, back of the neck"
1360,240,226,gardhannekye:R,"n., neut",mane,,"gardhannekye:R, n., neut. — mane"
1361,240,226,gayp#,"n., neut",giddiness,,"gayp#, n., neut. — giddiness"
1362,240,226,gayndt,"n., neut",neck,(G. kantha),"gayndt, n., neut. — neck (G. kantha)"
1363,240,226,ga:bz,"n., neut",pregnancy of animals,(G. ga:bh b4055),"ga:bz, n., neut.— pregnancy of animals (G. ga:bh b4055)"
1364,240,226,ga:te,"n., neut",knot,(G. ga:nth),"ga:te, n., neut. — knot (G. ga:nth)"
1365,240,226,ga:d#,"v., nc",bury,(G. ga:dvii >3799),"ga:d#, v., nc. — bury (G. ga:dvii >3799)"
1366,240,226,ga:k¥e,"n., neut",rain quail,,"ga:k¥e:, n., neut. — rain quail"
1367,240,226,ga:gri,"n., neut",girl’s under garment,(H. gha:ghra),"ga:gri, n., neut. — girl’s under garment (H. gha:ghra)"
1368,240,226,ga:gro,"n., neut","woman’s under garment __,,",,"ga:gro:,n., neut.— woman’s under garment __,,"
1369,240,226,ga: j#,"n., neut",mushroom,(H. gagandhuili),"ga: j#, n., neut. ~ mushroom (H. gagandhuili)"
1370,240,226,ga:m,"n., neut",village,(G. ga:m »4368),"ga:m, n., neut. — village (G. ga:m »4368)"
1371,240,226,ga:mhibiddi,"n., neut",sparrow,,"ga:mhibiddi, n., neut. ~ sparrow"
1372,240,226,ga:ndé/ga:nt,"n., neut",female genital organ,(S. go:nda 4277),"ga:ndé/ga:nt, n., neut. — female genital organ (S. go:nda 4277)"
1373,241,227,ga:l,"v., nc","wear, marry",(G. gha:lvii »4457),"ga:l, v., nc. — wear, marry (G. gha:lvii »4457)"
1374,241,227,gal,"n., neut",cheek,(S. galla »4089),"gal, n., neut. — cheek (S. galla »4089)"
1375,241,227,ga:latde,"v, uc","scold (H, ga:li)",,"ga:latde:, v, uc. - scold (H, ga:li)"
1376,241,227,ga:Jo,"n., neut",earning,,"ga:Jo:, n., neut. - earning"
1377,241,227,ga:y,"n., fem. (g@yyé:)",cow,(S. gat: »4093),"ga:y, n., fem. (g@yyé:) - cow (S. gat: »4093)"
1378,241,227,gotaty,"v., c",shrink,(H. go:dna:),"gotaty, v., c. — shrink (H. go:dna:)"
1379,241,227,gotnehaldo,"u., neut",garland made out of glass beeds and stones,,"gotnehaldo:, u., neut. ~ garland made out of glass beeds and stones"
1380,241,227,gode:/u,"n., neut",leprosy,(G. ko:d),"gode:/u, n., neut. - leprosy (G. ko:d)"
1381,241,227,gone¥e,"n, neut",similarity,,"gone¥e, n, neut. - similarity"
1382,241,227,gonni,"n., fem. (gonniye:)",girl,(G. génni:),"gonni, n., fem. (gonniye:) — girl (G. génni:)"
1383,241,227,golelo:l,"n, neut",age,,"golelo:l, n, neut. — age"
1384,241,227,golaty,"v., c",cnuse to smear,,"golaty, v., c. — cnuse to smear"
1385,241,227,goo: gojo,"n., n., neut., onom",gurgling sound,,"goo: gojo:, n., n., neut., onom. - gurgling sound"
1386,241,227,gorva:diyu,"n., neut",— burial ground,(H. goa a grave),"gorva:diyu, n., neut.~— burial ground (H. goa a grave)"
1387,241,227,go:bar,"n., neut",cow—dung,(G. gobar +4316 7),"go:bar, n., neut. — cow—dung (G. gobar +4316 7)"
1388,241,227,go:tri,"n., neut",people belonging to the same clan,(S. go:tra »4279),"go:tri, n., neut — people belonging to the same clan (S. go:tra »4279)"
1389,241,227,go:to,"0., neut",knot,,"go:to:, 0., neut. — knot"
1390,241,227,goctt,"v., nc","paste, grind",(H. gho:tna:),"goctt, v., nc. — paste, grind (H. gho:tna:)"
1391,241,227,go:do,"n., neut. (go:da:)",leg,,"go:do:, n., neut. (go:da:) ~ leg"
1392,241,227,go:dudiyé,"n., neut",big white ant,(G. ndhazi),"go:dudiyé:., n., neut. — big white ant (G. ndhazi)"
1393,241,227,go:drban,"n., neut","wood pecker, a bird",,"go:drban, n., neut. — wood pecker, a bird"
1394,241,227,go:dru,"n., neut","stone—pecker, a bird",,"go:dru, n., neut. ~ stone—pecker, a bird"
1395,241,227,go:li,"n., neut",circular form,(G. gol 4321),"go:li, n., neut. ~ circular form (G. gol 4321)"
1396,241,227,go:lam,"n., neut",lap,(G. Kholo),"go:lam, n., neut. — lap (G. Kholo)"
1397,241,227,go:lyu,"p., mas. (go:}ya:)",boy,,"go:lyu, p., mas. (go:}ya:) — boy"
1398,242,228,go:r,"n., neut",corpse,,"go:r, n., neut. - corpse"
1399,242,228,go:riraggt,"n., neut",vein,,"go:riraggt, n., neut. ~ vein"
1400,242,228,gupar,"n., neut",anger,,"gupar, n., neut. — anger"
1401,242,228,gutti,"n., neut",back of the neck,,"gutti, n., neut. — back of the neck"
1402,242,228,gutkafkar,"v., nc",cause to laugh,,"gutkafkar, v., nc. - cause to laugh"
1403,242,228,guddar,"0., neut",brain,(S. gudda »4197),"guddar, 0., neut. - brain (S. gudda »4197)"
1404,242,228,gudhi,"n., neut",temple (Te gudi DED 1379),,"gudhi, n., neut. - temple (Te gudi DED 1379)"
1405,242,228,guguro,"n., neut. (gugura:)",bell,,"guguro:, n., neut. (gugura:) - bell"
1406,242,228,guggu,"n., neut",scorn owl,(Ta. ku:kai DED),"guggu, n., neut. - scorn owl (Ta. ku:kai DED)"
1407,242,228,gujara:ti,"n., neut",people wno worship goddess Kal,,"gujara:ti, n., neut. - people wno worship goddess Kal"
1408,242,228,gusa:y,"V., nc",scratch,,"gusa:y, V., nc. ~ scratch"
1409,242,228,guho,"n., neut","anger, spirit",(G. gusso:),"guho:, n., neut. - anger, spirit (G. gusso:)"
1410,242,228,gumto,"D., neut",head-cover,(G. ghumto woman's head cloth 4484,"gumto:, D., neut, —head-cover (G. ghumto woman's head cloth 4484"
1411,242,228,gunda:y,"v., c",cause to mix,,"gunda:y, v., c. - cause to mix"
1412,242,228,gune:R,"n, neut",Lord Ganesa,,"gune:R, n, neut. — Lord Ganesa"
1413,242,228,gunto,"n., neut. (gunta:)",lake,(Te. gunta DED 1389),"gunto:, n., neut. (gunta:) - lake (Te. gunta DED 1389)"
1414,242,228,gurigo,"n., neut",ear wax,(G. khii:f),"gurigo:, n., neut. — ear wax (G. khii:f)"
1415,242,228,gula:m,"n., mas",man of the fourth caste,(G. gula:m),"gula:m, n., mas - man of the fourth caste (G. gula:m)"
1416,242,228,gula:mdi,"n., fem",woman of the fourth caste,,"gula:mdi, n., fem. - woman of the fourth caste"
1417,242,228,gulgaliya,"n., neut",a dish,,"gulgaliya:, n., neut —a dish"
1417a,242,228,gulle:riyha:d#,"n., neut",big tree,(P. gullar Fiues glomerata 4218),"gulle:riyha:d#, n., neut. - big tree (P. gullar Fiues glomerata 4218)"
1418,242,228,guru,"n., neut",forefather,(S. guri: >4209),"guru, n., neut. - forefather (S. guri: >4209)"
1419,242,228,gurpini,"n., neut",cocenut cutter,,"gurpini, n., neut. - cocenut cutter"
1420,243,229,gurka:yle,"v., nc",protect,,"gurka:yle:, v., nc. — protect"
1421,243,229,gurci,"n., neut",brush,,"gurci, n., neut. — brush"
1422,243,229,gu-can,"n., neut","residue, silt",,"gu-can, n., neut. - residue, silt"
1423,243,229,gurca:v,"V., c",cause to scratch,(H. ghurena:),"gurca:v, V., c. - cause to scratch (H. ghurena:)"
1424,243,229,gurce,"v., nc",scratch,"(S. go:rati, H. go:rna: »3530)","gurce, v., nc. - scratch (S. go:rati, H. go:rna: »3530)"
1425,243,229,gui,"n., neut",human excrement,(G M. gu: 4225),"gui, n., neut. — human excrement (G M. gu: 4225)"
1426,243,229,= guit,"n., neut",plaited leaves,,"= guit, n., neut.— plaited leaves"
1427,243,229,gutt#,"v., nc",plait,(H. gutthna:),"gutt#, v., nc. — plait (H. gutthna:)"
1428,243,229,guits,"n-, neut",one gulp or swallow,(H. ghu:ntina:),"guits, n-, neut. — one gulp or swallow (H. ghu:ntina:)"
1429,243,229,gu:de:ya:di,"n, neut",hind leg,,"gu:de:ya:di, n, neut. - hind leg"
1430,243,229,guidete:/,"n., neut",holy oil,,"guidete:/,n., neut. — holy oil"
1431,243,229,guigal,"n., neut",incense,(H. guggal),"guigal,n., neut - incense (H. guggal)"
1432,243,229,guts,"n., meut",escaping air; gas ( >< gu:),,"guts, n., meut. — escaping air; gas ( >< gu:)"
1433,243,229,guzmme,"n., neut",tamily,,"guzmme, n., neut. — tamily"
1434,243,229,gutndt,"v., nc",mix,(H. guindhna:),"gutndt, v., nc — mix (H. guindhna:)"
1435,243,229,guinikambi,"n., neut",lead wire,,"guinikambi, n., neut. - lead wire"
1436,243,229,guinu,"n, neut",goods,,"guinu, n, neut. ~ goods"
1437,243,229,ghi,"n., neut",ghee,(H.G. M. ghi: 4501),"ghi:,n., neut. — ghee (H.G. M. ghi: 4501)"
1438,243,229,ghenu,"n., neut",gold,,"ghenu, n., neut. - gold"
1439,243,229,ghe:tso,"n., neut",eye disease,,"ghe:tso:, n., neut. — eye disease"
1440,243,229,ghe:r/ghar,"n., neut",house,(H. G. M. ghar >),"ghe:r/ghar, n., neut. — house (H. G. M. ghar >)"
1441,243,229,ghe:riya,"n., neut",head—ache,,"ghe:riya:, n., neut. — head—ache"
1442,243,229,ghe:rda:r,"n., neut",house etc.,,"ghe:rda:r, n., neut. — house etc."
1443,243,229,gheirlu,"n., mas",house owner,,"gheirlu, n., mas. — house owner"
1444,243,229,ghatti,"n., neut",hand mill for powdering cereals,,"ghatti, n., neut. - hand mill for powdering cereals"
1445,243,229,ghavna:da:na,"n., neut., pl",- wheat,,"ghavna:da:na:, n., neut., pl. —- wheat"
1446,243,229,ghant,v,count,(S. ganana 3932),"ghant, v. — count (S. ganana 3932)"
1447,243,229,ghanto,"n., neut",big bell,(H. ghapta: »4221),"ghanto:, n., neut. - big bell (H. ghapta: »4221)"
