item,pdf_page,printed_page,form,morphology,gloss,etymology,raw_entry
2098,269,255,magiri,"n., neut",small net,,"magiri, n., neut. — small net"
2099,269,255,maggar,"n., neut",crocodile,(H. G. magar 9692),"maggar, n., neut. ~ crocodile (H. G. magar 9692)"
2100,269,255,mciliya:r,"n., mas",fisherman,(S. matsyaha:ra +9762),"mciliya:r, n., mas. ~ fisherman (S. matsyaha:ra +9762)"
2101,269,255,mmaciliya:rci,"n., fem",fisherwoman,,"mmaciliya:rci, n., fem. - fisherwoman"
2102,269,255,macaima:ri,"n., neut","kingfisher, a bird",,"macaima:ri, n., neut. - kingfisher, a bird"
2103,269,255,macar,"n., neut",mosquito,,"macar,n., neut. — mosquito"
2104,269,255,maca:i,"v., nc",keep,,"maca:i, v., nc. - keep"
2105,269,255,maja,"n, neut",taste,,"maja:,n, neut. - taste"
2106,269,255,maske:rikar,"¥., nc",joke at,(G. mashkari),"maske:rikar, ¥., nc. - joke at (G. mashkari)"
2107,269,255,mu¥ko,"n., neut",butter,"(H. mahi, S. mathitd)","mu¥ko:, n., neut. - butter (H. mahi, S. mathitd)"
2108,269,255,mahals,"v., ne",pound,,"mahals, v., ne. — pound"
2109,269,255,mand,"n., neut",cow pen,(Ta. mantai DED 3847),"mand, n., neut. — cow pen (Ta. mantai DED 3847)"
2110,269,255,mane,"n., neut",a kind of wooden stool,(Ta. manai DED 3826),"mane, n., neut. - a kind of wooden stool (Ta. manai DED 3826)"
2111,269,255,manda:v,"V., ne","add, paste",,"manda:v:, V., ne. — add, paste"
2112,269,255,mannuliba:m,"n., neut",a kind of snake,,"mannuliba:m, n., neut. = a kind of snake"
2113,270,256,mangal,"n., neut",holiness,(H. marigi happy event >9706),"mangal, n., neut. - holiness (H. marigi happy event >9706)"
2114,270,256,mazga:y,"v., c",cause to ask,(H. ma:ngna:),"mazga:y, v., c. — cause to ask (H. ma:ngna:)"
2115,270,256,manga:jo,"n., neut",stone,,"manga:jo:, n., neut. - stone"
2116,270,256,maleva:ri/ko:kasta:n,"n., neut",name of a place,,"maleva:ri/ko:kasta:n, n., neut, - name of a place"
2117,270,256,majo,"n., neut","godown, barn ete.",,"majo:, n., neut. — godown, barn ete."
2118,270,256,majt. v,nc,"join, avail, mingle",,"majt. v., nc. - join, avail, mingle"
2119,270,256,malci,"n., neut",non-vegetarian foods,,"malci, n., neut. — non-vegetarian foods"
2120,270,256,mar,"v., intr","die, kill",,"mar, v., intr. — die, kill"
2121,270,256,mari,"2., neut",pepper,(G. mari),"mari, 2., neut. - pepper (G. mari)"
2122,270,256,maradt,"n., mas",man,(S. marta >9887),"maradt, n., mas. - man (S. marta >9887)"
2123,270,256,mara:y,"v., c",cause to beat or kill,,"mara:y, v., c, — cause to beat or kill"
2124,270,256,mara:si,"n., neut",a kind of trap,,"mara:si, n., neut. - a kind of trap"
2125,270,256,marko,"n., neut. (marka:)","cup, tin",,"marko:, n., neut. (marka:) - cup, tin"
2126,270,256,marce,"n., neut","chilli, capsicumpod",(G. marci 9875),"marce, n., neut. - chilli, capsicumpod (G. marci 9875)"
2127,270,256,marndi,"n., neut",death,(M. marpa: 9869),"marndi:, n., neut. — death (M. marpa: 9869)"
2128,270,256,maRa:lo,"n., neut","coriander seed, coriandrum sativum",,"maRa:lo:, n., neut. — coriander seed, coriandrum sativum"
2129,270,256,mayirmanda:!,"n., neut",abode of gods and god- desses (mandal »9742),,"mayirmanda:!, n., neut - abode of gods and god- desses (mandal »9742)"
2130,270,256,maytu,"n., neut",net,,"maytu, n., neut. — net"
2131,270,256,mayla:p,adv,dull,,"mayla:p, adv. - dull"
2132,270,256,ma,"n., fem",mother,,"ma:,n., fem. — mother"
2133,270,256,ma:ctlu/ma:ztsiu,"n., neut. (ma:céla:)",fish,(G. ma:chli »9758),"ma:ctlu/ma:ztsiu, n., neut. (ma:céla:) - fish (G. ma:chli »9758)"
2134,270,256,ma:thu,"n., neut. (ma:tha:)",head,"(G. ma:thu:, 9926)","ma:thu, n., neut. (ma:tha:) - head (G. ma:thu:, 9926)"
2135,270,256,ma-ti,"0., neut",sand,,"ma-ti, 0., neut. ~ sand"
2136,271,257,ma:dasi,"n., fem",woman,,"ma:dasi, n., fem. ~ woman"
2137,271,257,ma:daRo,"n., mas. (ma:daRa:)",man,(S. mainusa »10049),"ma:daRo:, n., mas. (ma:daRa:) - man (S. mainusa »10049)"
2138,271,257,ma:kdo,"n., neut. (ma:kda:)",spider,(G. ma:kar ’9883),"ma:kdo:, n., neut. (ma:kda:) - spider (G. ma:kar ’9883)"
2139,271,257,ma:vga:y,"n., neut",all pervading,,"ma:vga:y, n., neut. - all pervading"
2140,271,257,ma:sinemhayno,"n., neut",name of a Tamil month,,"ma:sinemhayno:, n., neut, - name of a Tamil month"
2141,271,257,ma:¥i,"n., fem",mother’s sister,,"ma:¥i, n., fem. - mother’s sister"
2142,271,257,ma:mo,"n., mas. (ma:ma:)",uncle,(G. ma:mo >10055),"ma:mo:, n., mas. (ma:ma:) - uncle (G. ma:mo >10055)"
2143,271,257,mainna,"n., neut",reality,,"mainna:, n., neut. — reality"
2144,271,257,mazngt,"v., ne",ask,(H. manga:na:),"mazngt, v., ne., - ask (H. manga:na:)"
2145,271,257,ma:nbhar,"v., uc",adorn,,"ma:nbhar, v., uc. - adorn"
2146,271,257,ma:nbharimel,"v., pc",request,,"ma:nbharimel, v., pc. — request"
2147,271,257,mazrigeni,"n., neut","asking, betrothal","(H. magni, G. ma:gri »10073)","mazrigeni, n., neut, - asking, betrothal (H. magni, G. ma:gri »10073)"
2148,271,257,ma:/i/ma:lum,dv,knew,,"ma:/i/ma:lum, dv. - knew"
2149,271,257,matr,"v., tr","beat, kill",(G. marvit 9871),"matr, v., tr. — beat, kill (G. marvit 9871)"
2150,271,257,ma:rag,"n., neut",road,(S. mairga »10671),"ma:rag, n., neut. — road (S. mairga »10671)"
2151,271,257,ma:R,"n., neut",meat,(G. m@:s 9982),"ma:R, n., neut. - meat (G. m@:s 9982)"
2152,271,257,ma:yama:tra,"0, neut",relatives,,"ma:yama:tra:, 0, neut. - relatives"
2153,271,257,mopa:t,"n., neut",a measure from foot to head,,"mopa:t, n., neut. - a measure from foot to head"
2154,271,257,mokal,"v., ac",send,(G. mokalvi),"mokal, v., ac. — send (G. mokalvi)"
2155,271,257,mogri,"n., neut",hammer,,"mogri, n., neut. - hammer"
2156,271,257,mohma:y,"n., fem",name of a goddess,,"mohma:y, n., fem. — name of a goddess"
2157,271,257,monde,"n., neut",a small pot,(Ta. montai DED 4068 ),"monde, n., neut. — a small pot (Ta. montai DED 4068 )"
2158,271,257,molftani,"n., neut",soup,,"molftani, n., neut. - soup"
2159,271,257,mortandu,adj,lean,,"mortandu, adj. - lean"
2160,272,258,mordhan,"n., neut",stick which is used to tie on the top of the tent,,"mordhan, n., neut. - stick which is used to tie on the top of the tent"
2161,272,258,mo:pat,"n., neut",a measure upto fore—head,,"mo:pat, n., neut. — a measure upto fore—head"
2162,272,258,mottar,"n., neut",first thing,,"mottar, n., neut, — first thing"
2163,272,258,moz:tiphalam,"n., neut",two and a half annas,,"moz:tiphalam, n., neut. - two and a half annas"
2164,272,258,mo:tidhey,"o., fem",small pox,,"mo:tidhey, o., fem. - small pox"
2165,272,258,moz:tiri:ti,"n., neut",brick,,"moz:tiri:ti, n., neut. - brick"
2166,272,258,mo:tu,adj,big,(G. moti),"mo:tu, adj. - big (G. moti)"
2167,272,258,mo:dva:né jha:du,"n., neut",olive tree,,"mo:dva:né jha:du, n., neut. - olive tree"
2168,272,258,mo:go,"n., neut",(mo:ga:) earthern pot,,"mo:go:,n., neut. (mo:ga:) earthern pot"
2169,272,258,mo:ju,"n., neut",foot wear,(H. G. M. mo:ci: »10349),"mo:ju,n., neut. - foot wear (H. G. M. mo:ci: »10349)"
2170,272,258,mo:mna:putia,"n., neut., pl",first created conples,,"mo:mna:putia:, n., neut., pl. - first created conples"
2171,272,258,moz:l,"o., neut",price ( H.mo:/),,"moz:l, o., neut. ~ price ( H.mo:/)"
2172,272,258,mo:}yu,"n., neut",idol made of cloth like a triangle,(G. mo:liyi),"mo:}yu, n., neut. - idol made of cloth like a triangle , (G. mo:liyi)"
2173,272,258,mo:r,"n., neut",meat,,"mo:r,n., neut. ~ meat"
2174,272,258,mo:ra,"n., neut",peacock,(G. mor),"mo:ra:, n., neut. — peacock (G. mor)"
2175,272,258,mutu,"n., neut",pearl,(Ta. muttu),"mutu, n., neut. - pearl (Ta. muttu)"
2176,272,258,muter,"n., neut",urine,(G. muttar »10234),"muter, n., neut. — urine (G. muttar »10234)"
2177,272,258,mufi,"n., neut. (Ta. mutti)",knee,,"mufi, n., neut. (Ta. mutti) — knee"
2178,272,258,mudikyu,"n., neut",head,,"mudikyu, n., neut. — head"
2179,272,258,mudu,"n., neut",end (mutivu),,"mudu, n., neut. - end (mutivu)"
2180,272,258,muko:dira:y,"n., neut",Arabian Sea,,"muko:dira:y, n., neut. - Arabian Sea"
2181,272,258,mukku,"n., neut",dumb people,(G. mi:gti &10231),"mukku, n., neut, — dumb people (G. mi:gti &10231)"
2182,272,258,muce,"n., neut",moustache,,"muce:, n., neut. — moustache"
2183,272,258,mudka:ni,"n., neut",twinkling of the eye,(M. micakné »10118),"mudka:ni, n., neut. — twinkling of the eye (M. micakné »10118)"
2184,273,259,mundri,"n., neut",noose,,"mundri, n., neut. — noose"
2185,273,259,munge:s,"D., neut",mongoose,(M. miigis »9702),"munge:s, D., neut. — mongoose (M. miigis »9702)"
2186,273,259,muriki,"n., neut",earring,,"muriki, n., neut. - earring"
2187,273,259,murrgi,"n.,fem (murigiye:)",hen,,"murrgi,n.,fem (murigiye:) — hen"
2188,273,259,murego,"n., mas. (murtga:)",cock,(G. margho),"murego:, n., mas. (murtga:) — cock (G. margho)"
2189,273,259,murdu,"n., neut",corpse,,"murdu, n., neut. - corpse"
2190,273,259,muynanepali,"o., neut","drum stick, a kind of vege- table",,"muynanepali, o., neut. - drum stick, a kind of vege- table"
2191,273,259,mu:ca:y,"v., c",cause to close,,"mu:ca:y, v., c. — cause to close"
2192,273,259,muicz,"v., ne",close,(H. mu:cna:),"muicz, v., ne, — close (H. mu:cna:)"
2193,273,259,mu:ndina:k,"v , nc",shave,(G. mil:do »10191),"mu:ndina:k, v , nc. - shave (G. mil:do »10191)"
2194,273,259,mu:liya:ne gadde,"n, neut",root of raddish,,"mu:liya:ne gadde, n, neut. — root of raddish"
2195,273,259,muiRel,"n., neut",pestle,"(G. musli, M. mutsal >10223)","muiRel, n., neut.— pestle (G. musli, M. mutsal >10223)"
2196,273,259,myayno,n.. neut. (mhayna:),month (G: mahino),,"myayno:, n.. neut. (mhayna:) - month (G: mahino)"
2197,273,259,mhayl,"n., neut",building,"(G. mzka:r, H. maka:l)","mhayl, n., neut. ~ building (G. mzka:r, H. maka:l)"
2198,273,259,mbha:l#,"n., neut",bee-hive,,"mbha:l#,n., neut. — bee-hive"
2199,273,259,mhaty,adj,in,(G. ma:hy),"mhaty, adj. — in (G. ma:hy)"
2200,273,259,mho:du,"n , neut. (mho:da:)",mouth,(G. mokdiyit >10158),"mho:du, n , neut. (mho:da:) ~ mouth (G. mokdiyit >10158)"
2201,273,259,mho-kallo:pa:ni,"n., neut",rain water,,"mho-kallo:pa:ni, n., neut. — rain water"
2202,273,259,mho:ko,"n., neut",crow pheasant,,"mho:ko:, n., neut. — crow pheasant"
2203,273,259,mrtgf,"n., neut",an animal like goat,(S. mrga >10264) {nj,"mrtgf, n., neut.—an animal like goat (S. mrga >10264) {nj"
2204,273,259,nitarkato,adv,if not,,"nitarkato:, adv. - if not"
2205,273,259,nitre,adj,"like, similar",,"nitre, adj. - like, similar"
2206,273,259,= nitra:y,"v., ne",drain,,"= nitra:y, v., ne. - drain"
2207,274,260,nikdo:/likdo,"n., neut. (nikda:)",cumb,,"nikdo:/likdo:, n., neut. (nikda:) - cumb"
2208,274,260,nikjaty,"v., c",cause to start,,"nikjaty, v., c. — cause to start"
2209,274,260,nikli,"v., ne",start,,"nikli, v., ne. ~ start"
2210,274,260,niva:la,"n., neut",morsel,,"niva:la:, n., neut. — morsel"
2211,274,260,nindar,"n., neut",sleep (Gy. eur. nendir 7200),,"nindar, n., neut. - sleep (Gy. eur. nendir 7200)"
2212,274,260,nila:karva:ru,"n., neut",cattle,,"nila:karva:ru, n., neut. — cattle"
2213,274,260,nirmo:ji,"n., neut","clearing nut, strychnus potatorum",,"nirmo:ji, n., neut.— clearing nut, strychnus potatorum"
2214,274,260,ni:mda:ntpandu,"n., neut",neem seed,,"ni:mda:ntpandu, n., neut. neem seed"
2215,274,260,ni:lam,"n., neut",blue,(G. ni:lz »7563),"ni:lam, n., neut. ~ blue (G. ni:lz »7563)"
2216,274,260,ne:kiva:Jo,"n., mas",wicked person,,"ne:kiva:Jo:, n., mas. ~ wicked person"
2217,274,260,nent,"n., neut",eye,(G. nen),"nent, n., neut. - eye (G. nen)"
2218,274,260,ne:ram,"n., neut",time,(Ta. ne:ram DED 3128),"ne:ram, n., neut. - time (Ta. ne:ram DED 3128)"
2219,274,260,natukucu,"n., neut",a kind of bird,,"natukucu, n., neut. ~ a kind of bird"
2220,274,260,nate,"n., neut. (Ta. nattay)",snail,(DED 2965),"nate, n., neut. (Ta. nattay) — snail (DED 2965)"
2221,274,260,natru,"n., neut",relation,,"natru, n., neut. - relation"
2222,274,260,naddi,"n., neut",river,(S. nadi: »6943),"naddi, n., neut. — river (S. nadi: »6943)"
2223,274,260,nadraiy,"v., nc","apper, be visible",,"nadraiy, v., nc. — apper, be visible"
2224,274,260,naka:y,"V., ¢",cause to put,,"naka:y, V., ¢. — cause to put"
2225,274,260,nakkhi,"n., neut",hoof,(G. nakh 6914),"nakkhi, n., neut. — hoof (G. nakh 6914)"
2226,274,260,nakkhes,"n., neut",mark on a bamboo stick,,"nakkhes, n., neut. - mark on a bamboo stick"
2227,274,260,nakkhezr,"n., neut",nail,"(H. rudh, G. nak, nakhor »6914)","nakkhezr, n., neut. ~ nail (H. rudh, G. nak, nakhor »6914)"
2228,274,260,nakto,"n., neut",a kind of bird living in water,,"nakto:, n., neut. - a kind of bird living in water"
2229,274,260,nav/navu,adj,new,(G. nav »6983),"nav/navu, adj. - new (G. nav »6983)"
2230,274,260,nave,dv,not,,"nave:, dv. — not"
2231,274,260,navo:mafko,"n., neut",a new pot,,"navo:mafko:, n., neut. - a new pot"
2232,274,260,navrangi,"p., fem",a girl,,"navrangi,p., fem. ~ a girl"
2233,275,261,navmo:!gu:ga],"n., neut., pl",for puja,,"navmo:!gu:ga], n., neut., pl. - for puja"
2234,275,261,nasi:b#,"0., neut",- own,,"nasi:b#, 0., neut. —- own"
2235,275,261,wnambadt,"0D., neut",black crane,,"wnambadt, 0D., neut. - black crane"
2236,275,261,nandi,"n., mas",bull,(S. nandin 6953),"nandi,n., mas. - bull (S. nandin 6953)"
2237,275,261,nandanba:g,"n., neut",flower garden,(S. nandana >7058),"nandanba:g, n., neut. — flower garden (S. nandana >7058)"
2238,275,261,nangri,"n., neut",town,(S. nagara 6924),"nangri, n., neut. - town (S. nagara 6924)"
2239,275,261,nalle:r,"n , neut",square stalked vine,,"nalle:r, n , neut. — square stalked vine"
2240,275,261,naRa:dt,"v., c",chase,,"naRa:dt, v., c. - chase"
2241,275,261,nav,"n., neut",nine,(G. nay 6784),"nav, n., neut. — nine (G. nay 6784)"
2242,275,261,na,part,negation,"(G. na, H. n@: 6907)","na:, part. ~ negation (G. na, H. n@: 6907)"
2243,275,261,naitinava:si,"0., neut., pl",grand children and great children,,"naitinava:si, 0., neut., pl.— grand children and great children"
2244,275,261,naitini,"n., fem. (nastini}e:)",grand-daughter,(H. na:tini),"naitini, n., fem. (nastini}e:) — grand-daughter (H. na:tini)"
2245,275,261,naztiyo,"n., mas. (no:tiva:)",grandson,,"naztiyo:, n., mas. (no:tiva:) ~ grandson"
2246,275,261,na:di,"n., neut",little crane,,"na:di, n., neut. ~ little crane"
2247,275,261,na:do:bha:man,"n., mas",,,"na:do:bha:man, n., mas"
2248,275,261,nadu,"n., neut",knot,,"nadu, n., neut. — knot"
2249,275,261,natk,"n., neut",nose,(H. natka: »7037),"natk, n., neut. - nose (H. natka: »7037)"
2250,275,261,na;ka,"D., neut",eye of the needle,,"na;ka:, D., neut. — eye of the needle"
2251,275,261,naikovli,"n., neut",nostril,,"naikovli, n., neut. — nostril"
2252,275,261,naigar,"D., neut",plough,,"naigar, D., neut. — plough"
2253,275,261,naigda:/la:gda,"n., neut., pl",wood far fuel,"(G, fa:kur 11000)","naigda:/la:gda:, n., neut., pl.— wood far fuel (G, fa:kur 11000)"
2254,275,261,naicaty,"V., Cc",cause to dance,,"naicaty, V., Cc. — cause to dance"
2255,275,261,nazst,"v., nc",dance,(G. na:cya »7046),"nazst, v., nc. — dance (G. na:cya »7046)"
2256,275,261,na:y,"D., neut",justice,,"na:y, D., neut. — justice"
2257,276,262,nats,"n., nent",snuff,,"nats, n., nent. — snuff"
2258,276,262,na:m,"n, neut",name,(G. na:m %7067),"na:m,n, neut. ~ name (G. na:m %7067)"
2259,276,262,na:nder,"n., neut",lantern,,"na:nder, n., neut. — lantern"
2260,276,262,nani,"n., fem. (ma:niye:)",grand—mother,(H. nanix »7059),"nani, n., fem. (ma:niye:) — grand—mother (H. nanix »7059)"
2261,276,262,na:niphalam,"0., newt",one and a quarter anna,,"na:niphalam, 0., newt. - one and a quarter anna"
2262,276,262,na:no,"0., mas (na:na:)",grand—father,(H. nana: *7059),"na:no:, 0., mas (na:na:) - grand—father (H. nana: *7059)"
2263,276,262,xa:ri,"n., neut",tiffir,,"xa:ri, n., neut. - tiffir"
2264,276,262,nars,"0., neut",fibre,(H. ma:r 7047),"nars, 0., neut. — fibre (H. ma:r 7047)"
2265,276,262,na:ra},"n , neut",coconut,(G. na:riyal »7075),"na:ra},n , neut. - coconut (G. na:riyal »7075)"
2266,276,262,na:raliste:l,"n , neut",coconut oil,,"na:raliste:l, n , neut. — coconut oil"
2267,276,262,na:R,"v., ne",run,(G. na: hsawit),"na:R,v., ne. — run (G. na: hsawit)"
2268,276,262,na:yiyo,"n., mas",leader,,"na:yiyo:, n., mas, - leader"
2269,276,262,nokko,dv,do not want,(Pa. no: 7607),"nokko:, dv. ~ do not want (Pa. no: 7607)"
2270,276,262,nocad#,"v., nce","drain, squeezc",,"nocad#, v., nce. ~ drain, squeezc"
2271,276,262,nocada:y,"v.,c",cause to drain or squeeze,,"nocada:y, v.,c. = cause to drain or squeeze"
2272,276,262,novko:d#,"n., fem",name of a goddess,,"novko:d#, n., fem. ~ name of a goddess"
2273,276,262,nods,"V., nc","see, look (Kan. no:du DED 3144)",,"nods, V., nc. - see, look (Kan. no:du DED 3144)"
2274,276,262,nucs/luct,"v., nc",wipe,(G. luchyit),"nucs/luct, v., nc. - wipe (G. luchyit)"
2275,276,262,nuca:v/luca:y,"v., ¢",cause to wipe,,"nuca:v/luca:y, v., ¢. — cause to wipe"
2276,276,262,numal/ruma:l,"n., neut","turban (H,. rumaili)",,"numal/ruma:l, n., neut. - turban (H,. rumaili)"
2277,276,262,nungét,"D., neut",palmyra-kernal,(Ta. nuiky DED 3065),"nungét, D., neut. - palmyra-kernal (Ta. nuiky DED 3065)"
2278,276,262,nhava:dt,"v., c",cause to bathe,,"nhava:dt, v., c. — cause to bathe"
2279,276,262,nhazv,"v., ne",bathe,(G. nahviz),"nhazv, v., ne. - bathe (G. nahviz)"
2280,276,262,nha:tidho:ti,adj,bathing,(G. na: hti/dho:ti),"nha:tidho:ti, adj. bathing (G. na: hti/dho:ti)"
2281,277,263,nha:nu,adj,little,(G. nanii/nazhau),"nha:nu, adj. - little (G. nanii/nazhau)"
2282,277,263,nhainumakkhi,"n., neut",little fly,,"nhainumakkhi, n., neut. —little fly"
2283,277,263,nha:ni,"n, neut",puberty,(G. na:kn the mensus),"nha:ni, n, neut. — puberty (G. na:kn the mensus)"
2284,277,263,nho:ri,"n., mas",fox,(Ta. nari DED 2981),"nho:ri, n., mas. — fox (Ta. nari DED 2981)"
2285,277,263,nho:rikh&:v,"n., neut., pl",people who eat the flesh of fox,,"nho:rikh&:v, n., neut., pl. - people who eat the flesh of fox"
2286,277,263,nhe:ran,"n:, fem",vixer [Ij,,"nhe:ran, n:, fem. —vixer [Ij"
2287,277,263,likkt,v.. nc,write,(S. likh *11046),"likkt, v.. nc. - write (S. likh *11046)"
2288,277,263,Itkhedo,"n., neut. (likkeda:)",a kind of comb,,"Itkhedo:, n., neut. (likkeda:) — a kind of comb"
2289,277,263,likhe,"n., neut","a nit (K. likho, S. likka 11045)",,"likhe:, n., neut. — a nit (K. likho, S. likka 11045)"
2290,277,263,likkyu,"n., neut",script,,"likkyu, n., neut. - script"
2291,277,263,ligazv,"v., nc",Squeeze out,(G. nichovvit),"ligazv, v., nc. - Squeeze out (G. nichovvit)"
2292,277,263,li:p,v. nc,"smear (Pa, le:pna, 8. lipta 11059)",,"li:p, v. nc. - smear (Pa, le:pna, 8. lipta 11059)"
2293,277,263,li:panca:pan,"u., neut",smearing ete.,,"li:panca:pan, u., neut. ~ smearing ete."
2294,277,263,li:ta,"n., neut",drawing,,"li:ta:, n., neut. - drawing"
2295,277,263,dismbu,"n., neut",lemon,"(G, /imbu)","dismbu, n., neut. — lemon (G, /imbu)"
2296,277,263,li:ndi,"n., neut",liver,,"li:ndi, n., neut. — liver"
2297,277,263,li:ndiyo,"n., neut",white eagle,,"li:ndiyo:, n., neut. ~ white eagle"
2298,277,263,leva:y,,"V., c. cause to buy",,"leva:y, V., c. cause to buy"
2299,277,263,fez,"v, Be",buy,(G. le:wit),"fez, v, Be. - buy (G. le:wit)"
2300,277,263,Jle:mdi:ntba:ji,"n., neut",a kind of green leaf,,"Jle:mdi:ntba:ji, n., neut. + a kind of green leaf"
2301,277,263,Je:n,"n., neut",row,(G. ili),"Je:n, n., neut. - row (G. ili)"
2302,277,263,Jape,"v., nc",hide,,"Jape, v., nc. — hide"
2303,277,263,Japija,"v., ne",escape,,"Japija:, v., ne. ~ escape"
2304,277,263,lapatkonda:y,"v., nc",be thirsty,,"lapatkonda:y, v., nc. ~ be thirsty"
2305,278,264,lapse,"v., nc","role, wind",,"lapse, v., nc. ~ role, wind"
2306,278,264,Jabbare,"n., peut",rubber,,"Jabbare,n., peut. — rubber"
2307,278,264,Jati,"n., neut",a bundle of locked hair,,"Jati, n., neut. — a bundle of locked hair"
2308,278,264,Jate,"n., neut",cater—piller,,"Jate, n., neut. - cater—piller"
2309,278,264,Jaturo,"n., neut-",a kind of cuckoo,,"Jaturo:, n., neut- - a kind of cuckoo"
2310,278,264,Jada:y,"n., neut",quarrel,(H. lada:y),"Jada:y, n., neut. - quarrel (H. lada:y)"
2311,278,264,lada:yjinga'y,"n., neut",trouble,,"lada:yjinga'y, n., neut. - trouble"
2312,278,264,Jad#,"n., neut",single string ina rope,"(H. lar, M. lad 10921)","Jad#, n., neut.—single string ina rope (H. lar, M. lad 10921)"
2313,278,264,Jadska,"n., neut",children,"(H. larka:, °ki »10924)","Jadska:, n., neut. - children (H. larka:, °ki »10924)"
2314,278,264,lakcam,"n., neut",lakh,(G. M. la:kh >10881),"lakcam, n., neut.— lakh (G. M. la:kh >10881)"
2315,278,264,lakmanra: ja,"n., mas",king Lakman,,"lakmanra: ja:, n., mas. — king Lakman"
2316,278,264,Jagan,"n., neut",love,(H. Jagan),"Jagan, n., neut. - love (H. Jagan)"
2317,278,264,lagazd#,"v., c","cause to join, cause to stick",(H. lagna:),"lagazd#, v., c. — cause to join, cause to stick (H. lagna:)"
2318,278,264,Jags,"v., nc",join or stick (H: lagna: »10895),,"Jags, v., nc. ~ join or stick (H: lagna: »10895)"
