Record_Type,Report,Printed_Page,Gloss_Number,Gloss,Site_Code,Site_Name,Dialect_Group,Response,Similarity_Group,Raw_Transcription,Transcription,Review,Uncertainty,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Key
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,80,246,long,A,Niralapunji,War-Jaintia target wordlist,1,1,kr,kɔrɔŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-niralapunji,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 80, item 246, Niralapunji]",silwarjaintia2007:g246:sil-war-jaintia-2007-niralapunji:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,80,246,long,B,Aliachora,War-Jaintia target wordlist,1,1,kr,kɔrɔŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-aliachora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 80, item 246, Aliachora]",silwarjaintia2007:g246:sil-war-jaintia-2007-aliachora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,80,246,long,C,Dabolchora,War-Jaintia target wordlist,1,1,kr,kɔrɔŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-dabolchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 80, item 246, Dabolchora]",silwarjaintia2007:g246:sil-war-jaintia-2007-dabolchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,80,246,long,D,Singur,War-Jaintia target wordlist,1,1,kr,kɔrɔŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-singur,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 80, item 246, Singur]",silwarjaintia2007:g246:sil-war-jaintia-2007-singur:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,80,246,long,E,Barenga,War-Jaintia target wordlist,1,1,kr,kɔrɔŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-barenga,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 80, item 246, Barenga]",silwarjaintia2007:g246:sil-war-jaintia-2007-barenga:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,80,246,long,I,Magurchora,War-Jaintia target wordlist,1,1,kr,kɔrɔŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-magurchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 80, item 246, Magurchora]",silwarjaintia2007:g246:sil-war-jaintia-2007-magurchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,80,246,long,G,Jaintiapur,Jowai/Pnar comparison,2,2,dar,dʒarɔŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Jowai/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 80, item 246, Jaintiapur]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,80,246,long,K,Shella,Khasi War comparison,1,2,dro,dʒroŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Khasi War comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 80, item 246, Shella]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,80,246,long,L,Shillong,standard Khasi comparison,1,2,dro,dʒroŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,standard Khasi comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 80, item 246, Shillong]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,80,246,long,F,Noksia,Synteng/Pnar comparison,1,2,r,ʈʃrɔŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Synteng/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 80, item 246, Noksia]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,80,246,long,G,Jaintiapur,Jowai/Pnar comparison,3,3,dar,dʒarɔŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Jowai/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 80, item 246, Jaintiapur]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,80,246,long,H,Panai,Lyngngam comparison,1,3,der ro,dʒer roŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Lyngngam comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 80, item 246, Panai]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,80,247,short (length),B,Aliachora,War-Jaintia target wordlist,1,1,hert,ʈʃherɪt,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-aliachora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 80, item 247, Aliachora]",silwarjaintia2007:g247:sil-war-jaintia-2007-aliachora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,80,247,short (length),A,Niralapunji,War-Jaintia target wordlist,1,1,hrt,ʈʃhrɪt,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-niralapunji,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 80, item 247, Niralapunji]",silwarjaintia2007:g247:sil-war-jaintia-2007-niralapunji:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,80,247,short (length),D,Singur,War-Jaintia target wordlist,1,1,hrt,ʈʃhrɪt,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-singur,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 80, item 247, Singur]",silwarjaintia2007:g247:sil-war-jaintia-2007-singur:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,80,247,short (length),E,Barenga,War-Jaintia target wordlist,1,1,hrt,ʈʃhrɪt,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-barenga,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 80, item 247, Barenga]",silwarjaintia2007:g247:sil-war-jaintia-2007-barenga:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,80,247,short (length),I,Magurchora,War-Jaintia target wordlist,1,1,hrt,ʈʃhrɪt,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-magurchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 80, item 247, Magurchora]",silwarjaintia2007:g247:sil-war-jaintia-2007-magurchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,80,247,short (length),J,Amlarem,War-Jaintia target wordlist,1,1,rt,ʈʃrɨt,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-amlarem,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 80, item 247, Amlarem]",silwarjaintia2007:g247:sil-war-jaintia-2007-amlarem:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,80,247,short (length),C,Dabolchora,War-Jaintia target wordlist,1,2,sbiat du,sbia̯t du,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-dabolchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 80, item 247, Dabolchora]",silwarjaintia2007:g247:sil-war-jaintia-2007-dabolchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,80,247,short (length),G,Jaintiapur,Jowai/Pnar comparison,1,3,taban,taban,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Jowai/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 80, item 247, Jaintiapur]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,80,247,short (length),F,Noksia,Synteng/Pnar comparison,1,3,tbian,tbia̯n,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Synteng/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 80, item 247, Noksia]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,80,247,short (length),L,Shillong,standard Khasi comparison,1,4,l kt,lɨŋ kɔt,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,standard Khasi comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 80, item 247, Shillong]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,80,247,short (length),H,Panai,Lyngngam comparison,1,4,to kut,toŋ kut,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Lyngngam comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 80, item 247, Panai]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,80,247,short (length),L,Shillong,standard Khasi comparison,2,5,l kt,lɨŋ kɔt,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,standard Khasi comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 80, item 247, Shillong]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,80,247,short (length),K,Shella,Khasi War comparison,1,5,l ,lɨŋ ŋɔŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Khasi War comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 80, item 247, Shella]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,248,heavy,A,Niralapunji,War-Jaintia target wordlist,1,1,stu,stuʔ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-niralapunji,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 248, Niralapunji]",silwarjaintia2007:g248:sil-war-jaintia-2007-niralapunji:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,248,heavy,B,Aliachora,War-Jaintia target wordlist,1,1,stu,stuʔ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-aliachora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 248, Aliachora]",silwarjaintia2007:g248:sil-war-jaintia-2007-aliachora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,248,heavy,C,Dabolchora,War-Jaintia target wordlist,1,1,stu,stuʔ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-dabolchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 248, Dabolchora]",silwarjaintia2007:g248:sil-war-jaintia-2007-dabolchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,248,heavy,D,Singur,War-Jaintia target wordlist,1,1,stu,stuʔ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-singur,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 248, Singur]",silwarjaintia2007:g248:sil-war-jaintia-2007-singur:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,248,heavy,E,Barenga,War-Jaintia target wordlist,1,1,stu,stuʔ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-barenga,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 248, Barenga]",silwarjaintia2007:g248:sil-war-jaintia-2007-barenga:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,248,heavy,I,Magurchora,War-Jaintia target wordlist,1,1,stu,stuʔ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-magurchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 248, Magurchora]",silwarjaintia2007:g248:sil-war-jaintia-2007-magurchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,248,heavy,J,Amlarem,War-Jaintia target wordlist,1,1,stu,stuʔ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-amlarem,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 248, Amlarem]",silwarjaintia2007:g248:sil-war-jaintia-2007-amlarem:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,248,heavy,F,Noksia,Synteng/Pnar comparison,1,2,khia,khia̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Synteng/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 248, Noksia]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,248,heavy,L,Shillong,standard Khasi comparison,1,2,khia,khia̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,standard Khasi comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 248, Shillong]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,248,heavy,K,Shella,Khasi War comparison,1,2,khie,khie̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Khasi War comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 248, Shella]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,248,heavy,G,Jaintiapur,Jowai/Pnar comparison,1,2,khi,khiə̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Jowai/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 248, Jaintiapur]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,248,heavy,H,Panai,Lyngngam comparison,1,3,khn ja,khɨn ja,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Lyngngam comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 248, Panai]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,249,light (not heavy),A,Niralapunji,War-Jaintia target wordlist,1,1,stia,stia̯ŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-niralapunji,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 249, Niralapunji]",silwarjaintia2007:g249:sil-war-jaintia-2007-niralapunji:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,249,light (not heavy),B,Aliachora,War-Jaintia target wordlist,1,1,stia,stia̯ŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-aliachora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 249, Aliachora]",silwarjaintia2007:g249:sil-war-jaintia-2007-aliachora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,249,light (not heavy),C,Dabolchora,War-Jaintia target wordlist,1,1,stia,stia̯ŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-dabolchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 249, Dabolchora]",silwarjaintia2007:g249:sil-war-jaintia-2007-dabolchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,249,light (not heavy),D,Singur,War-Jaintia target wordlist,1,1,stia,stia̯ŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-singur,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 249, Singur]",silwarjaintia2007:g249:sil-war-jaintia-2007-singur:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,249,light (not heavy),E,Barenga,War-Jaintia target wordlist,1,1,stia,stia̯ŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-barenga,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 249, Barenga]",silwarjaintia2007:g249:sil-war-jaintia-2007-barenga:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,249,light (not heavy),I,Magurchora,War-Jaintia target wordlist,1,1,stia,stia̯ŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-magurchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 249, Magurchora]",silwarjaintia2007:g249:sil-war-jaintia-2007-magurchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,249,light (not heavy),J,Amlarem,War-Jaintia target wordlist,1,1,stia,stia̯ŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-amlarem,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 249, Amlarem]",silwarjaintia2007:g249:sil-war-jaintia-2007-amlarem:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,249,light (not heavy),G,Jaintiapur,Jowai/Pnar comparison,1,1,stin,stin,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Jowai/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 249, Jaintiapur]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,249,light (not heavy),F,Noksia,Synteng/Pnar comparison,1,1,sti,stiŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Synteng/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 249, Noksia]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,249,light (not heavy),K,Shella,Khasi War comparison,1,1,sti,stiŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Khasi War comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 249, Shella]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,249,light (not heavy),L,Shillong,standard Khasi comparison,1,1,sti,stiŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,standard Khasi comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 249, Shillong]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,249,light (not heavy),H,Panai,Lyngngam comparison,1,2,sn ti,sɨn tiŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Lyngngam comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 249, Panai]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,249,light (not heavy),A,Niralapunji,War-Jaintia target wordlist,2,2,stia,stia̯ŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-niralapunji,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 249, Niralapunji]",silwarjaintia2007:g249:sil-war-jaintia-2007-niralapunji:i2
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,249,light (not heavy),B,Aliachora,War-Jaintia target wordlist,2,2,stia,stia̯ŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-aliachora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 249, Aliachora]",silwarjaintia2007:g249:sil-war-jaintia-2007-aliachora:i2
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,249,light (not heavy),C,Dabolchora,War-Jaintia target wordlist,2,2,stia,stia̯ŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-dabolchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 249, Dabolchora]",silwarjaintia2007:g249:sil-war-jaintia-2007-dabolchora:i2
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,249,light (not heavy),D,Singur,War-Jaintia target wordlist,2,2,stia,stia̯ŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-singur,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 249, Singur]",silwarjaintia2007:g249:sil-war-jaintia-2007-singur:i2
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,249,light (not heavy),E,Barenga,War-Jaintia target wordlist,2,2,stia,stia̯ŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-barenga,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 249, Barenga]",silwarjaintia2007:g249:sil-war-jaintia-2007-barenga:i2
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,249,light (not heavy),I,Magurchora,War-Jaintia target wordlist,2,2,stia,stia̯ŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-magurchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 249, Magurchora]",silwarjaintia2007:g249:sil-war-jaintia-2007-magurchora:i2
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,249,light (not heavy),J,Amlarem,War-Jaintia target wordlist,2,2,stia,stia̯ŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-amlarem,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 249, Amlarem]",silwarjaintia2007:g249:sil-war-jaintia-2007-amlarem:i2
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,249,light (not heavy),F,Noksia,Synteng/Pnar comparison,2,2,sti,stiŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Synteng/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 249, Noksia]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,249,light (not heavy),K,Shella,Khasi War comparison,2,2,sti,stiŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Khasi War comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 249, Shella]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,249,light (not heavy),L,Shillong,standard Khasi comparison,2,2,sti,stiŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,standard Khasi comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 249, Shillong]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,250,fat,B,Aliachora,War-Jaintia target wordlist,1,1,mea,mea̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-aliachora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 250, Aliachora]",silwarjaintia2007:g250:sil-war-jaintia-2007-aliachora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,250,fat,A,Niralapunji,War-Jaintia target wordlist,1,1,mia,mia̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-niralapunji,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 250, Niralapunji]",silwarjaintia2007:g250:sil-war-jaintia-2007-niralapunji:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,250,fat,C,Dabolchora,War-Jaintia target wordlist,1,1,mia,mia̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-dabolchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 250, Dabolchora]",silwarjaintia2007:g250:sil-war-jaintia-2007-dabolchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,250,fat,D,Singur,War-Jaintia target wordlist,1,1,mia,mia̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-singur,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 250, Singur]",silwarjaintia2007:g250:sil-war-jaintia-2007-singur:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,250,fat,E,Barenga,War-Jaintia target wordlist,1,1,mia,mia̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-barenga,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 250, Barenga]",silwarjaintia2007:g250:sil-war-jaintia-2007-barenga:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,250,fat,I,Magurchora,War-Jaintia target wordlist,1,1,mia,mia̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-magurchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 250, Magurchora]",silwarjaintia2007:g250:sil-war-jaintia-2007-magurchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,81,250,fat,F,Noksia,Synteng/Pnar comparison,1,2,bahe,bahe,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Synteng/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 81, item 250, Noksia]",
