Record_Type,Source_Key,PDF_Page,Printed_Page,Column,Item,Gloss,Site,Role,Source_Name,Location,Source_Raw,Manual_Transcription,Resolved_Forms,Similarity_Groups,Qualifiers,Manual_Review,Item_Review_Note,Uncertainty_Type,OCR_Evidence_Primary,OCR_Evidence_Secondary,OCR_Evidence_Latin,Source_Status,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Keys
wordlist cell,webster2024haryanvi,30,23,1,43,sky,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,2 asman /3 akaf,2 asman /3 akaf,2 asman /3 akaf,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 23, item 43, HIN]",
wordlist cell,webster2024haryanvi,30,23,1,43,sky,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,2 as*man,2 as*man,2 as°man,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 23, item 43, PUN]",
wordlist cell,webster2024haryanvi,30,23,2,44,star,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 t̪ara,1 t̪ara,t̪ara,1,,manual-scan,,,1 tara,1 tara,1 țara,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 23, item 44, HRT]",silharyanvi2024:i044:hrt:v01
wordlist cell,webster2024haryanvi,30,23,2,44,star,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 t̪ara,1 t̪ara,t̪ara,1,,manual-scan,,,1 tara,1 tara,1 tara,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 23, item 44, HJN]",silharyanvi2024:i044:hjn:v01
wordlist cell,webster2024haryanvi,30,23,2,44,star,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",1 t̪ara,1 t̪ara,t̪ara,1,,manual-scan,,,1 tara,1 tara,1 țara,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 23, item 44, HFT]",silharyanvi2024:i044:hft:v01
wordlist cell,webster2024haryanvi,30,23,2,44,star,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 t̪ara,1 t̪ara,t̪ara,1,,manual-scan,,,1 tara,1 tara,1 ġara,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 23, item 44, HNG]",silharyanvi2024:i044:hng:v01
wordlist cell,webster2024haryanvi,30,23,2,44,star,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,1 tare,1 tare,1 țare,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 23, item 44, BPL]",
wordlist cell,webster2024haryanvi,30,23,2,44,star,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",1 t̪ara,1 t̪ara,t̪ara,1,,manual-scan,,,1 tara-,1 tara-,1 țara-,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 23, item 44, HTR]",silharyanvi2024:i044:htr:v01
wordlist cell,webster2024haryanvi,30,23,2,44,star,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",1 t̪ara,1 t̪ara,t̪ara,1,,manual-scan,,,1 tara,1 tara,1 tara,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 23, item 44, HLH]",silharyanvi2024:i044:hlh:v01
wordlist cell,webster2024haryanvi,30,23,2,44,star,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,1 tara,1 tara,1 tara,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 23, item 44, PBG]",
wordlist cell,webster2024haryanvi,30,23,2,44,star,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,1 tara,1 tara,1 tara,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 23, item 44, HIN]",
wordlist cell,webster2024haryanvi,30,23,2,44,star,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,1 tara,1 tara,1 ġara,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 23, item 44, PUN]",
wordlist cell,webster2024haryanvi,30,23,3,45,rain,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 mi,1 mi,mi,1,,manual-scan,,,1 mi,1 mi,1 mi,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 23, item 45, HRT]",silharyanvi2024:i045:hrt:v01
wordlist cell,webster2024haryanvi,30,23,3,45,rain,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 mi,1 mi,mi,1,,manual-scan,,,1 mi,1 mi,í mi,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 23, item 45, HJN]",silharyanvi2024:i045:hjn:v01
wordlist cell,webster2024haryanvi,30,23,3,45,rain,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",1 mi /2 baris,1 mi /2 baris,mi | baris,1 | 2, | ,manual-scan,,,1 mi /2 baris,1 mi /2 baris,1 mi 2 baris,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 23, item 45, HFT]",silharyanvi2024:i045:hft:v01 | silharyanvi2024:i045:hft:v02
wordlist cell,webster2024haryanvi,30,23,3,45,rain,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 mi /2 barʌs,1 mi /2 barʌs,mi | barʌs,1 | 2, | ,manual-scan,,,1 mi /2 baras,1 mi /2 baras,1 mi /2 baras,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 23, item 45, HNG]",silharyanvi2024:i045:hng:v01 | silharyanvi2024:i045:hng:v02
wordlist cell,webster2024haryanvi,30,23,3,45,rain,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,3 mehe,3 mehe,3 mehe,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 23, item 45, BPL]",
wordlist cell,webster2024haryanvi,30,23,3,45,rain,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",4 mije,4 mije,mije,4,,manual-scan,,,4 mije,4 mije,4 mije,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 23, item 45, HTR]",silharyanvi2024:i045:htr:v01
wordlist cell,webster2024haryanvi,30,23,3,45,rain,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",3 me,3 me,me,3,,manual-scan,,,3 me,3 me,3 me,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 23, item 45, HLH]",silharyanvi2024:i045:hlh:v01
wordlist cell,webster2024haryanvi,30,23,3,45,rain,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,5 bark*a,5 bark*a,5 barkta,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 23, item 45, PBG]",
wordlist cell,webster2024haryanvi,30,23,3,45,rain,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,2 bacif /2 barf,2 bacif /2 barf,2 barif 12 barf,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 23, item 45, HIN]",
wordlist cell,webster2024haryanvi,30,23,3,45,rain,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,1 aTh,1 aTh,1 mTh,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 23, item 45, PUN]",
wordlist cell,webster2024haryanvi,31,24,1,46,water,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 paṇi,1 paṇi,paṇi,1,,manual-scan,"parenthetical “black” is a source note, not a second form",,1 pant (black),1 pant (black),1 pani (black),response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 24, item 46, HRT]",silharyanvi2024:i046:hrt:v01
wordlist cell,webster2024haryanvi,31,24,1,46,water,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 paṇi,1 paṇi,paṇi,1,,manual-scan,"parenthetical “black” is a source note, not a second form",,1 pant,1 pant,1 pani,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 24, item 46, HJN]",silharyanvi2024:i046:hjn:v01
wordlist cell,webster2024haryanvi,31,24,1,46,water,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",1 paṇi,1 paṇi,paṇi,1,,manual-scan,"parenthetical “black” is a source note, not a second form",,1 pant,1 pant,1 pani,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 24, item 46, HFT]",silharyanvi2024:i046:hft:v01
wordlist cell,webster2024haryanvi,31,24,1,46,water,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 paṇi,1 paṇi,paṇi,1,,manual-scan,"parenthetical “black” is a source note, not a second form",,1 pant,1 pant,1 pani,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 24, item 46, HNG]",silharyanvi2024:i046:hng:v01
wordlist cell,webster2024haryanvi,31,24,1,46,water,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,1 pant,1 pant,1 pani,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 24, item 46, BPL]",
wordlist cell,webster2024haryanvi,31,24,1,46,water,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",1 paṇi,1 paṇi,paṇi,1,,manual-scan,"parenthetical “black” is a source note, not a second form",,1 pani,1 pani,1 paņi,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 24, item 46, HTR]",silharyanvi2024:i046:htr:v01
wordlist cell,webster2024haryanvi,31,24,1,46,water,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",1 paṇi,1 paṇi,paṇi,1,,manual-scan,"parenthetical “black” is a source note, not a second form",,1 paqi,1 paqi,1 pani,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 24, item 46, HLH]",silharyanvi2024:i046:hlh:v01
wordlist cell,webster2024haryanvi,31,24,1,46,water,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,1 pant,1 pant,1 panı,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 24, item 46, PBG]",
wordlist cell,webster2024haryanvi,31,24,1,46,water,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,1 pant,1 pant,1 pani,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 24, item 46, HIN]",
wordlist cell,webster2024haryanvi,31,24,1,46,water,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,1 nani,1 nani,1 nani,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 24, item 46, PUN]",
wordlist cell,webster2024haryanvi,31,24,2,47,river,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",[elicitation note: call by name],[elicitation note: call by name],,,,manual-scan,all five target blanks confirmed; HRT contains an elicitation instruction rather than a lexical form,,call by name,call by name,call by name,elicitation-note,excluded,"source gives an elicitation instruction, not a lexical response",kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 24, item 47, HRT]",
wordlist cell,webster2024haryanvi,31,24,2,47,river,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",[blank],[blank],,,,manual-scan,,,,,,blank,excluded,source cell is visibly blank,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 24, item 47, HJN]",
wordlist cell,webster2024haryanvi,31,24,2,47,river,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",[blank],[blank],,,,manual-scan,,,,,,blank,excluded,source cell is visibly blank,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 24, item 47, HFT]",
