Record_Type,Source_Key,PDF_Page,Printed_Page,Column,Item,Gloss,Site,Role,Source_Name,Location,Source_Raw,Manual_Transcription,Resolved_Forms,Similarity_Groups,Qualifiers,Manual_Review,Item_Review_Note,Uncertainty_Type,OCR_Evidence_Primary,OCR_Evidence_Secondary,OCR_Evidence_Latin,Source_Status,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Keys
wordlist cell,webster2024haryanvi,35,28,2,116,girl,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,3 kod!,3 kod!,3 kodi,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 28, item 116, PUN]",
wordlist cell,webster2024haryanvi,35,28,3,117,day,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 d̪in,1 d̪in,d̪in,1,,manual-scan,source length dot retained,,1 den,1 den,1 den,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 28, item 117, HRT]",silharyanvi2024:i117:hrt:v01
wordlist cell,webster2024haryanvi,35,28,3,117,day,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 d̪ɛn·,1 d̪ɛn·,d̪ɛn·,1,,manual-scan,source length dot retained,,1 gen-,1 gen-,1 den.,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 28, item 117, HJN]",silharyanvi2024:i117:hjn:v01
wordlist cell,webster2024haryanvi,35,28,3,117,day,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",1 d̪in,1 d̪in,d̪in,1,,manual-scan,source length dot retained,,1 gin,1 gin,1 din,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 28, item 117, HFT]",silharyanvi2024:i117:hft:v01
wordlist cell,webster2024haryanvi,35,28,3,117,day,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 d̪in,1 d̪in,d̪in,1,,manual-scan,source length dot retained,,1 qin,1 qin,ł dtn,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 28, item 117, HNG]",silharyanvi2024:i117:hng:v01
wordlist cell,webster2024haryanvi,35,28,3,117,day,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,1 gin,1 gin,1 din,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 28, item 117, BPL]",
wordlist cell,webster2024haryanvi,35,28,3,117,day,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",1 d̪in,1 d̪in,d̪in,1,,manual-scan,source length dot retained,,1 din,1 din,1 din,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 28, item 117, HTR]",silharyanvi2024:i117:htr:v01
wordlist cell,webster2024haryanvi,35,28,3,117,day,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",1 d̪in,1 d̪in,d̪in,1,,manual-scan,source length dot retained,,1 gin,1 gin,1 gdin,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 28, item 117, HLH]",silharyanvi2024:i117:hlh:v01
wordlist cell,webster2024haryanvi,35,28,3,117,day,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,1 din /2 decda,1 din /2 decda,1 din ?2 deçda,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 28, item 117, PBG]",
wordlist cell,webster2024haryanvi,35,28,3,117,day,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,1 din,1 din,1 din,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 28, item 117, HIN]",
wordlist cell,webster2024haryanvi,35,28,3,117,day,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,1 den,1 den,1 den,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 28, item 117, PUN]",
wordlist cell,webster2024haryanvi,35,28,1,118,night,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 rat̪,1 rat̪,rat̪,1,,manual-scan,,,1 rat,1 rat,1 rat,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 28, item 118, HRT]",silharyanvi2024:i118:hrt:v01
wordlist cell,webster2024haryanvi,35,28,1,118,night,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 rɛt̪,1 rɛt̪,rɛt̪,1,,manual-scan,,,1 ret,1 ret,1 ræt,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 28, item 118, HJN]",silharyanvi2024:i118:hjn:v01
wordlist cell,webster2024haryanvi,35,28,1,118,night,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",1 rat̪,1 rat̪,rat̪,1,,manual-scan,,,1 cag,1 cag,2 rag,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 28, item 118, HFT]",silharyanvi2024:i118:hft:v01
wordlist cell,webster2024haryanvi,35,28,1,118,night,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 rat̪,1 rat̪,rat̪,1,,manual-scan,,,1 rat,1 rat,1 rat,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 28, item 118, HNG]",silharyanvi2024:i118:hng:v01
wordlist cell,webster2024haryanvi,35,28,1,118,night,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,1 rat,1 rat,1 rat,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 28, item 118, BPL]",
wordlist cell,webster2024haryanvi,35,28,1,118,night,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",1 rat̪,1 rat̪,rat̪,1,,manual-scan,,,1 rat,1 rat,1 rat,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 28, item 118, HTR]",silharyanvi2024:i118:htr:v01
wordlist cell,webster2024haryanvi,35,28,1,118,night,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",1 rat̪,1 rat̪,rat̪,1,,manual-scan,,,1 rat,1 rat,1 rat,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 28, item 118, HLH]",silharyanvi2024:i118:hlh:v01
wordlist cell,webster2024haryanvi,35,28,1,118,night,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,1 rat,1 rat,1 rati,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 28, item 118, PBG]",
wordlist cell,webster2024haryanvi,35,28,1,118,night,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,1 cat,1 cat,i rat,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 28, item 118, HIN]",
wordlist cell,webster2024haryanvi,35,28,1,118,night,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,1 rate,1 rate,1 rațł”,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 28, item 118, PUN]",
wordlist cell,webster2024haryanvi,35,28,2,119,morning,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 t̪ʌḍ·ka,1 t̪ʌḍ·ka,t̪ʌḍ·ka,1,,manual-scan,source length dot retained,,1 tad-ka,1 tad-ka,1 tadq>ka,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 28, item 119, HRT]",silharyanvi2024:i119:hrt:v01
wordlist cell,webster2024haryanvi,35,28,2,119,morning,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 t̪ʌḍke /2 tʃʰok,1 t̪ʌḍke /2 tʃʰok,t̪ʌḍke | tʃʰok,1 | 2, | ,manual-scan,source length dot retained,,1 tadke /2 tf*odk,1 tadke /2 tf*odk,1 tadke 12 tfrök,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 28, item 119, HJN]",silharyanvi2024:i119:hjn:v01 | silharyanvi2024:i119:hjn:v02
wordlist cell,webster2024haryanvi,35,28,2,119,morning,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",3 d̪inge,3 d̪inge,d̪inge,3,,manual-scan,source length dot retained,,3 gunge,3 gunge,3 gdtnge,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 28, item 119, HFT]",silharyanvi2024:i119:hft:v01
wordlist cell,webster2024haryanvi,35,28,2,119,morning,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 t̪ʌḍʌka /4 sʌbera,1 t̪ʌḍʌka /4 sʌbera,t̪ʌḍʌka | sʌbera,1 | 4, | ,manual-scan,source length dot retained,,1 tadaka /4 sabera,1 tadaka /4 sabera,1 tadaka 7/4 sabera,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 28, item 119, HNG]",silharyanvi2024:i119:hng:v01 | silharyanvi2024:i119:hng:v02
wordlist cell,webster2024haryanvi,35,28,2,119,morning,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,5 sobah,5 sobah,5 sobah,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 28, item 119, BPL]",
wordlist cell,webster2024haryanvi,35,28,2,119,morning,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",1 t̪ʌḍke /5 sebeh,1 t̪ʌḍke /5 sebeh,t̪ʌḍke | sebeh,1 | 5, | ,manual-scan,source length dot retained,,1 tadke /5 sobeh,1 tadke /5 sobeh,1 tadke ?5 sobeh,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 28, item 119, HTR]",silharyanvi2024:i119:htr:v01 | silharyanvi2024:i119:htr:v02
wordlist cell,webster2024haryanvi,35,28,2,119,morning,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",1 t̪ʌḍka,1 t̪ʌḍka,t̪ʌḍka,1,,manual-scan,source length dot retained,,1 gadka,1 gadka,1 gadka,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 28, item 119, HLH]",silharyanvi2024:i119:hlh:v01
wordlist cell,webster2024haryanvi,35,28,2,119,morning,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,4 subtera,4 subtera,4 subiera,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 28, item 119, PBG]",
wordlist cell,webster2024haryanvi,35,28,2,119,morning,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,5 subah /4 saobera,5 subah /4 saobera,5 subah /4 səbera,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 28, item 119, HIN]",
wordlist cell,webster2024haryanvi,35,28,2,119,morning,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,4 savere,4 savere,4 savere,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 28, item 119, PUN]",
wordlist cell,webster2024haryanvi,35,28,3,120,noon,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 dopʰʌri,1 dopʰʌri,dopʰʌri,1,,manual-scan,,,1 dop*aci,1 dop*aci,1 dopħacri,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 28, item 120, HRT]",silharyanvi2024:i120:hrt:v01
wordlist cell,webster2024haryanvi,35,28,3,120,noon,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 d̪uperi,1 d̪uperi,d̪uperi,1,,manual-scan,,,1 duperct,1 duperct,1 guperi,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 28, item 120, HJN]",silharyanvi2024:i120:hjn:v01
wordlist cell,webster2024haryanvi,35,28,3,120,noon,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",1 d̪opʌr,1 d̪opʌr,d̪opʌr,1,,manual-scan,,,1 dopar,1 dopar,1 dopar,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 28, item 120, HFT]",silharyanvi2024:i120:hft:v01
wordlist cell,webster2024haryanvi,35,28,3,120,noon,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 d̪opeher,1 d̪opeher,d̪opeher,1,,manual-scan,,,1 gopeher,1 gopeher,1 gaopeher,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 28, item 120, HNG]",silharyanvi2024:i120:hng:v01
wordlist cell,webster2024haryanvi,35,28,3,120,noon,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,1 dopeheri,1 dopeheri,1 dopeheci,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 28, item 120, BPL]",
wordlist cell,webster2024haryanvi,35,28,3,120,noon,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",1 dopʌr,1 dopʌr,dopʌr,1,,manual-scan,,,1 dopar,1 dopar,1 dopar,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 28, item 120, HTR]",silharyanvi2024:i120:htr:v01
wordlist cell,webster2024haryanvi,35,28,3,120,noon,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",1 dopʌr,1 dopʌr,dopʌr,1,,manual-scan,,,1 dopar,1 dopar,1 dopar,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 28, item 120, HLH]",silharyanvi2024:i120:hlh:v01
wordlist cell,webster2024haryanvi,35,28,3,120,noon,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,2 dine,2 dine,2 dine,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 28, item 120, PBG]",
wordlist cell,webster2024haryanvi,35,28,3,120,noon,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,1 dupahe /1 dopahar,1 dupahe /1 dopahar,1 dupahc 1 dopahacr,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 28, item 120, HIN]",
wordlist cell,webster2024haryanvi,35,28,3,120,noon,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,1 gopeher,1 gopeher,1 gdopeher,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 28, item 120, PUN]",
wordlist cell,webster2024haryanvi,36,29,1,121,evening,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 sãdʒ /2 d̪in tʃupe,1 sãdʒ /2 d̪in tʃupe,sãdʒ | d̪in tʃupe,1 | 2, | ,manual-scan,,,1 sadg 72 Hin tfepe,1 sads 72 din tfepe,1 adz /2 in tfepe,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 29, item 121, HRT]",silharyanvi2024:i121:hrt:v01 | silharyanvi2024:i121:hrt:v02
wordlist cell,webster2024haryanvi,36,29,1,121,evening,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 sãdʒ,1 sãdʒ,sãdʒ,1,,manual-scan,,,1 sadz,1 sadz,1 sdz,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 29, item 121, HJN]",silharyanvi2024:i121:hjn:v01
wordlist cell,webster2024haryanvi,36,29,1,121,evening,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",3 aṭʌṇ· /4 aṇḍivʌl·,3 aṭʌṇ· /4 aṇḍivʌl·,aṭʌṇ· | aṇḍivʌl·,3 | 4, | ,manual-scan,HFT forms are faint; source length dots retained,transcription,3 atane 44 andivale,3 atane 44 andivale,3 agane 44 anqdivale,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 29, item 121, HFT]",silharyanvi2024:i121:hft:v01 | silharyanvi2024:i121:hft:v02
wordlist cell,webster2024haryanvi,36,29,1,121,evening,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 sãdʒ,1 sãdʒ,sãdʒ,1,,manual-scan,,,1 sau,1 sau,1 s3d3,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 29, item 121, HNG]",silharyanvi2024:i121:hng:v01
wordlist cell,webster2024haryanvi,36,29,1,121,evening,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,1 sadg /§ Jan,1 sadg /§ Jan,1 xad /5 fxn,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 121, BPL]",
wordlist cell,webster2024haryanvi,36,29,1,121,evening,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",1 sãdʒ,1 sãdʒ,sãdʒ,1,,manual-scan,,,1 sadg,1 sadg,1 sädg,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 29, item 121, HTR]",silharyanvi2024:i121:htr:v01
wordlist cell,webster2024haryanvi,36,29,1,121,evening,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",1 sãdʒ /3 aṭʰʌṇka,1 sãdʒ /3 aṭʰʌṇka,sãdʒ | aṭʰʌṇka,1 | 3, | ,manual-scan,,,L sadg 73 at anka,L sadg 73 at anka,1 sad; 13 atranka,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 29, item 121, HLH]",silharyanvi2024:i121:hlh:v01 | silharyanvi2024:i121:hlh:v02
wordlist cell,webster2024haryanvi,36,29,1,121,evening,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,1 sandsu,1 sandsu,1 sandgu,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 121, PBG]",
wordlist cell,webster2024haryanvi,36,29,1,121,evening,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,1 satdg 75 Sam,1 satdg 75 Sam,1 såäTdz I5 fam,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 121, HIN]",
wordlist cell,webster2024haryanvi,36,29,1,121,evening,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,S fam 16 kakala 73 ag-an,S fam 16 kakala 73 ag-an,5 fam /6 kakala 7/3 ag-an,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 121, PUN]",
wordlist cell,webster2024haryanvi,36,29,2,122,yesterday,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 kʌl,1 kʌl,kʌl,1,,manual-scan,,,1 kal,1 kal,i kal,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 29, item 122, HRT]",silharyanvi2024:i122:hrt:v01
wordlist cell,webster2024haryanvi,36,29,2,122,yesterday,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 kal,1 kal,kal,1,,manual-scan,,,1 kal,1 kal,1 ka!,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 29, item 122, HJN]",silharyanvi2024:i122:hjn:v01
wordlist cell,webster2024haryanvi,36,29,2,122,yesterday,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",1 kal,1 kal,kal,1,,manual-scan,,,1 kal,1 kal,1 kal,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 29, item 122, HFT]",silharyanvi2024:i122:hft:v01
wordlist cell,webster2024haryanvi,36,29,2,122,yesterday,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 kʌl,1 kʌl,kʌl,1,,manual-scan,,,1 kal,1 kal,1 kal,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 29, item 122, HNG]",silharyanvi2024:i122:hng:v01
wordlist cell,webster2024haryanvi,36,29,2,122,yesterday,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,1 kal 42 fckare,1 kal 42 fckare,1 kal /2 fcekare,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 122, BPL]",
wordlist cell,webster2024haryanvi,36,29,2,122,yesterday,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",1 kʌl,1 kʌl,kʌl,1,,manual-scan,,,1 kal,1 kal,1 kal,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 29, item 122, HTR]",silharyanvi2024:i122:htr:v01
wordlist cell,webster2024haryanvi,36,29,2,122,yesterday,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",1 kʌl,1 kʌl,kʌl,1,,manual-scan,,,1 kal,1 kal,1 kal,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 29, item 122, HLH]",silharyanvi2024:i122:hlh:v01
wordlist cell,webster2024haryanvi,36,29,2,122,yesterday,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,1 pitflo kal,1 pitflo kal,1 pitflo kal,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 122, PBG]",
wordlist cell,webster2024haryanvi,36,29,2,122,yesterday,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,1 kal n    PUN 1 kal,1 kal,1 kal q    PUN 1 kal,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 122, HIN]",
wordlist cell,webster2024haryanvi,36,29,2,122,yesterday,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,,1 kal,,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 122, PUN]",
wordlist cell,webster2024haryanvi,36,29,3,123,today,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 adʒ,1 adʒ,adʒ,1,,manual-scan,,,1 ads,1 ads,1 adz,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 29, item 123, HRT]",silharyanvi2024:i123:hrt:v01
wordlist cell,webster2024haryanvi,36,29,3,123,today,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 adʒ,1 adʒ,adʒ,1,,manual-scan,,,1 adz,1 adz,1 ad3,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 29, item 123, HJN]",silharyanvi2024:i123:hjn:v01
