Status,Reason,Entry_Key,Site_Code,Site_Description,Language_ID,Base_Language,Concept,Gloss,Printed_Page,Column,Response_Index,Response_Count,Raw_Cell,Response,House_Form,Tags,Source
ingested,response 1 of 2 printed in one cell,beine-bhatri:OCU:85:1,OCU,"Oriya from Cuttack Tahsil, Cuttack District, Orissa",beine_ocu,Or,85,fat,19,1,1,2,tʃ̩e̠r̩biʔbu.̩so,tʃ̩e̠r̩bi,cəṛbi,,"beine2017bhatri[p. 19, item 85, site OCU]"
ingested,response 2 of 2 printed in one cell,beine-bhatri:OCU:85:2,OCU,"Oriya from Cuttack Tahsil, Cuttack District, Orissa",beine_ocu,Or,85,fat,19,1,2,2,tʃ̩e̠r̩biʔbu.̩so,bu.̩so,bu.so,,"beine2017bhatri[p. 19, item 85, site OCU]"
missing,the source prints an en dash: no word was elicited at this site,,HBH,"Halbi from Bhatpal, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_hbh,hal,85,fat,19,1,,0,–,,,,"beine2017bhatri[p. 19, item 85, site HBH]"
ingested,single response,beine-bhatri:BAU:85:1,BAU,"Bhatri from Auli, Nowrangapur Tahsil, Koraput District, Orissa",beine_bau,Bhatri,85,fat,19,1,1,1,bc̠̽s,bc̠̽s,bɔ̃s,,"beine2017bhatri[p. 19, item 85, site BAU]"
missing,the source prints an en dash: no word was elicited at this site,,BSA,"Bhatri from Sargipal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bsa,Bhatri,85,fat,19,1,,0,–,,,,"beine2017bhatri[p. 19, item 85, site BSA]"
ingested,single response,beine-bhatri:BJE:85:1,BJE,"Bhatri from Jeypore Tahsil, Koraput District, Orissa",beine_bje,Bhatri,85,fat,19,1,1,1,be̠̽s,be̠̽s,bə̃s,,"beine2017bhatri[p. 19, item 85, site BJE]"
ingested,response 1 of 2 printed in one cell,beine-bhatri:BKP:85:1,BKP,"Bhatri from Kotpad Tahsil, Koraput District, Orissa",beine_bkp,Bhatri,85,fat,19,1,1,2,tʃ̩e̠r̩biʔbasil,tʃ̩e̠r̩bi,cəṛbi,,"beine2017bhatri[p. 19, item 85, site BKP]"
ingested,response 2 of 2 printed in one cell,beine-bhatri:BKP:85:2,BKP,"Bhatri from Kotpad Tahsil, Koraput District, Orissa",beine_bkp,Bhatri,85,fat,19,1,2,2,tʃ̩e̠r̩biʔbasil,basil,basil,,"beine2017bhatri[p. 19, item 85, site BKP]"
ingested,single response,beine-bhatri:BUM:85:1,BUM,"Bhatri from Umarkot Tahsil, Koraput District, Orissa",beine_bum,Bhatri,85,fat,19,1,1,1,basil,basil,basil,,"beine2017bhatri[p. 19, item 85, site BUM]"
ingested,single response,beine-bhatri:BCB:85:1,BCB,"Bhatri from Chote Badal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bcb,Bhatri,85,fat,19,1,1,1,bv̠sil,bv̠sil,bʌsil,,"beine2017bhatri[p. 19, item 85, site BCB]"
ingested,single response,beine-bhatri:BAN:85:1,BAN,"Bhatri from Anantpur, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_ban,Bhatri,85,fat,19,1,1,1,bv̠sil,bv̠sil,bʌsil,,"beine2017bhatri[p. 19, item 85, site BAN]"
ingested,single response,beine-bhatri:BAR:85:1,BAR,"Bhatri from Karpaud, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bar,Bhatri,85,fat,19,1,1,1,bv̠sil,bv̠sil,bʌsil,,"beine2017bhatri[p. 19, item 85, site BAR]"
ingested,single response,beine-bhatri:BAG:85:1,BAG,"Bhatri from Amaguda, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bag,Bhatri,85,fat,19,1,1,1,tʃ̩v̠r̩bi,tʃ̩v̠r̩bi,cʌṛbi,,"beine2017bhatri[p. 19, item 85, site BAG]"
ingested,single response,beine-bhatri:OAR:86:1,OAR,"Adivasi Oriya from Araku Valley, Visak District, Andhra Pradesh",beine_oar,AdivasiOriya,86,fish,19,2,1,1,matʃ̩,matʃ̩,mac,,"beine2017bhatri[p. 19, item 86, site OAR]"
ingested,single response,beine-bhatri:OCU:86:1,OCU,"Oriya from Cuttack Tahsil, Cuttack District, Orissa",beine_ocu,Or,86,fish,19,2,1,1,ma.̩tʃ̩o,ma.̩tʃ̩o,ma.co,,"beine2017bhatri[p. 19, item 86, site OCU]"
ingested,single response,beine-bhatri:HBH:86:1,HBH,"Halbi from Bhatpal, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_hbh,hal,86,fish,19,2,1,1,me̠tʃ̩ri,me̠tʃ̩ri,məcri,,"beine2017bhatri[p. 19, item 86, site HBH]"
ingested,single response,beine-bhatri:BAU:86:1,BAU,"Bhatri from Auli, Nowrangapur Tahsil, Koraput District, Orissa",beine_bau,Bhatri,86,fish,19,2,1,1,matʃ̩,matʃ̩,mac,,"beine2017bhatri[p. 19, item 86, site BAU]"
ingested,single response,beine-bhatri:BSA:86:1,BSA,"Bhatri from Sargipal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bsa,Bhatri,86,fish,19,2,1,1,matʃ̩h,matʃ̩h,macʰ,,"beine2017bhatri[p. 19, item 86, site BSA]"
ingested,single response,beine-bhatri:BJE:86:1,BJE,"Bhatri from Jeypore Tahsil, Koraput District, Orissa",beine_bje,Bhatri,86,fish,19,2,1,1,matʃ̩,matʃ̩,mac,,"beine2017bhatri[p. 19, item 86, site BJE]"
ingested,single response,beine-bhatri:BKP:86:1,BKP,"Bhatri from Kotpad Tahsil, Koraput District, Orissa",beine_bkp,Bhatri,86,fish,19,2,1,1,matʃ̩ĥ,matʃ̩ĥ,macʰ,,"beine2017bhatri[p. 19, item 86, site BKP]"
ingested,single response,beine-bhatri:BUM:86:1,BUM,"Bhatri from Umarkot Tahsil, Koraput District, Orissa",beine_bum,Bhatri,86,fish,19,2,1,1,matʃ̩ĥ,matʃ̩ĥ,macʰ,,"beine2017bhatri[p. 19, item 86, site BUM]"
ingested,single response,beine-bhatri:BCB:86:1,BCB,"Bhatri from Chote Badal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bcb,Bhatri,86,fish,19,2,1,1,matʃ̩ĥ,matʃ̩ĥ,macʰ,,"beine2017bhatri[p. 19, item 86, site BCB]"
ingested,single response,beine-bhatri:BAN:86:1,BAN,"Bhatri from Anantpur, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_ban,Bhatri,86,fish,19,2,1,1,matʃ̩ĥ,matʃ̩ĥ,macʰ,,"beine2017bhatri[p. 19, item 86, site BAN]"
ingested,single response,beine-bhatri:BAR:86:1,BAR,"Bhatri from Karpaud, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bar,Bhatri,86,fish,19,2,1,1,matʃ̩ĥ,matʃ̩ĥ,macʰ,,"beine2017bhatri[p. 19, item 86, site BAR]"
ingested,single response,beine-bhatri:BAG:86:1,BAG,"Bhatri from Amaguda, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bag,Bhatri,86,fish,19,2,1,1,matʃ̩ĥ,matʃ̩ĥ,macʰ,,"beine2017bhatri[p. 19, item 86, site BAG]"
ingested,single response,beine-bhatri:OAR:87:1,OAR,"Adivasi Oriya from Araku Valley, Visak District, Andhra Pradesh",beine_oar,AdivasiOriya,87,chicken,19,3,1,1,ɡanza,ɡanza,ganza,,"beine2017bhatri[p. 19, item 87, site OAR]"
ingested,single response,beine-bhatri:OCU:87:1,OCU,"Oriya from Cuttack Tahsil, Cuttack District, Orissa",beine_ocu,Or,87,chicken,19,3,1,1,kukudˑa,kukudˑa,kukuḍa,,"beine2017bhatri[p. 19, item 87, site OCU]"
ingested,single response,beine-bhatri:HBH:87:1,HBH,"Halbi from Bhatpal, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_hbh,hal,87,chicken,19,3,1,1,kukrˑa,kukrˑa,kukṛa,,"beine2017bhatri[p. 19, item 87, site HBH]"
ingested,single response,beine-bhatri:BAU:87:1,BAU,"Bhatri from Auli, Nowrangapur Tahsil, Koraput District, Orissa",beine_bau,Bhatri,87,chicken,19,3,1,1,kowkrˑa,kowkrˑa,kovkṛa,,"beine2017bhatri[p. 19, item 87, site BAU]"
ingested,single response,beine-bhatri:BSA:87:1,BSA,"Bhatri from Sargipal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bsa,Bhatri,87,chicken,19,3,1,1,kowkrˑa,kowkrˑa,kovkṛa,,"beine2017bhatri[p. 19, item 87, site BSA]"
ingested,single response,beine-bhatri:BJE:87:1,BJE,"Bhatri from Jeypore Tahsil, Koraput District, Orissa",beine_bje,Bhatri,87,chicken,19,3,1,1,kukrˑv̠,kukrˑv̠,kukṛʌ,,"beine2017bhatri[p. 19, item 87, site BJE]"
ingested,single response,beine-bhatri:BKP:87:1,BKP,"Bhatri from Kotpad Tahsil, Koraput District, Orissa",beine_bkp,Bhatri,87,chicken,19,3,1,1,kukrˑa,kukrˑa,kukṛa,,"beine2017bhatri[p. 19, item 87, site BKP]"
ingested,single response,beine-bhatri:BUM:87:1,BUM,"Bhatri from Umarkot Tahsil, Koraput District, Orissa",beine_bum,Bhatri,87,chicken,19,3,1,1,kakrˑa,kakrˑa,kakṛa,,"beine2017bhatri[p. 19, item 87, site BUM]"
ingested,single response,beine-bhatri:BCB:87:1,BCB,"Bhatri from Chote Badal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bcb,Bhatri,87,chicken,19,3,1,1,kukrˑa,kukrˑa,kukṛa,,"beine2017bhatri[p. 19, item 87, site BCB]"
ingested,single response,beine-bhatri:BAN:87:1,BAN,"Bhatri from Anantpur, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_ban,Bhatri,87,chicken,19,3,1,1,kowkrˑa,kowkrˑa,kovkṛa,,"beine2017bhatri[p. 19, item 87, site BAN]"
ingested,single response,beine-bhatri:BAR:87:1,BAR,"Bhatri from Karpaud, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bar,Bhatri,87,chicken,19,3,1,1,kukrˑa,kukrˑa,kukṛa,,"beine2017bhatri[p. 19, item 87, site BAR]"
ingested,single response,beine-bhatri:BAG:87:1,BAG,"Bhatri from Amaguda, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bag,Bhatri,87,chicken,19,3,1,1,kukowrˑa,kukowrˑa,kukovṛa,,"beine2017bhatri[p. 19, item 87, site BAG]"
ingested,single response,beine-bhatri:OAR:88:1,OAR,"Adivasi Oriya from Araku Valley, Visak District, Andhra Pradesh",beine_oar,AdivasiOriya,88,egg,20,1,1,1,dˑim,dˑim,ḍim,,"beine2017bhatri[p. 20, item 88, site OAR]"
ingested,single response,beine-bhatri:OCU:88:1,OCU,"Oriya from Cuttack Tahsil, Cuttack District, Orissa",beine_ocu,Or,88,egg,20,1,1,1,onˑda,onˑda,oṇda,,"beine2017bhatri[p. 20, item 88, site OCU]"
ingested,single response,beine-bhatri:HBH:88:1,HBH,"Halbi from Bhatpal, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_hbh,hal,88,egg,20,1,1,1,ɡar,ɡar,gar,,"beine2017bhatri[p. 20, item 88, site HBH]"
ingested,single response,beine-bhatri:BAU:88:1,BAU,"Bhatri from Auli, Nowrangapur Tahsil, Koraput District, Orissa",beine_bau,Bhatri,88,egg,20,1,1,1,ɡar̩,ɡar̩,gaṛ,,"beine2017bhatri[p. 20, item 88, site BAU]"
ingested,single response,beine-bhatri:BSA:88:1,BSA,"Bhatri from Sargipal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bsa,Bhatri,88,egg,20,1,1,1,ɡar̩,ɡar̩,gaṛ,,"beine2017bhatri[p. 20, item 88, site BSA]"
ingested,single response,beine-bhatri:BJE:88:1,BJE,"Bhatri from Jeypore Tahsil, Koraput District, Orissa",beine_bje,Bhatri,88,egg,20,1,1,1,ɡar̩,ɡar̩,gaṛ,,"beine2017bhatri[p. 20, item 88, site BJE]"
ingested,single response,beine-bhatri:BKP:88:1,BKP,"Bhatri from Kotpad Tahsil, Koraput District, Orissa",beine_bkp,Bhatri,88,egg,20,1,1,1,ɡar̩e̠,ɡar̩e̠,gaṛə,,"beine2017bhatri[p. 20, item 88, site BKP]"
ingested,single response,beine-bhatri:BUM:88:1,BUM,"Bhatri from Umarkot Tahsil, Koraput District, Orissa",beine_bum,Bhatri,88,egg,20,1,1,1,ɡar̩,ɡar̩,gaṛ,,"beine2017bhatri[p. 20, item 88, site BUM]"
ingested,single response,beine-bhatri:BCB:88:1,BCB,"Bhatri from Chote Badal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bcb,Bhatri,88,egg,20,1,1,1,ɡar̩,ɡar̩,gaṛ,,"beine2017bhatri[p. 20, item 88, site BCB]"
ingested,single response,beine-bhatri:BAN:88:1,BAN,"Bhatri from Anantpur, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_ban,Bhatri,88,egg,20,1,1,1,ɡa.̩r̩,ɡa.̩r̩,ga.ṛ,,"beine2017bhatri[p. 20, item 88, site BAN]"
ingested,single response,beine-bhatri:BAR:88:1,BAR,"Bhatri from Karpaud, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bar,Bhatri,88,egg,20,1,1,1,ɡar̩,ɡar̩,gaṛ,,"beine2017bhatri[p. 20, item 88, site BAR]"
ingested,single response,beine-bhatri:BAG:88:1,BAG,"Bhatri from Amaguda, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bag,Bhatri,88,egg,20,1,1,1,ɡar̩,ɡar̩,gaṛ,,"beine2017bhatri[p. 20, item 88, site BAG]"
ingested,single response,beine-bhatri:OAR:89:1,OAR,"Adivasi Oriya from Araku Valley, Visak District, Andhra Pradesh",beine_oar,AdivasiOriya,89,cow,20,2,1,1,ɡai,ɡai,gai,,"beine2017bhatri[p. 20, item 89, site OAR]"
ingested,single response,beine-bhatri:OCU:89:1,OCU,"Oriya from Cuttack Tahsil, Cuttack District, Orissa",beine_ocu,Or,89,cow,20,2,1,1,ɡai,ɡai,gai,,"beine2017bhatri[p. 20, item 89, site OCU]"
ingested,single response,beine-bhatri:HBH:89:1,HBH,"Halbi from Bhatpal, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_hbh,hal,89,cow,20,2,1,1,ɡaj,ɡaj,gay,,"beine2017bhatri[p. 20, item 89, site HBH]"
ingested,single response,beine-bhatri:BAU:89:1,BAU,"Bhatri from Auli, Nowrangapur Tahsil, Koraput District, Orissa",beine_bau,Bhatri,89,cow,20,2,1,1,ɡaj,ɡaj,gay,,"beine2017bhatri[p. 20, item 89, site BAU]"
ingested,single response,beine-bhatri:BSA:89:1,BSA,"Bhatri from Sargipal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bsa,Bhatri,89,cow,20,2,1,1,ɡaj,ɡaj,gay,,"beine2017bhatri[p. 20, item 89, site BSA]"
ingested,single response,beine-bhatri:BJE:89:1,BJE,"Bhatri from Jeypore Tahsil, Koraput District, Orissa",beine_bje,Bhatri,89,cow,20,2,1,1,ɡai,ɡai,gai,,"beine2017bhatri[p. 20, item 89, site BJE]"
ingested,single response,beine-bhatri:BKP:89:1,BKP,"Bhatri from Kotpad Tahsil, Koraput District, Orissa",beine_bkp,Bhatri,89,cow,20,2,1,1,ɡaj,ɡaj,gay,,"beine2017bhatri[p. 20, item 89, site BKP]"
ingested,single response,beine-bhatri:BUM:89:1,BUM,"Bhatri from Umarkot Tahsil, Koraput District, Orissa",beine_bum,Bhatri,89,cow,20,2,1,1,ɡai,ɡai,gai,,"beine2017bhatri[p. 20, item 89, site BUM]"
ingested,single response,beine-bhatri:BCB:89:1,BCB,"Bhatri from Chote Badal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bcb,Bhatri,89,cow,20,2,1,1,ɡaj,ɡaj,gay,,"beine2017bhatri[p. 20, item 89, site BCB]"
ingested,single response,beine-bhatri:BAN:89:1,BAN,"Bhatri from Anantpur, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_ban,Bhatri,89,cow,20,2,1,1,ɡaj,ɡaj,gay,,"beine2017bhatri[p. 20, item 89, site BAN]"
ingested,single response,beine-bhatri:BAR:89:1,BAR,"Bhatri from Karpaud, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bar,Bhatri,89,cow,20,2,1,1,ɡai,ɡai,gai,,"beine2017bhatri[p. 20, item 89, site BAR]"
ingested,single response,beine-bhatri:BAG:89:1,BAG,"Bhatri from Amaguda, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bag,Bhatri,89,cow,20,2,1,1,ɡai,ɡai,gai,,"beine2017bhatri[p. 20, item 89, site BAG]"
ingested,single response,beine-bhatri:OAR:90:1,OAR,"Adivasi Oriya from Araku Valley, Visak District, Andhra Pradesh",beine_oar,AdivasiOriya,90,buffalo,20,3,1,1,bo�̽si,boi̽si,boĩsi,,"beine2017bhatri[p. 20, item 90, site OAR]"
ingested,single response,beine-bhatri:OCU:90:1,OCU,"Oriya from Cuttack Tahsil, Cuttack District, Orissa",beine_ocu,Or,90,buffalo,20,3,1,1,moi.̩ʃ̩a,moi.̩ʃ̩a,moi.ṣa,,"beine2017bhatri[p. 20, item 90, site OCU]"
ingested,single response,beine-bhatri:HBH:90:1,HBH,"Halbi from Bhatpal, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_hbh,hal,90,buffalo,20,3,1,1,bho̽jsa,bho̽jsa,bʰõysa,,"beine2017bhatri[p. 20, item 90, site HBH]"
ingested,single response,beine-bhatri:BAU:90:1,BAU,"Bhatri from Auli, Nowrangapur Tahsil, Koraput District, Orissa",beine_bau,Bhatri,90,buffalo,20,3,1,1,be̠̽îsa,be̠̽îsa,bə̃i̯sa,,"beine2017bhatri[p. 20, item 90, site BAU]"
ingested,single response,beine-bhatri:BSA:90:1,BSA,"Bhatri from Sargipal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bsa,Bhatri,90,buffalo,20,3,1,1,bhe̽jsa,bhe̽jsa,bʰẽysa,,"beine2017bhatri[p. 20, item 90, site BSA]"
ingested,single response,beine-bhatri:BJE:90:1,BJE,"Bhatri from Jeypore Tahsil, Koraput District, Orissa",beine_bje,Bhatri,90,buffalo,20,3,1,1,be̠̽jsa,be̠̽jsa,bə̃ysa,,"beine2017bhatri[p. 20, item 90, site BJE]"
ingested,single response,beine-bhatri:BKP:90:1,BKP,"Bhatri from Kotpad Tahsil, Koraput District, Orissa",beine_bkp,Bhatri,90,buffalo,20,3,1,1,be̠�̽si,be̠i̽si,bəĩsi,,"beine2017bhatri[p. 20, item 90, site BKP]"
ingested,single response,beine-bhatri:BUM:90:1,BUM,"Bhatri from Umarkot Tahsil, Koraput District, Orissa",beine_bum,Bhatri,90,buffalo,20,3,1,1,bho�̽sa,bhoi̽sa,bʰoĩsa,,"beine2017bhatri[p. 20, item 90, site BUM]"
ingested,single response,beine-bhatri:BCB:90:1,BCB,"Bhatri from Chote Badal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bcb,Bhatri,90,buffalo,20,3,1,1,bhv̠̽jsa,bhv̠̽jsa,bʰʌ̃ysa,,"beine2017bhatri[p. 20, item 90, site BCB]"
ingested,single response,beine-bhatri:BAN:90:1,BAN,"Bhatri from Anantpur, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_ban,Bhatri,90,buffalo,20,3,1,1,bhv̠̽isa,bhv̠̽isa,bʰʌ̃isa,,"beine2017bhatri[p. 20, item 90, site BAN]"
ingested,single response,beine-bhatri:BAR:90:1,BAR,"Bhatri from Karpaud, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bar,Bhatri,90,buffalo,20,3,1,1,bhe̽îsa,bhe̽îsa,bʰẽi̯sa,,"beine2017bhatri[p. 20, item 90, site BAR]"
ingested,single response,beine-bhatri:BAG:90:1,BAG,"Bhatri from Amaguda, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bag,Bhatri,90,buffalo,20,3,1,1,bhe̽îsa,bhe̽îsa,bʰẽi̯sa,,"beine2017bhatri[p. 20, item 90, site BAG]"
ingested,single response,beine-bhatri:OAR:91:1,OAR,"Adivasi Oriya from Araku Valley, Visak District, Andhra Pradesh",beine_oar,AdivasiOriya,91,milk,20,1,1,1,dud,dud,dud,,"beine2017bhatri[p. 20, item 91, site OAR]"
ingested,single response,beine-bhatri:OCU:91:1,OCU,"Oriya from Cuttack Tahsil, Cuttack District, Orissa",beine_ocu,Or,91,milk,20,1,1,1,kĥir̩o,kĥir̩o,kʰiṛo,,"beine2017bhatri[p. 20, item 91, site OCU]"
ingested,single response,beine-bhatri:HBH:91:1,HBH,"Halbi from Bhatpal, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_hbh,hal,91,milk,20,1,1,1,ɡore̠s,ɡore̠s,gorəs,,"beine2017bhatri[p. 20, item 91, site HBH]"
ingested,single response,beine-bhatri:BAU:91:1,BAU,"Bhatri from Auli, Nowrangapur Tahsil, Koraput District, Orissa",beine_bau,Bhatri,91,milk,20,1,1,1,ɡor̩e̠s,ɡor̩e̠s,goṛəs,,"beine2017bhatri[p. 20, item 91, site BAU]"
ingested,single response,beine-bhatri:BSA:91:1,BSA,"Bhatri from Sargipal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bsa,Bhatri,91,milk,20,1,1,1,ɡor̩e̠s,ɡor̩e̠s,goṛəs,,"beine2017bhatri[p. 20, item 91, site BSA]"
ingested,single response,beine-bhatri:BJE:91:1,BJE,"Bhatri from Jeypore Tahsil, Koraput District, Orissa",beine_bje,Bhatri,91,milk,20,1,1,1,ɡor̩e̠s,ɡor̩e̠s,goṛəs,,"beine2017bhatri[p. 20, item 91, site BJE]"
ingested,single response,beine-bhatri:BKP:91:1,BKP,"Bhatri from Kotpad Tahsil, Koraput District, Orissa",beine_bkp,Bhatri,91,milk,20,1,1,1,ɡor̩e̠s,ɡor̩e̠s,goṛəs,,"beine2017bhatri[p. 20, item 91, site BKP]"
ingested,single response,beine-bhatri:BUM:91:1,BUM,"Bhatri from Umarkot Tahsil, Koraput District, Orissa",beine_bum,Bhatri,91,milk,20,1,1,1,ɡor̩e̠s,ɡor̩e̠s,goṛəs,,"beine2017bhatri[p. 20, item 91, site BUM]"
ingested,single response,beine-bhatri:BCB:91:1,BCB,"Bhatri from Chote Badal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bcb,Bhatri,91,milk,20,1,1,1,ɡor̩v̠s,ɡor̩v̠s,goṛʌs,,"beine2017bhatri[p. 20, item 91, site BCB]"
ingested,single response,beine-bhatri:BAN:91:1,BAN,"Bhatri from Anantpur, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_ban,Bhatri,91,milk,20,1,1,1,ɡor̩v̠s,ɡor̩v̠s,goṛʌs,,"beine2017bhatri[p. 20, item 91, site BAN]"
ingested,single response,beine-bhatri:BAR:91:1,BAR,"Bhatri from Karpaud, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bar,Bhatri,91,milk,20,1,1,1,ɡor̩e̠s,ɡor̩e̠s,goṛəs,,"beine2017bhatri[p. 20, item 91, site BAR]"
ingested,single response,beine-bhatri:BAG:91:1,BAG,"Bhatri from Amaguda, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bag,Bhatri,91,milk,20,1,1,1,ɡor̩e̠s,ɡor̩e̠s,goṛəs,,"beine2017bhatri[p. 20, item 91, site BAG]"
ingested,single response,beine-bhatri:OAR:92:1,OAR,"Adivasi Oriya from Araku Valley, Visak District, Andhra Pradesh",beine_oar,AdivasiOriya,92,horns,20,2,1,1,sinˑ,sinˑ,siṇ,,"beine2017bhatri[p. 20, item 92, site OAR]"
ingested,single response,beine-bhatri:OCU:92:1,OCU,"Oriya from Cuttack Tahsil, Cuttack District, Orissa",beine_ocu,Or,92,horns,20,2,1,1,sinˑɡe̠,sinˑɡe̠,siṇgə,,"beine2017bhatri[p. 20, item 92, site OCU]"
ingested,single response,beine-bhatri:HBH:92:1,HBH,"Halbi from Bhatpal, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_hbh,hal,92,horns,20,2,1,1,s�̽ɡ,si̽ɡ,sĩg,,"beine2017bhatri[p. 20, item 92, site HBH]"
ingested,single response,beine-bhatri:BAU:92:1,BAU,"Bhatri from Auli, Nowrangapur Tahsil, Koraput District, Orissa",beine_bau,Bhatri,92,horns,20,2,1,1,sinˑ,sinˑ,siṇ,,"beine2017bhatri[p. 20, item 92, site BAU]"
ingested,single response,beine-bhatri:BSA:92:1,BSA,"Bhatri from Sargipal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bsa,Bhatri,92,horns,20,2,1,1,sinˑ,sinˑ,siṇ,,"beine2017bhatri[p. 20, item 92, site BSA]"
ingested,single response,beine-bhatri:BJE:92:1,BJE,"Bhatri from Jeypore Tahsil, Koraput District, Orissa",beine_bje,Bhatri,92,horns,20,2,1,1,sinˑɡ,sinˑɡ,siṇg,,"beine2017bhatri[p. 20, item 92, site BJE]"
ingested,single response,beine-bhatri:BKP:92:1,BKP,"Bhatri from Kotpad Tahsil, Koraput District, Orissa",beine_bkp,Bhatri,92,horns,20,2,1,1,sinˑɡ,sinˑɡ,siṇg,,"beine2017bhatri[p. 20, item 92, site BKP]"
ingested,single response,beine-bhatri:BUM:92:1,BUM,"Bhatri from Umarkot Tahsil, Koraput District, Orissa",beine_bum,Bhatri,92,horns,20,2,1,1,sinˑɡ,sinˑɡ,siṇg,,"beine2017bhatri[p. 20, item 92, site BUM]"
ingested,single response,beine-bhatri:BCB:92:1,BCB,"Bhatri from Chote Badal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bcb,Bhatri,92,horns,20,2,1,1,sinˑ,sinˑ,siṇ,,"beine2017bhatri[p. 20, item 92, site BCB]"
ingested,single response,beine-bhatri:BAN:92:1,BAN,"Bhatri from Anantpur, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_ban,Bhatri,92,horns,20,2,1,1,sinˑ,sinˑ,siṇ,,"beine2017bhatri[p. 20, item 92, site BAN]"
ingested,single response,beine-bhatri:BAR:92:1,BAR,"Bhatri from Karpaud, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bar,Bhatri,92,horns,20,2,1,1,s�̽ɡĥ,si̽ɡĥ,sĩgʰ,,"beine2017bhatri[p. 20, item 92, site BAR]"
ingested,single response,beine-bhatri:BAG:92:1,BAG,"Bhatri from Amaguda, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bag,Bhatri,92,horns,20,2,1,1,s�̽ɡ,si̽ɡ,sĩg,,"beine2017bhatri[p. 20, item 92, site BAG]"
ingested,single response,beine-bhatri:OAR:93:1,OAR,"Adivasi Oriya from Araku Valley, Visak District, Andhra Pradesh",beine_oar,AdivasiOriya,93,tail,20,3,1,1,lenz,lenz,lenz,,"beine2017bhatri[p. 20, item 93, site OAR]"
ingested,single response,beine-bhatri:OCU:93:1,OCU,"Oriya from Cuttack Tahsil, Cuttack District, Orissa",beine_ocu,Or,93,tail,20,3,1,1,landʒ̩o,landʒ̩o,lanjo,,"beine2017bhatri[p. 20, item 93, site OCU]"
ingested,single response,beine-bhatri:HBH:93:1,HBH,"Halbi from Bhatpal, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_hbh,hal,93,tail,20,3,1,1,ne̽ɡrˑa,ne̽ɡrˑa,nẽgṛa,,"beine2017bhatri[p. 20, item 93, site HBH]"
