ju,,-ua,,,-ua,Source gloss: ?,PJDW[item 1605],,,pinnow1960beitraege:C:i1605,,,,uncertain
ju,,-ɔ,,,-ɔ,Source gloss: ?,PJDW[item 1161],,,pinnow1960beitraege:C:i1161,,,,uncertain
ju,,-ɔg,,,-ɔg,Source gloss: ?,PJDW[item 1177],,"#Sa./-o'/, Mu./-ɔ'/, Ku./-yu/.",pinnow1960beitraege:C:i1177,,,,uncertain
ju,,-ɔm,,,-ɔm,Source gloss: ?,PJDW[item 1190],,"Cf. /-nɔm/, /-m/, /am/.",pinnow1960beitraege:C:i1190,,,,uncertain
ju,,-ɖag,,,-ɖag,Source gloss: ?,PJDW[item 1642],,,pinnow1960beitraege:C:i1642,,,,uncertain
ju,,-ɖai,female??,,-ɖai,,PJDW[item 409],,"#Kh./ḍa'j/ ""wife"", /kulamḍae/, /kulamḍa'j/ ""younger sister"", /kaṛ̃ae/, /kanṛae/, /kanḍae/ ""wife, bride"", /kanḍae-bɔ'/, /kanṛae-bɔ'/ ""old woman"".",pinnow1960beitraege:C:i409,,,,
ju,,-ɖi,,,-ɖi,Source gloss: ?,PJDW[item 432],,,pinnow1960beitraege:C:i432,,,,uncertain
ju,,-ɖu,,,-ɖu,Source gloss: ?,PJDW[item 452],,"#Kh./guḍu'/.  Cf. /-ḍɔ/, /-ḍɛ/.",pinnow1960beitraege:C:i452,,,,uncertain
ju,,-ɖɔ,,,-ɖɔ,Source gloss: ?,PJDW[item 443],,"#Mu./dɔ/ ""too, then, affixed to words to emphasize"", Sa./dɔ/ ""an expletive postpositional particle"", Kh./-ḍu'/.  Cf. /-ḍu/, /-ḍɛ/ ??/.",pinnow1960beitraege:C:i443,,,,uncertain
ju,,-ɖɔ-,to take,,-ɖɔ-,,PJDW[item 444],,"#Kh./ḍɔ'ḍ/ ""to take away"".",pinnow1960beitraege:C:i444,,,,
ju,,-ɖɔm,,,-ɖɔm,Source gloss: ?,PJDW[item 449],,#Kh./-ḍɔm/.  Cf. /-rɔm/.,pinnow1960beitraege:C:i449,,,,uncertain
ju,,-ɖɛ,,,-ɖɛ,Source gloss: ?,PJDW[item 422],,"#Kh./-ta/, /-te/, /-tɛ'j/.  Cf. /-cɛḍɛ/, /-sɛḍɛ/.",pinnow1960beitraege:C:i422,,,,uncertain
ju,,-ɖɛ,,,-ɖɛ,Source gloss: ?,PJDW[item 423],,,pinnow1960beitraege:C:i423,,,,uncertain
ju,,-ɖɛ,,,-ɖɛ,Source gloss: ?,PJDW[item 424],,"#Sa./dɛ/ ""an optative particle, come, do please"", e.g. /dɛ ɛmɔ'me/ ""do give it"", Mu./dɛ/, e.g. /dɛ bɔlɔ-me/ ""come in please"", So./de:/ ""a particle expressing affirmation, admiration, doubt, etc."".  Cf. /-ḍɛrɔ/.",pinnow1960beitraege:C:i424,,,,uncertain
ju,,-ɖɛrɔ,"reflexive pronoun, (self)",,-ɖɛrɔ,,PJDW[item 431],,,pinnow1960beitraege:C:i431,,,,pron
ju,,-ɛ,,,-ɛ,Source gloss: ?,PJDW[item 465],,,pinnow1960beitraege:C:i465,,,,uncertain
ju,,-ɲ,,,-ɲ,Source gloss: ?,PJDW[item 1156],,,pinnow1960beitraege:C:i1156,,,,uncertain
ju,,-ɲba,,,-ɲba,Source gloss: ?,PJDW[item 1158],,"Cf. /-iñba/, /niñba/.",pinnow1960beitraege:C:i1158,,,,uncertain
ju,,-ɽɛ,,,-ɽɛ,Source gloss: ?,PJDW[item 1354],,,pinnow1960beitraege:C:i1354,,,,uncertain
