Sv,,hinɛ,be,,hinɛ,,"knobloch2020sauji[p. 14, Table 4, /ɛ/ example 2]",,,knobloch2020sauji:t4:ɛ:2,,,,verb copula f pl dialect:Sv:HKAT-sdg:Sau
Sv,,jak,one,,jak,,"knobloch2020sauji[p. 14, Table 4, /a/ example 1]",,,knobloch2020sauji:t4:a:1,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,mat͡siɳ,fish,,mat͡siɳ,,"knobloch2020sauji[p. 14, Table 4, /a/ example 2]",,,knobloch2020sauji:t4:a:2,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,kitaːb,book,,kitaːb,,"knobloch2020sauji[p. 14, Table 4, /aː/ example 2]",,,knobloch2020sauji:t4:aː:2,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,ʂo,six,,ʂo,,"knobloch2020sauji[p. 14, Table 4, /ɔ/ example 1]",,,knobloch2020sauji:t4:ɔ:1,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,goːš,house,,goːš,,"knobloch2020sauji[p. 14, Table 4, /o/ example 1]",,,knobloch2020sauji:t4:o:1,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,haːɖu,bone,,haː.ɖu,,"knobloch2020sauji[p. 15, example (1) CV]",,,knobloch2020sauji:phon:CV:1,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,daːndu,tooth,,daːn.du,,"knobloch2020sauji[p. 15, example (1) CVC]",,,knobloch2020sauji:phon:CVC:1,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,brɑː,brother,,brɑː,,"knobloch2020sauji[p. 15, example (1) CCV(C)]",,,knobloch2020sauji:phon:CCV(C):1,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,grɑːm,village,,grɑːm,,"knobloch2020sauji[p. 15, example (1) CCV(C)]",,,knobloch2020sauji:phon:CCV(C):2,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,ma,I,,,,"knobloch2020sauji[p. 20, Table 6, Nominative 1sg];knobloch2020sauji[p. 20, Table 6, Accusative 1sg];knobloch2020sauji[p. 20, Table 6, Postpositional 1sg];knobloch2020sauji[p. 38, Table 14, row 8];knobloch2020sauji[p. 20, example (23) word 4, data 36_S_100213];knobloch2020sauji[p. 30, example (49) word 1, data 10_MAN_000512];knobloch2020sauji[p. 30, example (50) word 6, data 14_HR_000519];knobloch2020sauji[p. 31, example (58) word 3, data 17_NU_000613];knobloch2020sauji[p. 33, example (62) word 6, data 14_HR_000519];knobloch2020sauji[p. 34, example (68) word 1, data 46_FS_100213];knobloch2020sauji[p. 49, example (79) word 6, data 14_HR_000519];knobloch2020sauji[p. 50, example (84) word 1, data 10_MAN_000512]",,,knobloch2020sauji:t6:Nominative:1sg:1,,,,nom 1sg pron personal dialect:Sv:HKAT-sdg:Sau acc postp
Sv,,tu,you (singular),,,,"knobloch2020sauji[p. 20, Table 6, Nominative 2sg];knobloch2020sauji[p. 20, Table 6, Accusative 2sg];knobloch2020sauji[p. 20, Table 6, Postpositional 2sg];knobloch2020sauji[p. 38, Table 14, row 9];knobloch2020sauji[p. 20, example (21) word 1, data 36_S_100213];knobloch2020sauji[p. 21, example (27) word 4, data 36_S_100213];knobloch2020sauji[p. 34, example (71) word 1, data 36_S_100213]",,,knobloch2020sauji:t6:Nominative:2sg:1,,,,nom 2sg pron personal dialect:Sv:HKAT-sdg:Sau acc postp
Sv,,tu,you (plural),,,,"knobloch2020sauji[p. 20, Table 6, Nominative 2pl];knobloch2020sauji[p. 20, example (22) word 1, data 36_S_100213]",,,knobloch2020sauji:t6:Nominative:2pl:1,,,,nom 2pl pron personal dialect:Sv:HKAT-sdg:Sau
Sv,,asoo,we,,,,"knobloch2020sauji[p. 20, Table 6, Accusative 1pl]",,,knobloch2020sauji:t6:Accusative:1pl:1,,,,acc 1pl pron personal dialect:Sv:HKAT-sdg:Sau
