tagin_baki,,upuk,arrow,,upuk,,abraham-sako2021[p. 40],,,tagin-puroik:163:l:1
tagin_maskia,,əpukh,arrow,,əpukh,,abraham-sako2021[p. 40],,,tagin-puroik:163:n:1
tagin_nacho,,apok,arrow,,apok,,abraham-sako2021[p. 40],,,tagin-puroik:163:k:1
tagin_sippi,,opok,arrow,,opok,,abraham-sako2021[p. 40],,,tagin-puroik:163:j:1
tagin_takseng,,opok,arrow,,opok,,abraham-sako2021[p. 40],,,tagin-puroik:163:f:1
tagin_taliha,,upuk,arrow,,upuk,,abraham-sako2021[p. 40],,,tagin-puroik:163:d:1
bugun_bichom,,spije,ashes,,spije,,abraham-sako2021[p. 41],,,tagin-puroik:166:x:1
bugun_kaspi,,sə̆phije,ashes,,sə̆phije,,abraham-sako2021[p. 41],,,tagin-puroik:166:y:1
bugun_namphri,,spije,ashes,,spije,,abraham-sako2021[p. 41],,,tagin-puroik:166:z:1
bugun_singchung,,spije,ashes,,spije,,abraham-sako2021[p. 41],,,tagin-puroik:166:v:1
bugun_wangho,,spije,ashes,,spije,,abraham-sako2021[p. 41],,,tagin-puroik:166:w:1
nyishi_chimpu,,mub,ashes,,mub,,abraham-sako2021[p. 41],,,tagin-puroik:166:g:1
puroik_chug,,berek,ashes,,berek,,abraham-sako2021[p. 41],,,tagin-puroik:166:c:1
puroik_gari,,megɯk,ashes,,megɯk,,abraham-sako2021[p. 41],,,tagin-puroik:166:b:1
puroik_paji,,məgək,ashes,,məgək,,abraham-sako2021[p. 41],,,tagin-puroik:166:e:1
puroik_phereng,,bagɯ,ashes,,bagɯ,,abraham-sako2021[p. 41],,,tagin-puroik:166:a:1
tagin_baki,,mətʃhu̥,ashes,,mətʃhu̥,,abraham-sako2021[p. 41],,,tagin-puroik:166:l:1
tagin_maskia,,məbu,ashes,,məbu,,abraham-sako2021[p. 41],,,tagin-puroik:166:n:1
tagin_nacho,,məb,ashes,,məb,,abraham-sako2021[p. 41],,,tagin-puroik:166:k:1
tagin_sippi,,mutʃmeja,ashes,,mutʃmeja,,abraham-sako2021[p. 41],,,tagin-puroik:166:j:1
tagin_takseng,,məɾi,ashes,,məɾi,,abraham-sako2021[p. 41],,,tagin-puroik:166:f:1
tagin_taliha,,məbu,ashes,,məbu,,abraham-sako2021[p. 41],,,tagin-puroik:166:d:1
bugun_bichom,,thabu,axe,,thabu,,abraham-sako2021[p. 40],,,tagin-puroik:161:x:1
bugun_kaspi,,thabiu,axe,,thabiu,,abraham-sako2021[p. 40],,,tagin-puroik:161:y:1
bugun_namphri,,thabijou,axe,,thabijou,,abraham-sako2021[p. 40],,,tagin-puroik:161:z:1
bugun_singchung,,thabijou,axe,,thabijou,,abraham-sako2021[p. 40],,,tagin-puroik:161:v:1
bugun_wangho,,thapijoŋ,axe,,thapijoŋ,,abraham-sako2021[p. 40],,,tagin-puroik:161:w:1
nyishi_chimpu,,ʔəhə̥,axe,,ʔəhə̥,,abraham-sako2021[p. 40],,,tagin-puroik:161:g:1
puroik_chug,,baʔ,axe,,baʔ,,abraham-sako2021[p. 40],,,tagin-puroik:161:c:1
puroik_gari,,baʔ,axe,,baʔ,,abraham-sako2021[p. 40],,,tagin-puroik:161:b:1
puroik_paji,,baʔ,axe,,baʔ,,abraham-sako2021[p. 40],,,tagin-puroik:161:e:1
puroik_phereng,,baʔ,axe,,baʔ,,abraham-sako2021[p. 40],,,tagin-puroik:161:a:1
tagin_baki,,jeguŋ,axe,,jeguŋ,,abraham-sako2021[p. 40],,,tagin-puroik:161:l:1
tagin_maskia,,jagwŋ,axe,,jagwŋ,,abraham-sako2021[p. 40],,,tagin-puroik:161:n:1
tagin_nacho,,jəgəŋ,axe,,jəgəŋ,,abraham-sako2021[p. 40],,,tagin-puroik:161:k:1
tagin_sippi,,jagə,axe,,jagə,,abraham-sako2021[p. 40],,,tagin-puroik:161:j:1
