loke_jharkot,,le̤ktil,palm of hand,,le̤ktil,Source lexical-similarity group 2,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:22:loke_jharkot:2
loke_lo_manthang,,la̤kpitʰi̤,palm of hand,,la̤kpitʰi̤,Source lexical-similarity group 3,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:22:loke_lo_manthang:1
loke_ghiling,,la̤kka,palm of hand,,la̤kka,Source lexical-similarity group 4,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:22:loke_ghiling:1
loke_chhosher,,la̤kpaba̤ː,palm of hand,,la̤kpaba̤ː,Source lexical-similarity group 5,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:22:loke_chhosher:1
loke_kagbeni,,la̤kpana̤ŋ,palm of hand,,la̤kpana̤ŋ,Source lexical-similarity group 6,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:22:loke_kagbeni:1
loke_lo_manthang,,dzṳwu,finger(s),,dzṳwu,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:23:loke_lo_manthang:1
loke_ghiling,,dzṳwu,finger(s),,dzṳwu,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:23:loke_ghiling:1
loke_chhosher,,dzṳwu,finger(s),,dzṳwu,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:23:loke_chhosher:1
loke_jharkot,,dzṳwu,finger(s),,dzṳwu,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:23:loke_jharkot:1
loke_kagbeni,,dzṳwu,finger(s),,dzṳwu,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:23:loke_kagbeni:1
loke_lo_manthang,,dzṳu,finger(s),,dzṳu,Alternative word in the source,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:23:loke_lo_manthang:2
loke_ghiling,,dzṳu,finger(s),,dzṳu,Alternative word in the source,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:23:loke_ghiling:2
loke_chhosher,,dzṳu,finger(s),,dzṳu,Alternative word in the source,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:23:loke_chhosher:2
loke_jharkot,,dzṳu,finger(s),,dzṳu,Alternative word in the source,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:23:loke_jharkot:2
loke_kagbeni,,dzṳu,finger(s),,dzṳu,Alternative word in the source,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:23:loke_kagbeni:2
loke_lo_manthang,,semmo,fingernail,,semmo,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:24:loke_lo_manthang:1
